"","pred","true_label","fold"
"1002","acinar","acinar",2
"1003","ductal","ductal",2
"1004","acinar","acinar",2
"1005","ductal","ductal",2
"1006","not applicable","not applicable",2
"1007","delta","not applicable",2
"1008","acinar","acinar",2
"1009","acinar","acinar",2
"1010","not applicable","not applicable",2
"1011","acinar","acinar",2
"1012","ductal","ductal",2
"1013","ductal","ductal",2
"1014","acinar","acinar",2
"1015","not applicable","not applicable",2
"1016","acinar","acinar",2
"1017","acinar","not applicable",2
"1018","not applicable","not applicable",2
"1019","gamma","not applicable",2
"1020","ductal","ductal",2
"1021","beta","beta",2
"1022","acinar","acinar",2
"1023","ductal","ductal",2
"1024","alpha","alpha",2
"1025","unclassified endocrine","not applicable",2
"1026","alpha","not applicable",2
"1027","alpha","not applicable",2
"1028","alpha","alpha",2
"1029","alpha","alpha",2
"1030","alpha","alpha",2
"1031","beta","beta",2
"1032","alpha","alpha",2
"1033","co-expression","co-expression",2
"1034","PSC","not applicable",2
"1035","beta","not applicable",2
"1036","alpha","alpha",2
"1037","alpha","not applicable",2
"1038","alpha","alpha",2
"1039","alpha","alpha",2
"1040","gamma","not applicable",2
"1041","alpha","alpha",2
"1042","alpha","not applicable",2
"1043","beta","beta",2
"1044","beta","beta",2
"1045","alpha","alpha",2
"1046","beta","beta",2
"1047","beta","not applicable",2
"1048","PSC","not applicable",2
"1049","PSC","not applicable",2
"1050","alpha","alpha",2
"1051","alpha","alpha",2
"1052","delta","delta",2
"1053","alpha","alpha",2
"1054","not applicable","not applicable",2
"1055","alpha","alpha",2
"1056","PSC","PSC",2
"1057","alpha","not applicable",2
"1058","alpha","alpha",2
"1059","alpha","alpha",2
"1060","not applicable","not applicable",2
"1061","delta","not applicable",2
"1062","alpha","alpha",2
"1063","unclassified endocrine","not applicable",2
"1064","alpha","alpha",2
"1065","alpha","not applicable",2
"1066","co-expression","beta",2
"1067","alpha","alpha",2
"1068","alpha","alpha",2
"1069","alpha","alpha",2
"1070","alpha","alpha",2
"1071","alpha","alpha",2
"1072","alpha","alpha",2
"1073","beta","beta",2
"1074","alpha","alpha",2
"1075","alpha","not applicable",2
"1076","unclassified endocrine","not applicable",2
"1077","beta","not applicable",2
"1078","beta","beta",2
"1079","alpha","alpha",2
"1080","alpha","not applicable",2
"1081","beta","beta",2
"1082","unclassified endocrine","not applicable",2
"1083","not applicable","not applicable",2
"1084","unclassified endocrine","not applicable",2
"1085","alpha","not applicable",2
"1086","not applicable","not applicable",2
"1087","alpha","not applicable",2
"1088","not applicable","not applicable",2
"1089","epsilon","alpha",2
"1090","unclassified endocrine","not applicable",2
"1091","not applicable","not applicable",2
"1092","ductal","ductal",2
"1093","ductal","ductal",2
"1094","alpha","not applicable",2
"1095","beta","beta",2
"1096","alpha","not applicable",2
"1097","alpha","alpha",2
"1098","alpha","not applicable",2
"1099","beta","not applicable",2
"1100","co-expression","not applicable",2
"1101","unclassified endocrine","not applicable",2
"1102","alpha","not applicable",2
"1103","endothelial","not applicable",2
"1104","alpha","alpha",2
"1105","alpha","alpha",2
"1106","acinar","acinar",2
"1107","gamma","gamma",2
"1108","not applicable","not applicable",2
"1109","not applicable","not applicable",2
"1110","alpha","alpha",2
"1111","PSC","PSC",2
"1112","alpha","alpha",2
"1113","beta","beta",2
"1114","beta","beta",2
"1115","alpha","alpha",2
"1116","acinar","acinar",2
"1117","alpha","alpha",2
"1118","ductal","ductal",2
"1119","not applicable","not applicable",2
"1120","ductal","not applicable",2
"1121","alpha","alpha",2
"1122","PSC","PSC",2
"1123","ductal","ductal",2
"1124","alpha","alpha",2
"1125","alpha","alpha",2
"1126","alpha","alpha",2
"1127","ductal","ductal",2
"1128","not applicable","not applicable",2
"1129","ductal","unclassified endocrine",2
"1130","alpha","alpha",2
"1131","acinar","not applicable",2
"1132","beta","beta",2
"1133","alpha","alpha",2
"1134","gamma","gamma",2
"1135","not applicable","not applicable",2
"1136","not applicable","not applicable",2
"1137","alpha","alpha",2
"1138","ductal","not applicable",2
"1139","alpha","not applicable",2
"1140","alpha","alpha",2
"1141","acinar","acinar",2
"1142","alpha","alpha",2
"1143","ductal","ductal",2
"1144","beta","not applicable",2
"1145","not applicable","not applicable",2
"1146","alpha","alpha",2
"1147","endothelial","endothelial",2
"1148","ductal","ductal",2
"1149","alpha","not applicable",2
"1150","ductal","ductal",2
"1151","mast","mast",2
"1152","acinar","acinar",2
"1153","PSC","PSC",2
"1154","PSC","not applicable",2
"1155","ductal","ductal",2
"1156","not applicable","not applicable",2
"1157","alpha","alpha",2
"1158","alpha","alpha",2
"1159","alpha","alpha",2
"1160","gamma","gamma",2
"1161","ductal","ductal",2
"1162","alpha","alpha",2
"1163","ductal","ductal",2
"1164","acinar","not applicable",2
"1165","not applicable","not applicable",2
"1166","alpha","alpha",2
"1167","ductal","ductal",2
"1168","alpha","not applicable",2
"1169","not applicable","not applicable",2
"1170","not applicable","not applicable",2
"1171","ductal","ductal",2
"1172","not applicable","not applicable",2
"1173","not applicable","not applicable",2
"1174","alpha","alpha",2
"1175","alpha","alpha",2
"1176","not applicable","not applicable",2
"1177","not applicable","not applicable",2
"1178","alpha","not applicable",2
"1179","delta","not applicable",2
"1180","alpha","alpha",2
"1181","ductal","not applicable",2
"1182","not applicable","not applicable",2
"1183","alpha","alpha",2
"1184","beta","beta",2
"1185","ductal","ductal",2
"1186","unclassified endocrine","not applicable",2
"1187","alpha","not applicable",2
"1188","alpha","not applicable",2
"1189","not applicable","not applicable",2
"1190","alpha","alpha",2
"1191","beta","beta",2
"1192","not applicable","not applicable",2
"1193","not applicable","not applicable",2
"1194","alpha","not applicable",2
"1195","alpha","alpha",2
"1196","unclassified endocrine","not applicable",2
"1197","ductal","ductal",2
"1198","not applicable","not applicable",2
"1199","not applicable","not applicable",2
"1200","ductal","not applicable",2
"1201","not applicable","not applicable",2
"1202","not applicable","not applicable",2
"1203","ductal","not applicable",2
"1204","ductal","not applicable",2
"1205","endothelial","not applicable",2
"1206","not applicable","not applicable",2
"1207","unclassified endocrine","not applicable",2
"1208","gamma","not applicable",2
"1209","alpha","alpha",2
"1210","alpha","alpha",2
"1211","unclassified endocrine","not applicable",2
"1212","not applicable","not applicable",2
"1213","ductal","ductal",2
"1214","alpha","not applicable",2
"1215","alpha","not applicable",2
"1216","ductal","not applicable",2
"1217","alpha","alpha",2
"1218","co-expression","not applicable",2
"1219","ductal","not applicable",2
"1220","ductal","ductal",2
"1221","alpha","alpha",2
"1222","not applicable","not applicable",2
"1223","ductal","ductal",2
"1224","alpha","not applicable",2
"1225","not applicable","not applicable",2
"1226","ductal","ductal",2
"1227","co-expression","alpha",2
"1228","PSC","not applicable",2
"1229","ductal","not applicable",2
"1230","unclassified endocrine","not applicable",2
"1231","ductal","not applicable",2
"1232","not applicable","not applicable",2
"1233","alpha","not applicable",2
"1234","unclassified endocrine","not applicable",2
"1235","delta","delta",2
"1236","delta","not applicable",2
"1237","ductal","ductal",2
"1238","unclassified endocrine","not applicable",2
"1239","alpha","not applicable",2
"1240","unclassified endocrine","not applicable",2
"1241","delta","delta",2
"1242","endothelial","not applicable",2
"1243","not applicable","not applicable",2
"1244","not applicable","not applicable",2
"1245","ductal","ductal",2
"1246","ductal","ductal",2
"1247","not applicable","not applicable",2
"1248","unclassified endocrine","not applicable",2
"1249","ductal","not applicable",2
"1250","alpha","alpha",2
"1251","alpha","alpha",2
"1252","ductal","ductal",2
"1253","not applicable","not applicable",2
"1254","alpha","alpha",2
"1255","ductal","ductal",2
"1256","acinar","acinar",2
"1257","alpha","alpha",2
"1258","delta","delta",2
"1259","not applicable","not applicable",2
"1260","beta","beta",2
"1261","ductal","ductal",2
"1262","alpha","alpha",2
"1263","alpha","alpha",2
"1264","not applicable","not applicable",2
"1265","gamma","gamma",2
"1266","unclassified endocrine","unclassified endocrine",2
"1267","ductal","ductal",2
"1268","alpha","alpha",2
"1269","alpha","alpha",2
"1270","ductal","ductal",2
"1271","alpha","alpha",2
"1272","gamma","gamma",2
"1273","not applicable","not applicable",2
"1274","ductal","ductal",2
"1275","ductal","ductal",2
"1276","ductal","ductal",2
"1277","alpha","alpha",2
"1278","acinar","acinar",2
"1279","not applicable","not applicable",2
"1280","ductal","ductal",2
"1281","ductal","ductal",2
"1282","alpha","alpha",2
"1283","not applicable","not applicable",2
"1284","delta","delta",2
"1285","ductal","ductal",2
"1286","acinar","acinar",2
"1287","PSC","PSC",2
"1288","alpha","alpha",2
"1289","alpha","alpha",2
"1290","ductal","ductal",2
"1291","ductal","ductal",2
"1292","ductal","ductal",2
"1293","ductal","ductal",2
"1294","ductal","ductal",2
"1295","alpha","alpha",2
"1296","alpha","alpha",2
"1297","acinar","acinar",2
"1298","acinar","acinar",2
"1299","not applicable","not applicable",2
"1300","not applicable","not applicable",2
"1301","ductal","ductal",2
"1302","acinar","acinar",2
"1303","alpha","alpha",2
"1304","ductal","ductal",2
"1305","delta","delta",2
"1306","PSC","PSC",2
"1307","ductal","ductal",2
"1308","PSC","not applicable",2
"1309","ductal","not applicable",2
"1310","unclassified endocrine","not applicable",2
"1311","alpha","not applicable",2
"1312","alpha","alpha",2
"1313","beta","beta",2
"1314","ductal","ductal",2
"1315","ductal","ductal",2
"1316","acinar","acinar",2
"1317","ductal","ductal",2
"1318","ductal","not applicable",2
"1319","ductal","ductal",2
"1320","ductal","ductal",2
"1321","PSC","PSC",2
"1322","not applicable","not applicable",2
"1323","ductal","ductal",2
"1324","not applicable","not applicable",2
"1325","ductal","ductal",2
"1326","alpha","alpha",2
"1327","beta","beta",2
"1328","alpha","alpha",2
"1329","beta","beta",2
"1330","alpha","alpha",2
"1331","alpha","alpha",2
"1332","not applicable","not applicable",2
"1333","ductal","ductal",2
"1334","unclassified","not applicable",2
"1335","ductal","ductal",2
"1336","alpha","alpha",2
"1337","unclassified endocrine","not applicable",2
"1338","ductal","ductal",2
"1339","ductal","not applicable",2
"1340","acinar","acinar",2
"1341","not applicable","not applicable",2
"1342","alpha","alpha",2
"1343","beta","beta",2
"1344","delta","delta",2
"1345","gamma","gamma",2
"1346","alpha","alpha",2
"1347","alpha","alpha",2
"1348","not applicable","not applicable",2
"1349","beta","beta",2
"1350","ductal","ductal",2
"1351","alpha","alpha",2
"1352","MHC class II","MHC class II",2
"1353","alpha","alpha",2
"1354","delta","delta",2
"1355","ductal","ductal",2
"1356","beta","beta",2
"1357","unclassified endocrine","not applicable",2
"1358","gamma","gamma",2
"1359","not applicable","not applicable",2
"1360","co-expression","co-expression",2
"1361","alpha","alpha",2
"1362","acinar","acinar",2
"1363","ductal","ductal",2
"1364","alpha","alpha",2
"1365","delta","delta",2
"1366","beta","beta",2
"1367","PSC","PSC",2
"1368","ductal","ductal",2
"1369","alpha","alpha",2
"1370","ductal","ductal",2
"1371","alpha","alpha",2
"1372","delta","delta",2
"1373","alpha","alpha",2
"1374","alpha","alpha",2
"1375","alpha","alpha",2
"1376","gamma","gamma",2
"1377","beta","beta",2
"1378","alpha","alpha",2
"1379","not applicable","not applicable",2
"1380","beta","beta",2
"1381","unclassified endocrine","not applicable",2
"1382","alpha","alpha",2
"1383","delta","delta",2
"1384","co-expression","co-expression",2
"1385","not applicable","not applicable",2
"1386","not applicable","not applicable",2
"1387","beta","beta",2
"1388","delta","delta",2
"1389","gamma","gamma",2
"1390","alpha","alpha",2
"1391","unclassified endocrine","not applicable",2
"1392","ductal","ductal",2
"1393","unclassified endocrine","not applicable",2
"1394","beta","beta",2
"1395","alpha","alpha",2
"1396","delta","delta",2
"1397","gamma","gamma",2
"1398","gamma","gamma",2
"1399","beta","beta",2
"1400","unclassified endocrine","not applicable",2
"1401","beta","not applicable",2
"1402","alpha","alpha",2
"1403","PSC","PSC",2
"1404","beta","beta",2
"1405","alpha","alpha",2
"1406","beta","beta",2
"1407","delta","delta",3
"1408","alpha","alpha",3
"1409","beta","beta",3
"1410","co-expression","co-expression",3
"1411","alpha","alpha",3
"1412","beta","beta",3
"1413","alpha","alpha",3
"1414","not applicable","not applicable",3
"1415","unclassified endocrine","not applicable",3
"1416","alpha","alpha",3
"1417","unclassified endocrine","unclassified endocrine",3
"1418","alpha","alpha",3
"1419","gamma","gamma",3
"1420","delta","co-expression",3
"1421","unclassified endocrine","not applicable",3
"1422","acinar","acinar",3
"1423","unclassified endocrine","not applicable",3
"1424","unclassified endocrine","not applicable",3
"1425","alpha","alpha",3
"1426","not applicable","unclassified endocrine",3
"1427","unclassified endocrine","not applicable",3
"1428","alpha","alpha",3
"1429","unclassified endocrine","not applicable",3
"1430","alpha","alpha",3
"1431","unclassified endocrine","unclassified endocrine",3
"1432","beta","beta",3
"1433","beta","beta",3
"1434","not applicable","not applicable",3
"1435","not applicable","not applicable",3
"1436","beta","beta",3
"1437","alpha","alpha",3
"1438","unclassified endocrine","not applicable",3
"1439","unclassified endocrine","not applicable",3
"1440","delta","delta",3
"1441","beta","beta",3
"1442","beta","beta",3
"1443","acinar","acinar",3
"1444","not applicable","not applicable",3
"1445","beta","beta",3
"1446","alpha","alpha",3
"1447","alpha","alpha",3
"1448","unclassified endocrine","not applicable",3
"1449","delta","delta",3
"1450","gamma","gamma",3
"1451","alpha","alpha",3
"1452","alpha","alpha",3
"1453","ductal","ductal",3
"1454","beta","beta",3
"1455","beta","beta",3
"1456","beta","beta",3
"1457","alpha","alpha",3
"1458","beta","beta",3
"1459","gamma","gamma",3
"1460","PSC","PSC",3
"1461","alpha","alpha",3
"1462","alpha","alpha",3
"1463","unclassified endocrine","not applicable",3
"1464","alpha","alpha",3
"1465","beta","beta",3
"1466","gamma","gamma",3
"1467","beta","beta",3
"1468","alpha","alpha",3
"1469","ductal","ductal",3
"1470","alpha","alpha",3
"1471","ductal","ductal",3
"1472","not applicable","not applicable",3
"1473","mast","mast",3
"1474","not applicable","unclassified endocrine",3
"1475","beta","unclassified endocrine",3
"1476","alpha","alpha",3
"1477","alpha","alpha",3
"1478","alpha","alpha",3
"1479","alpha","alpha",3
"1480","alpha","alpha",3
"1481","not applicable","not applicable",3
"1482","alpha","alpha",3
"1483","beta","beta",3
"1484","acinar","acinar",3
"1485","alpha","alpha",3
"1486","alpha","alpha",3
"1487","alpha","alpha",3
"1488","beta","beta",3
"1489","alpha","alpha",3
"1490","not applicable","not applicable",3
"1491","alpha","alpha",3
"1492","unclassified endocrine","not applicable",3
"1493","gamma","gamma",3
"1494","alpha","alpha",3
"1495","delta","not applicable",3
"1496","alpha","alpha",3
"1497","gamma","gamma",3
"1498","gamma","gamma",3
"1499","unclassified endocrine","not applicable",3
"1500","endothelial","endothelial",3
"1501","alpha","alpha",3
"1502","alpha","alpha",3
"1503","beta","not applicable",3
"1504","delta","delta",3
"1505","alpha","alpha",3
"1506","gamma","not applicable",3
"1507","gamma","gamma",3
"1508","alpha","alpha",3
"1509","gamma","gamma",3
"1510","acinar","not applicable",3
"1511","co-expression","alpha",3
"1512","alpha","alpha",3
"1513","acinar","acinar",3
"1514","PSC","PSC",3
"1515","gamma","gamma",3
"1516","unclassified endocrine","not applicable",3
"1517","alpha","not applicable",3
"1518","not applicable","not applicable",3
"1519","gamma","gamma",3
"1520","not applicable","not applicable",3
"1521","not applicable","not applicable",3
"1522","ductal","ductal",3
"1523","not applicable","not applicable",3
"1524","alpha","alpha",3
"1525","unclassified endocrine","not applicable",3
"1526","delta","delta",3
"1527","unclassified","unclassified",3
"1528","alpha","alpha",3
"1529","gamma","gamma",3
"1530","gamma","gamma",3
"1531","beta","not applicable",3
"1532","gamma","gamma",3
"1533","not applicable","not applicable",3
"1534","alpha","alpha",3
"1535","gamma","gamma",3
"1536","alpha","alpha",3
"1537","unclassified endocrine","not applicable",3
"1538","alpha","alpha",3
"1539","alpha","alpha",3
"1540","not applicable","not applicable",3
"1541","gamma","gamma",3
"1542","acinar","acinar",3
"1543","alpha","alpha",3
"1544","alpha","alpha",3
"1545","alpha","not applicable",3
"1546","alpha","alpha",3
"1547","alpha","alpha",3
"1548","alpha","alpha",3
"1549","gamma","gamma",3
"1550","alpha","not applicable",3
"1551","alpha","alpha",3
"1552","alpha","not applicable",3
"1553","alpha","alpha",3
"1554","alpha","alpha",3
"1555","alpha","alpha",3
"1556","unclassified endocrine","not applicable",3
"1557","alpha","alpha",3
"1558","not applicable","not applicable",3
"1559","gamma","gamma",3
"1560","delta","delta",3
"1561","alpha","alpha",3
"1562","alpha","alpha",3
"1563","beta","beta",3
"1564","alpha","alpha",3
"1565","alpha","not applicable",3
"1566","gamma","not applicable",3
"1567","gamma","gamma",3
"1568","not applicable","not applicable",3
"1569","not applicable","not applicable",3
"1570","alpha","not applicable",3
"1571","alpha","alpha",3
"1572","PSC","PSC",3
"1573","delta","delta",3
"1574","not applicable","not applicable",3
"1575","gamma","gamma",3
"1576","not applicable","not applicable",3
"1577","endothelial","endothelial",3
"1578","unclassified endocrine","not applicable",3
"1579","unclassified endocrine","not applicable",3
"1580","unclassified endocrine","not applicable",3
"1581","not applicable","not applicable",3
"1582","co-expression","co-expression",3
"1583","gamma","gamma",3
"1584","delta","delta",3
"1585","epsilon","epsilon",3
"1586","not applicable","not applicable",3
"1587","gamma","gamma",3
"1588","not applicable","not applicable",3
"1589","not applicable","not applicable",3
"1590","alpha","alpha",3
"1591","endothelial","not applicable",3
"1592","unclassified endocrine","not applicable",3
"1593","not applicable","unclassified endocrine",3
"1594","beta","beta",3
"1595","alpha","alpha",3
"1596","unclassified endocrine","beta",3
"1597","endothelial","endothelial",3
"1598","beta","beta",3
"1599","gamma","gamma",3
"1600","not applicable","not applicable",3
"1601","alpha","alpha",3
"1602","gamma","not applicable",3
"1603","not applicable","not applicable",3
"1604","unclassified endocrine","not applicable",3
"1605","beta","beta",3
"1606","not applicable","not applicable",3
"1607","PSC","not applicable",3
"1608","unclassified endocrine","not applicable",3
"1609","beta","beta",3
"1610","not applicable","not applicable",3
"1611","endothelial","endothelial",3
"1612","not applicable","not applicable",3
"1613","gamma","gamma",3
"1614","not applicable","not applicable",3
"1615","alpha","alpha",3
"1616","not applicable","not applicable",3
"1617","not applicable","not applicable",3
"1618","not applicable","not applicable",3
"1619","not applicable","not applicable",3
"1620","not applicable","not applicable",3
"1621","PSC","PSC",3
"1622","ductal","ductal",3
"1623","alpha","alpha",3
"1624","alpha","alpha",3
"1625","alpha","alpha",3
"1626","gamma","gamma",3
"1627","not applicable","not applicable",3
"1628","not applicable","not applicable",3
"1629","alpha","alpha",3
"1630","alpha","alpha",3
"1631","not applicable","not applicable",3
"1632","alpha","alpha",3
"1633","gamma","not applicable",3
"1634","alpha","alpha",3
"1635","unclassified endocrine","not applicable",3
"1636","ductal","ductal",3
"1637","co-expression","beta",3
"1638","not applicable","not applicable",3
"1639","unclassified endocrine","not applicable",3
"1640","not applicable","not applicable",3
"1641","not applicable","not applicable",3
"1642","alpha","alpha",3
"1643","gamma","gamma",3
"1644","not applicable","not applicable",3
"1645","alpha","alpha",3
"1646","unclassified endocrine","not applicable",3
"1647","PSC","PSC",3
"1648","not applicable","not applicable",3
"1649","gamma","gamma",3
"1650","ductal","ductal",3
"1651","beta","beta",3
"1652","not applicable","not applicable",3
"1653","gamma","gamma",3
"1654","beta","beta",3
"1655","not applicable","not applicable",3
"1656","not applicable","not applicable",3
"1657","not applicable","not applicable",3
"1658","unclassified endocrine","not applicable",3
"1659","not applicable","not applicable",3
"1660","ductal","ductal",3
"1661","ductal","ductal",3
"1662","ductal","not applicable",3
"1663","unclassified endocrine","unclassified endocrine",3
"1664","ductal","ductal",3
"1665","alpha","alpha",3
"1666","beta","beta",3
"1667","alpha","alpha",3
"1668","acinar","acinar",3
"1669","acinar","acinar",3
"1670","not applicable","not applicable",3
"1671","PSC","PSC",3
"1672","not applicable","not applicable",3
"1673","not applicable","not applicable",3
"1674","acinar","acinar",3
"1675","beta","beta",3
"1676","alpha","alpha",3
"1677","not applicable","not applicable",3
"1678","ductal","ductal",3
"1679","acinar","not applicable",3
"1680","acinar","acinar",3
"1681","not applicable","not applicable",3
"1682","ductal","ductal",3
"1683","gamma","gamma",3
"1684","acinar","not applicable",3
"1685","acinar","acinar",3
"1686","not applicable","not applicable",3
"1687","not applicable","not applicable",3
"1688","acinar","not applicable",3
"1689","acinar","acinar",3
"1690","ductal","ductal",3
"1691","beta","beta",3
"1692","ductal","ductal",3
"1693","acinar","acinar",3
"1694","acinar","acinar",3
"1695","delta","delta",3
"1696","not applicable","not applicable",3
"1697","not applicable","not applicable",3
"1698","gamma","gamma",3
"1699","alpha","alpha",3
"1700","acinar","acinar",3
"1701","acinar","acinar",3
"1702","gamma","gamma",3
"1703","ductal","ductal",3
"1704","acinar","acinar",3
"1705","ductal","ductal",3
"1706","beta","beta",3
"1707","acinar","acinar",3
"1708","ductal","ductal",3
"1709","not applicable","not applicable",3
"1710","beta","beta",3
"1711","not applicable","not applicable",3
"1712","acinar","acinar",3
"1713","ductal","ductal",3
"1714","ductal","ductal",3
"1715","acinar","acinar",3
"1716","ductal","ductal",3
"1717","ductal","ductal",3
"1718","alpha","alpha",3
"1719","unclassified endocrine","not applicable",3
"1720","not applicable","not applicable",3
"1721","gamma","gamma",3
"1722","acinar","acinar",3
"1723","not applicable","not applicable",3
"1724","ductal","ductal",3
"1725","acinar","acinar",3
"1726","acinar","acinar",3
"1727","acinar","not applicable",3
"1728","not applicable","not applicable",3
"1729","acinar","acinar",3
"1730","not applicable","alpha",3
"1731","acinar","not applicable",3
"1732","acinar","not applicable",3
"1733","gamma","not applicable",3
"1734","acinar","acinar",3
"1735","acinar","not applicable",3
"1736","acinar","acinar",3
"1737","unclassified endocrine","not applicable",3
"1738","acinar","acinar",3
"1739","alpha","alpha",3
"1740","ductal","ductal",3
"1741","acinar","not applicable",3
"1742","acinar","not applicable",3
"1743","not applicable","not applicable",3
"1744","not applicable","alpha",3
"1745","not applicable","not applicable",3
"1746","ductal","not applicable",3
"1747","beta","beta",3
"1748","beta","not applicable",3
"1749","acinar","not applicable",3
"1750","not applicable","not applicable",3
"1751","alpha","alpha",3
"1752","unclassified endocrine","not applicable",3
"1753","alpha","alpha",3
"1754","gamma","not applicable",3
"1755","alpha","alpha",3
"1756","alpha","alpha",3
"1757","delta","not applicable",3
"1758","alpha","alpha",3
"1759","unclassified endocrine","not applicable",3
"1760","alpha","alpha",3
"1761","not applicable","not applicable",3
"1762","alpha","alpha",3
"1763","alpha","alpha",3
"1764","alpha","alpha",3
"1765","PSC","PSC",3
"1766","alpha","alpha",3
"1767","acinar","acinar",3
"1768","alpha","alpha",3
"1769","unclassified endocrine","not applicable",3
"1770","unclassified endocrine","not applicable",3
"1771","alpha","alpha",3
"1772","beta","beta",3
"1773","alpha","alpha",3
"1774","alpha","alpha",3
"1775","alpha","not applicable",3
"1776","unclassified endocrine","not applicable",3
"1777","not applicable","not applicable",3
"1778","alpha","alpha",3
"1779","alpha","not applicable",3
"1780","alpha","alpha",3
"1781","alpha","alpha",3
"1782","alpha","alpha",3
"1783","alpha","alpha",3
"1784","unclassified endocrine","not applicable",3
"1785","beta","not applicable",3
"1786","alpha","alpha",3
"1787","alpha","alpha",3
"1788","alpha","alpha",3
"1789","alpha","alpha",3
"1790","beta","beta",3
"1791","alpha","alpha",3
"1792","beta","not applicable",3
"1793","alpha","alpha",3
"1794","co-expression","co-expression",3
"1795","alpha","not applicable",3
"1796","alpha","not applicable",3
"1797","alpha","not applicable",3
"1798","alpha","not applicable",3
"1799","beta","beta",3
"1800","alpha","alpha",3
"1801","alpha","not applicable",3
"1802","MHC class II","not applicable",3
"1803","alpha","alpha",3
"1804","alpha","alpha",3
"1805","unclassified endocrine","not applicable",3
"1806","beta","beta",3
"1807","alpha","alpha",3
"1808","alpha","not applicable",3
"1809","alpha","alpha",3
"1810","co-expression","co-expression",3
"1811","alpha","alpha",3
"1812","alpha","alpha",3
"1813","beta","beta",3
"1814","alpha","alpha",3
"1815","beta","beta",3
"1816","unclassified endocrine","not applicable",3
"1817","not applicable","not applicable",3
"1818","alpha","alpha",3
"1819","alpha","not applicable",3
"1820","not applicable","not applicable",3
"1821","gamma","gamma",3
"1822","unclassified endocrine","not applicable",3
"1823","delta","delta",3
"1824","ductal","ductal",3
"1825","ductal","not applicable",3
"1826","ductal","not applicable",3
"1827","alpha","not applicable",3
"1828","alpha","alpha",3
"1829","alpha","alpha",3
"1830","alpha","alpha",3
"1831","acinar","acinar",3
"1832","alpha","alpha",3
"1833","ductal","ductal",3
"1834","alpha","alpha",3
"1835","beta","beta",3
"1836","alpha","alpha",3
"1837","acinar","acinar",3
"1838","acinar","ductal",3
"1839","not applicable","not applicable",3
"1840","ductal","ductal",3
"1841","ductal","ductal",3
"1842","alpha","alpha",3
"1843","alpha","not applicable",3
"1844","ductal","ductal",3
"1845","alpha","alpha",3
"1846","ductal","ductal",3
"1847","alpha","alpha",3
"1848","delta","delta",3
"1849","alpha","alpha",3
"1850","alpha","alpha",3
"1851","not applicable","not applicable",3
"1852","alpha","alpha",3
"1853","ductal","not applicable",3
"1854","ductal","ductal",3
"1855","alpha","alpha",3
"1856","ductal","ductal",3
"1857","ductal","ductal",3
"1858","ductal","ductal",3
"1859","not applicable","not applicable",3
"1860","alpha","alpha",3
"1861","alpha","alpha",3
"1862","not applicable","not applicable",3
"1863","alpha","alpha",3
"1864","ductal","not applicable",3
"1865","not applicable","not applicable",3
"1866","alpha","alpha",3
"1867","alpha","alpha",3
"1868","unclassified endocrine","not applicable",3
"1869","not applicable","not applicable",3
"1870","not applicable","not applicable",3
"1871","ductal","ductal",3
"1872","alpha","alpha",3
"1873","acinar","acinar",3
"1874","not applicable","not applicable",3
"1875","not applicable","not applicable",3
"1876","not applicable","not applicable",3
"1877","ductal","ductal",3
"1878","alpha","alpha",3
"1879","not applicable","not applicable",3
"1880","not applicable","not applicable",3
"1881","not applicable","not applicable",3
"1882","not applicable","not applicable",3
"1883","not applicable","not applicable",3
"1884","unclassified endocrine","not applicable",3
"1885","not applicable","not applicable",3
"1886","alpha","alpha",3
"1887","ductal","ductal",3
"1888","alpha","not applicable",3
"1889","PSC","not applicable",3
"1890","acinar","acinar",3
"1891","ductal","ductal",3
"1892","not applicable","not applicable",3
"1893","PSC","not applicable",3
"1894","ductal","not applicable",3
"1895","alpha","not applicable",3
"1896","ductal","not applicable",3
"1897","not applicable","not applicable",3
"1898","not applicable","not applicable",3
"1899","beta","beta",3
"1900","alpha","not applicable",3
"1901","alpha","alpha",3
"1902","unclassified endocrine","not applicable",3
"1903","unclassified endocrine","not applicable",3
"1904","ductal","not applicable",3
"1905","delta","delta",3
"1906","unclassified endocrine","not applicable",3
"1907","unclassified endocrine","not applicable",3
"1908","not applicable","not applicable",3
"1909","alpha","not applicable",3
"1910","ductal","not applicable",3
"1911","ductal","not applicable",3
"1912","ductal","ductal",3
"1913","ductal","not applicable",3
"1914","alpha","not applicable",3
"1915","alpha","not applicable",3
"1916","alpha","alpha",3
"1917","alpha","alpha",3
"1918","alpha","not applicable",3
"1919","ductal","not applicable",3
"1920","beta","beta",3
"1921","alpha","not applicable",3
"1922","alpha","not applicable",3
"1923","unclassified endocrine","not applicable",3
"1924","unclassified endocrine","not applicable",3
"1925","ductal","ductal",3
"1926","alpha","alpha",3
"1927","alpha","alpha",3
"1928","alpha","alpha",3
"1929","beta","not applicable",3
"1930","alpha","not applicable",3
"1931","alpha","not applicable",3
"1932","not applicable","not applicable",3
"1933","alpha","alpha",3
"1934","alpha","not applicable",3
"1935","not applicable","not applicable",3
"1936","not applicable","not applicable",3
"1937","ductal","not applicable",3
"1938","ductal","not applicable",3
"1939","alpha","alpha",3
"1940","gamma","not applicable",3
"1941","ductal","not applicable",3
"1942","not applicable","not applicable",3
"1943","not applicable","not applicable",3
"1944","alpha","not applicable",3
"1945","ductal","not applicable",3
