,pred,true_label,fold
401,alpha,alpha,2
402,acinar,acinar,2
403,gamma,gamma,2
404,not applicable,not applicable,2
405,not applicable,not applicable,2
406,alpha,alpha,2
407,PSC,PSC,2
408,alpha,alpha,2
409,beta,beta,2
410,beta,beta,2
411,alpha,alpha,2
412,acinar,acinar,2
413,alpha,alpha,2
414,ductal,ductal,2
415,not applicable,not applicable,2
416,ductal,not applicable,2
417,alpha,alpha,2
418,PSC,PSC,2
419,ductal,ductal,2
420,alpha,alpha,2
421,alpha,alpha,2
422,alpha,alpha,2
423,ductal,ductal,2
424,not applicable,not applicable,2
425,not applicable,unclassified endocrine,2
426,alpha,alpha,2
427,not applicable,not applicable,2
428,beta,beta,2
429,alpha,alpha,2
430,gamma,gamma,2
431,not applicable,not applicable,2
432,not applicable,not applicable,2
433,alpha,alpha,2
434,not applicable,not applicable,2
435,alpha,not applicable,2
436,alpha,alpha,2
437,acinar,acinar,2
438,alpha,alpha,2
439,ductal,ductal,2
440,beta,not applicable,2
441,not applicable,not applicable,2
442,alpha,alpha,2
443,endothelial,endothelial,2
444,ductal,ductal,2
445,alpha,not applicable,2
446,ductal,ductal,2
447,mast,mast,2
448,acinar,acinar,2
449,PSC,PSC,2
450,PSC,not applicable,2
451,ductal,ductal,2
452,not applicable,not applicable,2
453,alpha,alpha,2
454,alpha,alpha,2
455,alpha,alpha,2
456,gamma,gamma,2
457,ductal,ductal,2
458,not applicable,alpha,2
459,ductal,ductal,2
460,acinar,not applicable,2
461,not applicable,not applicable,2
462,alpha,alpha,2
463,ductal,ductal,2
464,alpha,not applicable,2
465,not applicable,not applicable,2
466,not applicable,not applicable,2
467,ductal,ductal,2
468,not applicable,not applicable,2
469,not applicable,not applicable,2
470,alpha,alpha,2
471,alpha,alpha,2
472,not applicable,not applicable,2
473,not applicable,not applicable,2
474,not applicable,not applicable,2
475,unclassified endocrine,not applicable,2
476,alpha,alpha,2
477,ductal,not applicable,2
478,not applicable,not applicable,2
479,not applicable,alpha,2
480,beta,beta,2
481,ductal,ductal,2
482,not applicable,not applicable,2
483,not applicable,not applicable,2
484,not applicable,not applicable,2
485,not applicable,not applicable,2
486,alpha,alpha,2
487,beta,beta,2
488,not applicable,not applicable,2
489,not applicable,not applicable,2
490,not applicable,not applicable,2
491,alpha,alpha,2
492,not applicable,not applicable,2
493,ductal,ductal,2
494,not applicable,not applicable,2
495,not applicable,not applicable,2
496,ductal,not applicable,2
497,not applicable,not applicable,2
498,ductal,not applicable,2
499,not applicable,not applicable,2
500,not applicable,not applicable,2
501,endothelial,not applicable,2
502,not applicable,not applicable,2
503,not applicable,not applicable,2
504,alpha,not applicable,2
505,alpha,alpha,2
506,alpha,alpha,2
507,not applicable,not applicable,2
508,not applicable,not applicable,2
509,ductal,ductal,2
510,not applicable,not applicable,2
511,alpha,not applicable,2
512,ductal,not applicable,2
513,not applicable,alpha,2
514,alpha,not applicable,2
515,ductal,not applicable,2
516,ductal,ductal,2
517,alpha,alpha,2
518,not applicable,not applicable,2
519,ductal,ductal,2
520,alpha,not applicable,2
521,not applicable,not applicable,2
522,ductal,ductal,2
523,gamma,alpha,2
524,PSC,not applicable,2
525,not applicable,not applicable,2
526,not applicable,not applicable,2
527,ductal,not applicable,2
528,not applicable,not applicable,2
529,not applicable,not applicable,2
530,not applicable,not applicable,2
531,delta,delta,2
532,unclassified endocrine,not applicable,2
533,ductal,ductal,2
534,not applicable,not applicable,2
535,alpha,not applicable,2
536,not applicable,not applicable,2
537,delta,delta,2
538,endothelial,not applicable,2
539,not applicable,not applicable,2
540,not applicable,not applicable,2
541,ductal,ductal,2
542,ductal,ductal,2
543,not applicable,not applicable,2
544,not applicable,not applicable,2
545,not applicable,not applicable,2
546,alpha,alpha,2
547,alpha,alpha,2
548,ductal,ductal,2
549,not applicable,not applicable,2
550,alpha,alpha,2
551,ductal,ductal,2
552,acinar,acinar,2
553,alpha,alpha,2
554,delta,delta,2
555,not applicable,not applicable,2
556,beta,beta,2
557,ductal,ductal,2
558,alpha,alpha,2
559,alpha,alpha,2
560,not applicable,not applicable,2
561,gamma,gamma,2
562,mast,unclassified endocrine,2
563,ductal,ductal,2
564,alpha,alpha,2
565,alpha,alpha,2
566,ductal,ductal,2
567,alpha,alpha,2
568,gamma,gamma,2
569,not applicable,not applicable,2
570,ductal,ductal,2
571,ductal,ductal,2
572,ductal,ductal,2
573,alpha,alpha,2
574,acinar,acinar,2
575,not applicable,not applicable,2
576,ductal,ductal,2
577,ductal,ductal,2
578,alpha,alpha,2
579,not applicable,not applicable,2
580,delta,delta,2
581,ductal,ductal,2
582,acinar,acinar,2
583,PSC,PSC,2
584,alpha,alpha,2
585,alpha,alpha,2
586,ductal,ductal,2
587,ductal,ductal,2
588,ductal,ductal,2
589,ductal,ductal,2
590,ductal,ductal,2
591,alpha,alpha,2
592,alpha,alpha,2
593,acinar,acinar,2
594,acinar,acinar,2
595,not applicable,not applicable,2
596,not applicable,not applicable,2
597,ductal,ductal,2
598,acinar,acinar,2
599,alpha,alpha,2
600,ductal,ductal,2
601,delta,delta,2
602,PSC,PSC,2
603,ductal,ductal,2
604,unclassified,not applicable,2
605,not applicable,not applicable,2
606,not applicable,not applicable,2
607,alpha,not applicable,2
608,alpha,alpha,2
609,beta,beta,2
610,ductal,ductal,2
611,ductal,ductal,2
612,acinar,acinar,2
613,ductal,ductal,2
614,not applicable,not applicable,2
615,ductal,ductal,2
616,ductal,ductal,2
617,PSC,PSC,2
618,not applicable,not applicable,2
619,ductal,ductal,2
620,not applicable,not applicable,2
621,ductal,ductal,2
622,alpha,alpha,2
623,beta,beta,2
624,alpha,alpha,2
625,beta,beta,2
626,alpha,alpha,2
627,alpha,alpha,2
628,not applicable,not applicable,2
629,ductal,ductal,2
630,not applicable,not applicable,2
631,ductal,ductal,2
632,alpha,alpha,2
633,not applicable,not applicable,2
634,ductal,ductal,2
635,ductal,not applicable,2
636,acinar,acinar,2
637,not applicable,not applicable,2
638,alpha,alpha,2
639,beta,beta,2
640,delta,delta,2
641,gamma,gamma,2
642,alpha,alpha,2
643,alpha,alpha,2
644,not applicable,not applicable,2
645,beta,beta,2
646,ductal,ductal,2
647,alpha,alpha,2
648,MHC class II,MHC class II,2
649,alpha,alpha,2
650,delta,delta,2
651,ductal,ductal,2
652,beta,beta,2
653,not applicable,not applicable,2
654,gamma,gamma,2
655,not applicable,not applicable,2
656,co-expression,co-expression,2
657,alpha,alpha,2
658,acinar,acinar,2
659,ductal,ductal,2
660,alpha,alpha,2
661,delta,delta,2
662,beta,beta,2
663,PSC,PSC,2
664,ductal,ductal,2
665,alpha,alpha,2
666,ductal,ductal,2
667,alpha,alpha,2
668,delta,delta,2
669,alpha,alpha,2
670,alpha,alpha,2
671,alpha,alpha,2
672,gamma,gamma,2
673,beta,beta,2
674,alpha,alpha,2
675,not applicable,not applicable,2
676,beta,beta,2
677,not applicable,not applicable,2
678,alpha,alpha,2
679,delta,delta,2
680,co-expression,co-expression,2
681,not applicable,not applicable,2
682,not applicable,not applicable,2
683,beta,beta,2
684,delta,delta,2
685,gamma,gamma,2
686,alpha,alpha,2
687,not applicable,not applicable,2
688,ductal,ductal,2
689,not applicable,not applicable,2
690,beta,beta,2
691,alpha,alpha,2
692,delta,delta,2
693,gamma,gamma,2
694,gamma,gamma,2
695,beta,beta,2
696,not applicable,not applicable,2
697,not applicable,not applicable,2
698,alpha,alpha,2
699,PSC,PSC,2
700,beta,beta,2
701,alpha,alpha,2
702,beta,beta,2
0,delta,delta,3
1,alpha,alpha,3
2,beta,beta,3
3,co-expression,co-expression,3
4,alpha,alpha,3
5,beta,beta,3
6,alpha,alpha,3
7,not applicable,not applicable,3
8,not applicable,not applicable,3
9,alpha,alpha,3
10,not applicable,unclassified endocrine,3
11,alpha,alpha,3
12,gamma,gamma,3
13,delta,co-expression,3
14,not applicable,not applicable,3
15,acinar,acinar,3
16,not applicable,not applicable,3
17,unclassified endocrine,not applicable,3
18,alpha,alpha,3
19,not applicable,unclassified endocrine,3
20,not applicable,not applicable,3
21,alpha,alpha,3
22,not applicable,not applicable,3
23,alpha,alpha,3
24,delta,unclassified endocrine,3
25,beta,beta,3
26,beta,beta,3
27,not applicable,not applicable,3
28,not applicable,not applicable,3
29,beta,beta,3
30,alpha,alpha,3
31,not applicable,not applicable,3
32,not applicable,not applicable,3
33,delta,delta,3
34,beta,beta,3
35,beta,beta,3
36,acinar,acinar,3
37,not applicable,not applicable,3
38,beta,beta,3
39,alpha,alpha,3
40,alpha,alpha,3
41,not applicable,not applicable,3
42,delta,delta,3
43,unclassified endocrine,gamma,3
44,alpha,alpha,3
45,alpha,alpha,3
46,ductal,ductal,3
47,beta,beta,3
48,beta,beta,3
49,beta,beta,3
50,alpha,alpha,3
51,beta,beta,3
52,gamma,gamma,3
53,PSC,PSC,3
54,alpha,alpha,3
55,alpha,alpha,3
56,not applicable,not applicable,3
57,alpha,alpha,3
58,beta,beta,3
59,gamma,gamma,3
60,beta,beta,3
61,alpha,alpha,3
62,ductal,ductal,3
63,alpha,alpha,3
64,ductal,ductal,3
65,alpha,not applicable,3
66,mast,mast,3
67,not applicable,unclassified endocrine,3
68,not applicable,unclassified endocrine,3
69,alpha,alpha,3
70,alpha,alpha,3
71,alpha,alpha,3
72,alpha,alpha,3
73,alpha,alpha,3
74,not applicable,not applicable,3
75,alpha,alpha,3
76,beta,beta,3
77,acinar,acinar,3
78,alpha,alpha,3
79,alpha,alpha,3
80,alpha,alpha,3
81,beta,beta,3
82,alpha,alpha,3
83,not applicable,not applicable,3
84,alpha,alpha,3
85,not applicable,not applicable,3
86,gamma,gamma,3
87,alpha,alpha,3
88,unclassified endocrine,not applicable,3
89,alpha,alpha,3
90,gamma,gamma,3
91,gamma,gamma,3
92,not applicable,not applicable,3
93,endothelial,endothelial,3
94,alpha,alpha,3
95,alpha,alpha,3
96,ductal,not applicable,3
97,delta,delta,3
98,alpha,alpha,3
99,not applicable,not applicable,3
100,gamma,gamma,3
101,alpha,alpha,3
102,gamma,gamma,3
103,not applicable,not applicable,3
104,alpha,alpha,3
105,alpha,alpha,3
106,acinar,acinar,3
107,PSC,PSC,3
108,gamma,gamma,3
109,not applicable,not applicable,3
110,not applicable,not applicable,3
111,not applicable,not applicable,3
112,gamma,gamma,3
113,not applicable,not applicable,3
114,not applicable,not applicable,3
115,ductal,ductal,3
116,not applicable,not applicable,3
117,alpha,alpha,3
118,not applicable,not applicable,3
119,delta,delta,3
120,endothelial,unclassified,3
121,alpha,alpha,3
122,gamma,gamma,3
123,gamma,gamma,3
124,PSC,not applicable,3
125,gamma,gamma,3
126,not applicable,not applicable,3
127,alpha,alpha,3
128,gamma,gamma,3
129,alpha,alpha,3
130,not applicable,not applicable,3
131,alpha,alpha,3
132,alpha,alpha,3
133,not applicable,not applicable,3
134,gamma,gamma,3
135,acinar,acinar,3
136,alpha,alpha,3
137,alpha,alpha,3
138,not applicable,not applicable,3
139,alpha,alpha,3
140,alpha,alpha,3
141,alpha,alpha,3
142,gamma,gamma,3
143,not applicable,not applicable,3
144,alpha,alpha,3
145,not applicable,not applicable,3
146,alpha,alpha,3
147,alpha,alpha,3
148,alpha,alpha,3
149,not applicable,not applicable,3
150,alpha,alpha,3
151,not applicable,not applicable,3
152,gamma,gamma,3
153,delta,delta,3
154,alpha,alpha,3
155,alpha,alpha,3
156,beta,beta,3
157,alpha,alpha,3
158,not applicable,not applicable,3
159,not applicable,not applicable,3
160,gamma,gamma,3
161,not applicable,not applicable,3
162,not applicable,not applicable,3
163,not applicable,not applicable,3
164,alpha,alpha,3
165,PSC,PSC,3
166,delta,delta,3
167,not applicable,not applicable,3
168,gamma,gamma,3
169,not applicable,not applicable,3
170,endothelial,endothelial,3
171,not applicable,not applicable,3
172,not applicable,not applicable,3
173,unclassified endocrine,not applicable,3
174,unclassified endocrine,not applicable,3
175,co-expression,co-expression,3
176,gamma,gamma,3
177,delta,delta,3
178,alpha,epsilon,3
179,not applicable,not applicable,3
180,gamma,gamma,3
181,not applicable,not applicable,3
182,not applicable,not applicable,3
183,alpha,alpha,3
184,endothelial,not applicable,3
185,not applicable,not applicable,3
186,not applicable,unclassified endocrine,3
187,beta,beta,3
188,alpha,alpha,3
189,acinar,beta,3
190,endothelial,endothelial,3
191,beta,beta,3
192,gamma,gamma,3
193,not applicable,not applicable,3
194,alpha,alpha,3
195,unclassified endocrine,not applicable,3
196,not applicable,not applicable,3
197,not applicable,not applicable,3
198,beta,beta,3
199,not applicable,not applicable,3
200,ductal,not applicable,3
201,not applicable,not applicable,3
202,beta,beta,3
203,not applicable,not applicable,3
204,endothelial,endothelial,3
205,not applicable,not applicable,3
206,gamma,gamma,3
207,not applicable,not applicable,3
208,alpha,alpha,3
209,not applicable,not applicable,3
210,not applicable,not applicable,3
211,not applicable,not applicable,3
212,not applicable,not applicable,3
213,not applicable,not applicable,3
214,PSC,PSC,3
215,not applicable,ductal,3
216,alpha,alpha,3
217,alpha,alpha,3
218,alpha,alpha,3
219,alpha,gamma,3
220,not applicable,not applicable,3
221,not applicable,not applicable,3
222,alpha,alpha,3
223,alpha,alpha,3
224,not applicable,not applicable,3
225,alpha,alpha,3
226,gamma,not applicable,3
227,alpha,alpha,3
228,not applicable,not applicable,3
229,ductal,ductal,3
230,beta,beta,3
231,MHC class II,not applicable,3
232,not applicable,not applicable,3
233,not applicable,not applicable,3
234,not applicable,not applicable,3
235,alpha,alpha,3
236,gamma,gamma,3
237,not applicable,not applicable,3
238,alpha,alpha,3
239,not applicable,not applicable,3
240,PSC,PSC,3
241,not applicable,not applicable,3
242,gamma,gamma,3
243,ductal,ductal,3
244,beta,beta,3
245,not applicable,not applicable,3
246,gamma,gamma,3
247,co-expression,beta,3
248,not applicable,not applicable,3
249,not applicable,not applicable,3
250,not applicable,not applicable,3
251,not applicable,not applicable,3
252,not applicable,not applicable,3
253,ductal,ductal,3
254,ductal,ductal,3
255,ductal,not applicable,3
256,unclassified endocrine,unclassified endocrine,3
257,ductal,ductal,3
258,alpha,alpha,3
259,beta,beta,3
260,alpha,alpha,3
261,acinar,acinar,3
262,acinar,acinar,3
263,not applicable,not applicable,3
264,PSC,PSC,3
265,not applicable,not applicable,3
266,not applicable,not applicable,3
267,acinar,acinar,3
268,beta,beta,3
269,alpha,alpha,3
270,not applicable,not applicable,3
271,ductal,ductal,3
272,ductal,not applicable,3
273,acinar,acinar,3
274,not applicable,not applicable,3
275,ductal,ductal,3
276,gamma,gamma,3
277,not applicable,not applicable,3
278,acinar,acinar,3
279,not applicable,not applicable,3
280,not applicable,not applicable,3
281,acinar,not applicable,3
282,acinar,acinar,3
283,ductal,ductal,3
284,beta,beta,3
285,ductal,ductal,3
286,acinar,acinar,3
287,acinar,acinar,3
288,delta,delta,3
289,not applicable,not applicable,3
290,not applicable,not applicable,3
291,gamma,gamma,3
292,alpha,alpha,3
293,acinar,acinar,3
294,acinar,acinar,3
295,gamma,gamma,3
296,ductal,ductal,3
297,acinar,acinar,3
298,ductal,ductal,3
299,beta,beta,3
300,acinar,acinar,3
301,ductal,ductal,3
302,not applicable,not applicable,3
303,beta,beta,3
304,not applicable,not applicable,3
305,acinar,acinar,3
306,ductal,ductal,3
307,ductal,ductal,3
308,acinar,acinar,3
309,ductal,ductal,3
310,ductal,ductal,3
311,alpha,alpha,3
312,not applicable,not applicable,3
313,unclassified endocrine,not applicable,3
314,gamma,gamma,3
315,ductal,acinar,3
316,not applicable,not applicable,3
317,ductal,ductal,3
318,acinar,acinar,3
319,acinar,acinar,3
320,acinar,not applicable,3
321,not applicable,not applicable,3
322,acinar,acinar,3
323,epsilon,alpha,3
324,acinar,not applicable,3
325,not applicable,not applicable,3
326,unclassified endocrine,not applicable,3
327,acinar,acinar,3
328,not applicable,not applicable,3
329,acinar,acinar,3
330,not applicable,not applicable,3
331,acinar,acinar,3
332,alpha,alpha,3
333,ductal,ductal,3
334,not applicable,not applicable,3
335,acinar,not applicable,3
336,not applicable,not applicable,3
337,alpha,alpha,3
338,not applicable,not applicable,3
339,ductal,not applicable,3
340,beta,beta,3
341,beta,not applicable,3
342,acinar,not applicable,3
343,not applicable,not applicable,3
344,alpha,alpha,3
345,not applicable,not applicable,3
346,alpha,alpha,3
347,not applicable,not applicable,3
348,alpha,alpha,3
349,alpha,alpha,3
350,not applicable,not applicable,3
351,alpha,alpha,3
352,not applicable,not applicable,3
353,alpha,alpha,3
354,not applicable,not applicable,3
355,alpha,alpha,3
356,alpha,alpha,3
357,alpha,alpha,3
358,PSC,PSC,3
359,alpha,alpha,3
360,acinar,acinar,3
361,alpha,alpha,3
362,not applicable,not applicable,3
363,not applicable,not applicable,3
364,alpha,alpha,3
365,beta,beta,3
366,alpha,alpha,3
367,alpha,alpha,3
368,not applicable,not applicable,3
369,not applicable,not applicable,3
370,not applicable,not applicable,3
371,alpha,alpha,3
372,not applicable,not applicable,3
373,alpha,alpha,3
374,alpha,alpha,3
375,alpha,alpha,3
376,alpha,alpha,3
377,not applicable,not applicable,3
378,beta,not applicable,3
379,alpha,alpha,3
380,alpha,alpha,3
381,alpha,alpha,3
382,alpha,alpha,3
383,beta,beta,3
384,alpha,alpha,3
385,not applicable,not applicable,3
386,alpha,alpha,3
387,co-expression,co-expression,3
388,not applicable,not applicable,3
389,alpha,not applicable,3
390,alpha,not applicable,3
391,alpha,not applicable,3
392,beta,beta,3
393,alpha,alpha,3
394,alpha,not applicable,3
395,MHC class II,not applicable,3
396,alpha,alpha,3
397,alpha,alpha,3
398,not applicable,not applicable,3
399,beta,beta,3
400,alpha,alpha,3
401,alpha,not applicable,3
402,alpha,alpha,3
403,co-expression,co-expression,3
404,alpha,alpha,3
405,alpha,alpha,3
406,beta,beta,3
407,alpha,alpha,3
408,beta,beta,3
409,not applicable,not applicable,3
410,not applicable,not applicable,3
411,alpha,alpha,3
412,unclassified endocrine,not applicable,3
413,not applicable,not applicable,3
414,gamma,gamma,3
415,not applicable,not applicable,3
416,delta,delta,3
417,ductal,ductal,3
418,ductal,not applicable,3
419,ductal,not applicable,3
420,alpha,not applicable,3
421,alpha,alpha,3
422,alpha,alpha,3
423,alpha,alpha,3
424,acinar,acinar,3
425,alpha,alpha,3
426,ductal,ductal,3
427,alpha,alpha,3
428,beta,beta,3
429,alpha,alpha,3
430,acinar,acinar,3
431,not applicable,ductal,3
432,not applicable,not applicable,3
433,ductal,ductal,3
434,ductal,ductal,3
435,alpha,alpha,3
436,alpha,not applicable,3
437,ductal,ductal,3
438,alpha,alpha,3
439,ductal,ductal,3
440,alpha,alpha,3
441,delta,delta,3
442,alpha,alpha,3
443,alpha,alpha,3
444,not applicable,not applicable,3
445,alpha,alpha,3
446,ductal,not applicable,3
447,ductal,ductal,3
448,alpha,alpha,3
449,ductal,ductal,3
450,ductal,ductal,3
451,ductal,ductal,3
452,not applicable,not applicable,3
453,alpha,alpha,3
454,alpha,alpha,3
455,not applicable,not applicable,3
456,alpha,alpha,3
457,not applicable,not applicable,3
458,not applicable,not applicable,3
459,alpha,alpha,3
460,alpha,alpha,3
461,unclassified endocrine,not applicable,3
462,not applicable,not applicable,3
463,not applicable,not applicable,3
464,ductal,ductal,3
465,alpha,alpha,3
466,acinar,acinar,3
467,not applicable,not applicable,3
468,not applicable,not applicable,3
469,not applicable,not applicable,3
470,ductal,ductal,3
471,alpha,alpha,3
472,not applicable,not applicable,3
473,not applicable,not applicable,3
474,not applicable,not applicable,3
475,not applicable,not applicable,3
476,not applicable,not applicable,3
477,not applicable,not applicable,3
478,alpha,not applicable,3
479,alpha,alpha,3
480,ductal,ductal,3
481,alpha,not applicable,3
482,PSC,not applicable,3
483,acinar,acinar,3
484,ductal,ductal,3
485,not applicable,not applicable,3
486,ductal,not applicable,3
487,ductal,not applicable,3
488,alpha,not applicable,3
489,ductal,not applicable,3
490,not applicable,not applicable,3
491,not applicable,not applicable,3
492,beta,beta,3
493,not applicable,not applicable,3
494,alpha,alpha,3
495,not applicable,not applicable,3
496,not applicable,not applicable,3
497,not applicable,not applicable,3
498,delta,delta,3
499,not applicable,not applicable,3
500,not applicable,not applicable,3
501,not applicable,not applicable,3
502,alpha,not applicable,3
503,not applicable,not applicable,3
504,ductal,not applicable,3
505,ductal,ductal,3
506,ductal,not applicable,3
507,alpha,not applicable,3
508,alpha,not applicable,3
509,alpha,alpha,3
510,alpha,alpha,3
511,alpha,not applicable,3
512,ductal,not applicable,3
513,beta,beta,3
514,not applicable,not applicable,3
515,not applicable,not applicable,3
516,not applicable,not applicable,3
517,not applicable,not applicable,3
518,ductal,ductal,3
519,alpha,alpha,3
520,alpha,alpha,3
521,not applicable,alpha,3
522,beta,not applicable,3
523,not applicable,not applicable,3
524,not applicable,not applicable,3
525,not applicable,not applicable,3
526,alpha,alpha,3
527,not applicable,not applicable,3
528,not applicable,not applicable,3
529,not applicable,not applicable,3
530,not applicable,not applicable,3
531,not applicable,not applicable,3
532,alpha,alpha,3
533,unclassified endocrine,not applicable,3
534,ductal,not applicable,3
535,not applicable,not applicable,3
536,not applicable,not applicable,3
537,not applicable,not applicable,3
538,not applicable,not applicable,3
539,alpha,alpha,3
540,beta,not applicable,3
541,alpha,alpha,3
542,beta,beta,3
543,alpha,not applicable,3
544,not applicable,not applicable,3
545,not applicable,not applicable,3
546,not applicable,not applicable,3
547,PSC,PSC,3
548,not applicable,not applicable,3
549,not applicable,ductal,3
550,not applicable,not applicable,3
551,ductal,ductal,3
552,gamma,gamma,3
553,ductal,ductal,3
554,ductal,ductal,3
555,alpha,alpha,3
556,alpha,alpha,3
557,alpha,alpha,3
558,gamma,gamma,3
559,not applicable,not applicable,3
560,ductal,ductal,3
561,ductal,ductal,3
562,not applicable,not applicable,3
563,acinar,acinar,3
564,ductal,ductal,3
565,ductal,ductal,3
566,ductal,ductal,3
567,ductal,not applicable,3
568,ductal,ductal,3
569,not applicable,not applicable,3
570,ductal,ductal,3
571,not applicable,not applicable,3
572,acinar,acinar,3
573,ductal,not applicable,3
574,ductal,not applicable,3
575,not applicable,not applicable,3
576,not applicable,not applicable,3
577,not applicable,not applicable,3
578,not applicable,not applicable,3
579,ductal,ductal,3
580,PSC,PSC,3
581,acinar,acinar,3
582,not applicable,not applicable,3
583,unclassified endocrine,not applicable,3
584,not applicable,not applicable,3
585,beta,beta,3
586,ductal,ductal,3
587,alpha,alpha,3
588,not applicable,not applicable,3
589,not applicable,not applicable,3
590,ductal,ductal,3
591,MHC class II,MHC class II,3
592,alpha,alpha,3
593,ductal,ductal,3
594,ductal,ductal,3
595,alpha,alpha,3
596,not applicable,not applicable,3
597,acinar,acinar,3
598,not applicable,not applicable,3
599,not applicable,not applicable,3
600,ductal,ductal,3
601,ductal,ductal,3
602,not applicable,not applicable,3
603,not applicable,not applicable,3
604,ductal,ductal,3
605,alpha,alpha,3
606,ductal,ductal,3
607,MHC class II,not applicable,3
608,ductal,ductal,3
609,ductal,ductal,3
610,beta,co-expression,3
611,acinar,acinar,3
612,not applicable,not applicable,3
613,not applicable,unclassified endocrine,3
614,alpha,alpha,3
615,alpha,alpha,3
616,ductal,ductal,3
617,not applicable,not applicable,3
618,ductal,ductal,3
619,delta,delta,3
620,PSC,PSC,3
621,alpha,alpha,3
622,ductal,ductal,3
623,alpha,alpha,3
624,gamma,gamma,3
625,ductal,ductal,3
626,beta,co-expression,3
627,alpha,alpha,3
628,alpha,alpha,3
629,not applicable,not applicable,3
630,ductal,ductal,3
631,ductal,ductal,3
632,delta,delta,3
633,not applicable,not applicable,3
634,beta,beta,3
635,delta,delta,3
636,ductal,ductal,3
637,not applicable,not applicable,3
638,not applicable,not applicable,3
639,ductal,ductal,3
640,not applicable,not applicable,3
641,delta,delta,3
642,delta,delta,3
643,gamma,gamma,3
644,ductal,ductal,3
645,not applicable,not applicable,3
646,acinar,ductal,3
647,alpha,alpha,3
648,beta,beta,3
649,gamma,gamma,3
650,not applicable,not applicable,3
651,alpha,alpha,3
652,not applicable,not applicable,3
653,ductal,ductal,3
654,delta,delta,3
655,not applicable,not applicable,3
656,alpha,alpha,3
657,beta,beta,3
658,ductal,ductal,3
659,ductal,ductal,3
660,delta,delta,3
661,beta,beta,3
662,alpha,alpha,3
663,delta,delta,3
664,not applicable,not applicable,3
665,alpha,alpha,3
666,ductal,ductal,3
667,alpha,alpha,3
668,not applicable,not applicable,3
669,alpha,alpha,3
670,alpha,alpha,3
671,beta,beta,3
672,not applicable,not applicable,3
673,alpha,alpha,3
674,gamma,gamma,3
675,beta,beta,3
676,not applicable,not applicable,3
677,beta,beta,3
678,alpha,alpha,3
679,not applicable,not applicable,3
680,alpha,alpha,3
681,acinar,acinar,3
682,co-expression,co-expression,3
683,alpha,alpha,3
684,ductal,ductal,3
685,not applicable,not applicable,3
686,alpha,alpha,3
687,alpha,alpha,3
688,alpha,alpha,3
689,beta,beta,3
690,beta,beta,3
691,ductal,ductal,3
692,alpha,alpha,3
693,delta,delta,3
694,beta,beta,3
695,delta,delta,3
696,beta,beta,3
697,beta,beta,3
698,alpha,alpha,3
699,alpha,alpha,3
700,alpha,alpha,3
701,alpha,alpha,3
702,delta,delta,3
0,delta,delta,4
1,not applicable,not applicable,4
2,alpha,alpha,4
3,alpha,alpha,4
4,unclassified endocrine,not applicable,4
5,unclassified endocrine,not applicable,4
6,gamma,gamma,4
7,alpha,alpha,4
8,alpha,alpha,4
9,unclassified endocrine,not applicable,4
10,beta,beta,4
11,not applicable,not applicable,4
12,acinar,acinar,4
13,alpha,alpha,4
14,not applicable,not applicable,4
15,alpha,alpha,4
16,alpha,alpha,4
17,endothelial,endothelial,4
18,alpha,alpha,4
19,alpha,alpha,4
20,not applicable,not applicable,4
21,delta,delta,4
22,delta,delta,4
23,not applicable,not applicable,4
24,gamma,gamma,4
25,gamma,gamma,4
26,alpha,alpha,4
27,beta,beta,4
28,alpha,alpha,4
29,delta,delta,4
30,acinar,acinar,4
31,ductal,ductal,4
32,unclassified endocrine,unclassified endocrine,4
33,unclassified endocrine,unclassified endocrine,4
34,not applicable,not applicable,4
35,acinar,acinar,4
36,beta,beta,4
37,beta,delta,4
38,ductal,ductal,4
39,not applicable,not applicable,4
40,not applicable,unclassified endocrine,4
41,alpha,alpha,4
42,alpha,alpha,4
43,delta,beta,4
44,not applicable,not applicable,4
45,not applicable,not applicable,4
46,gamma,gamma,4
47,beta,beta,4
48,not applicable,not applicable,4
49,not applicable,not applicable,4
50,not applicable,not applicable,4
51,gamma,gamma,4
52,alpha,gamma,4
53,not applicable,not applicable,4
54,not applicable,not applicable,4
55,not applicable,unclassified endocrine,4
56,delta,delta,4
57,beta,beta,4
58,alpha,alpha,4
59,mast,ductal,4
60,beta,beta,4
61,alpha,alpha,4
62,not applicable,not applicable,4
63,acinar,acinar,4
64,ductal,ductal,4
65,beta,beta,4
66,alpha,alpha,4
67,alpha,alpha,4
68,alpha,gamma,4
69,not applicable,unclassified endocrine,4
70,unclassified endocrine,not applicable,4
71,alpha,alpha,4
72,alpha,alpha,4
73,not applicable,ductal,4
74,alpha,alpha,4
75,alpha,alpha,4
76,alpha,alpha,4
77,alpha,alpha,4
78,beta,beta,4
79,not applicable,not applicable,4
80,alpha,not applicable,4
81,acinar,acinar,4
82,alpha,gamma,4
83,not applicable,not applicable,4
84,not applicable,alpha,4
85,beta,not applicable,4
86,alpha,alpha,4
87,alpha,alpha,4
88,alpha,alpha,4
89,alpha,alpha,4
90,delta,delta,4
91,not applicable,not applicable,4
92,alpha,alpha,4
93,gamma,gamma,4
94,not applicable,not applicable,4
95,gamma,gamma,4
96,alpha,alpha,4
97,alpha,alpha,4
98,beta,beta,4
99,alpha,alpha,4
100,alpha,alpha,4
101,not applicable,not applicable,4
102,alpha,alpha,4
103,not applicable,not applicable,4
