,pred,true_label,fold
2484,Hepatocyte_6,Hepatocyte_6,2
2485,Hepatocyte_2,Hepatocyte_2,2
2486,Hepatocyte_1,Hepatocyte_1,2
2487,Periportal_LSECs,Periportal_LSECs,2
2488,Hepatocyte_1,Hepatocyte_1,2
2489,Periportal_LSECs,Periportal_LSECs,2
2490,Hepatocyte_2,Hepatocyte_2,2
2491,Hepatocyte_2,Hepatocyte_2,2
2492,Hepatocyte_2,Hepatocyte_2,2
2493,Hepatocyte_1,Hepatocyte_1,2
2494,Hepatocyte_1,Hepatocyte_1,2
2495,Hepatocyte_4,Hepatocyte_4,2
2496,Hepatocyte_6,Hepatocyte_6,2
2497,Hepatocyte_4,Hepatocyte_4,2
2498,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2499,Hepatocyte_2,Hepatocyte_4,2
2500,Periportal_LSECs,Periportal_LSECs,2
2501,Hepatocyte_4,Hepatocyte_4,2
2502,Hepatocyte_2,Hepatocyte_2,2
2503,Hepatocyte_2,Hepatocyte_4,2
2504,Hepatocyte_1,Hepatocyte_1,2
2505,Hepatocyte_4,Hepatocyte_4,2
2506,Hepatocyte_2,Hepatocyte_2,2
2507,Hepatocyte_2,Hepatocyte_2,2
2508,Hepatocyte_2,Hepatocyte_2,2
2509,Hepatocyte_4,Hepatocyte_4,2
2510,Hepatocyte_1,Hepatocyte_1,2
2511,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2512,Hepatocyte_2,Hepatocyte_2,2
2513,Hepatocyte_1,Hepatocyte_1,2
2514,Hepatocyte_1,Hepatocyte_1,2
2515,Hepatocyte_2,Hepatocyte_2,2
2516,Hepatocyte_4,Hepatocyte_4,2
2517,Hepatocyte_1,Hepatocyte_1,2
2518,Hepatocyte_1,Hepatocyte_1,2
2519,Hepatocyte_4,Hepatocyte_4,2
2520,Hepatocyte_1,Hepatocyte_1,2
2521,Hepatocyte_2,Hepatocyte_2,2
2522,Hepatocyte_1,Hepatocyte_1,2
2523,Hepatocyte_2,Hepatocyte_2,2
2524,Erythroid_Cells,Erythroid_Cells,2
2525,Hepatocyte_1,Hepatocyte_1,2
2526,Hepatocyte_1,Hepatocyte_1,2
2527,Hepatocyte_4,Hepatocyte_4,2
2528,Hepatocyte_1,Hepatocyte_1,2
2529,Hepatocyte_2,Hepatocyte_2,2
2530,Hepatocyte_1,Hepatocyte_1,2
2531,Periportal_LSECs,Periportal_LSECs,2
2532,Hepatocyte_1,Hepatocyte_1,2
2533,Hepatocyte_2,Hepatocyte_2,2
2534,Hepatocyte_2,Hepatocyte_2,2
2535,Hepatocyte_4,Hepatocyte_4,2
2536,Hepatocyte_4,Hepatocyte_4,2
2537,Hepatocyte_6,Hepatocyte_6,2
2538,Hepatocyte_4,Hepatocyte_4,2
2539,Hepatocyte_2,Hepatocyte_2,2
2540,Hepatocyte_1,Hepatocyte_1,2
2541,Hepatocyte_1,Hepatocyte_1,2
2542,Hepatocyte_1,Hepatocyte_1,2
2543,Plasma_Cells,Plasma_Cells,2
2544,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2545,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2546,Hepatocyte_1,Hepatocyte_1,2
2547,Hepatocyte_2,Hepatocyte_2,2
2548,Hepatocyte_1,Hepatocyte_1,2
2549,Hepatocyte_4,Hepatocyte_4,2
2550,Hepatocyte_4,Hepatocyte_4,2
2551,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2552,Hepatocyte_2,Hepatocyte_2,2
2553,Hepatocyte_1,Hepatocyte_1,2
2554,Hepatocyte_2,Hepatocyte_2,2
2555,Periportal_LSECs,Periportal_LSECs,2
2556,Cholangiocytes,Cholangiocytes,2
2557,Hepatocyte_2,Hepatocyte_2,2
2558,Hepatocyte_6,Hepatocyte_6,2
2559,Hepatocyte_2,Hepatocyte_4,2
2560,Hepatocyte_4,Hepatocyte_2,2
2561,Hepatocyte_1,Hepatocyte_1,2
2562,Hepatocyte_4,Hepatocyte_4,2
2563,Hepatocyte_4,Hepatocyte_4,2
2564,Hepatocyte_2,Hepatocyte_2,2
2565,Hepatocyte_4,Hepatocyte_4,2
2566,Hepatocyte_1,Hepatocyte_1,2
2567,Central_venous_LSECs,Central_venous_LSECs,2
2568,Hepatocyte_1,Hepatocyte_1,2
2569,Hepatocyte_1,Hepatocyte_1,2
2570,Hepatocyte_4,Hepatocyte_4,2
2571,Hepatocyte_6,Hepatocyte_6,2
2572,Hepatocyte_1,Hepatocyte_2,2
2573,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2574,Hepatocyte_2,Hepatocyte_2,2
2575,Hepatocyte_4,Hepatocyte_1,2
2576,Hepatocyte_1,Hepatocyte_1,2
2577,Hepatocyte_1,Hepatocyte_1,2
2578,Hepatocyte_1,Hepatocyte_1,2
2579,Hepatocyte_1,Hepatocyte_1,2
2580,Hepatocyte_1,Hepatocyte_1,2
2581,Hepatocyte_2,Hepatocyte_2,2
2582,Hepatocyte_2,Hepatocyte_2,2
2583,Hepatocyte_4,Hepatocyte_4,2
2584,Hepatocyte_4,Hepatocyte_4,2
2585,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2586,Hepatocyte_2,Hepatocyte_2,2
2587,Hepatocyte_4,Hepatocyte_4,2
2588,Hepatocyte_1,Hepatocyte_1,2
2589,Hepatocyte_4,Hepatocyte_4,2
2590,Hepatocyte_1,Hepatocyte_4,2
2591,Hepatocyte_2,Hepatocyte_2,2
2592,Hepatocyte_1,Hepatocyte_1,2
2593,Hepatocyte_1,Hepatocyte_1,2
2594,Hepatocyte_1,Hepatocyte_1,2
2595,Hepatocyte_6,Hepatocyte_1,2
2596,Hepatocyte_1,Hepatocyte_1,2
2597,Hepatocyte_1,Hepatocyte_2,2
2598,Hepatocyte_2,Hepatocyte_2,2
2599,Hepatocyte_2,Hepatocyte_2,2
2600,Hepatocyte_1,Hepatocyte_1,2
2601,Hepatocyte_6,Hepatocyte_1,2
2602,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2603,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2604,Hepatocyte_4,Hepatocyte_4,2
2605,Hepatocyte_2,Hepatocyte_2,2
2606,Hepatocyte_2,Hepatocyte_2,2
2607,Hepatocyte_2,Hepatocyte_2,2
2608,Hepatocyte_6,Hepatocyte_1,2
2609,Hepatocyte_1,Hepatocyte_1,2
2610,Hepatocyte_1,Hepatocyte_1,2
2611,Hepatocyte_2,Hepatocyte_1,2
2612,Hepatocyte_1,Hepatocyte_1,2
2613,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2614,Hepatocyte_6,Hepatocyte_6,2
2615,Hepatocyte_2,Hepatocyte_2,2
2616,Hepatocyte_1,Hepatocyte_1,2
2617,Hepatocyte_1,Hepatocyte_1,2
2618,Hepatocyte_4,Hepatocyte_1,2
2619,Hepatocyte_2,Hepatocyte_2,2
2620,Hepatocyte_2,Hepatocyte_2,2
2621,Hepatocyte_1,Hepatocyte_1,2
2622,Hepatocyte_2,Hepatocyte_2,2
2623,Hepatocyte_2,Hepatocyte_2,2
2624,Hepatocyte_2,Hepatocyte_2,2
2625,Hepatocyte_4,Hepatocyte_4,2
2626,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2627,Hepatocyte_1,Hepatocyte_1,2
2628,Hepatocyte_6,Hepatocyte_6,2
2629,Hepatocyte_6,Hepatocyte_6,2
2630,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2631,Hepatocyte_4,Hepatocyte_4,2
2632,Hepatocyte_1,Hepatocyte_1,2
2633,Hepatocyte_1,Hepatocyte_1,2
2634,Cholangiocytes,Cholangiocytes,2
2635,Hepatocyte_2,Hepatocyte_2,2
2636,Hepatocyte_4,Hepatocyte_4,2
2637,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2638,Hepatocyte_1,Hepatocyte_1,2
2639,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2640,Hepatocyte_2,Hepatocyte_2,2
2641,Hepatocyte_2,Hepatocyte_2,2
2642,Hepatocyte_1,Hepatocyte_1,2
2643,Hepatocyte_2,Hepatocyte_2,2
2644,Hepatocyte_1,Hepatocyte_1,2
2645,Hepatocyte_4,Hepatocyte_4,2
2646,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2647,Hepatocyte_2,Hepatocyte_2,2
2648,Cholangiocytes,Cholangiocytes,2
2649,Hepatocyte_6,Hepatocyte_6,2
2650,Hepatocyte_1,Hepatocyte_1,2
2651,Hepatocyte_1,Hepatocyte_1,2
2652,Hepatocyte_2,Hepatocyte_2,2
2653,Hepatocyte_4,Hepatocyte_4,2
2654,Hepatocyte_1,Hepatocyte_1,2
2655,Hepatocyte_6,Hepatocyte_6,2
2656,Hepatocyte_1,Hepatocyte_1,2
2657,Hepatocyte_2,Hepatocyte_2,2
2658,Hepatocyte_2,Hepatocyte_1,2
2659,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2660,Hepatocyte_4,Hepatocyte_4,2
2661,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2662,Hepatocyte_2,Hepatocyte_2,2
2663,Hepatocyte_2,Hepatocyte_2,2
2664,Hepatocyte_2,Hepatocyte_2,2
2665,Hepatocyte_1,Hepatocyte_1,2
2666,Hepatocyte_2,Hepatocyte_4,2
2667,Hepatocyte_2,Hepatocyte_2,2
2668,Hepatocyte_2,Hepatocyte_2,2
2669,Hepatocyte_2,Hepatocyte_2,2
2670,Hepatocyte_2,Hepatocyte_2,2
2671,Hepatocyte_2,Hepatocyte_4,2
2672,Hepatocyte_2,Hepatocyte_2,2
2673,Hepatocyte_1,Hepatocyte_1,2
2674,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2675,Hepatocyte_2,Hepatocyte_2,2
2676,Hepatocyte_1,Hepatocyte_1,2
2677,Hepatocyte_1,Hepatocyte_1,2
2678,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2679,Hepatocyte_2,Hepatocyte_2,2
2680,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2681,Hepatocyte_4,Hepatocyte_4,2
2682,Hepatocyte_1,Hepatocyte_1,2
2683,Hepatocyte_1,Hepatocyte_1,2
2684,Hepatocyte_6,Hepatocyte_6,2
2685,Hepatocyte_1,Hepatocyte_4,2
2686,Hepatocyte_1,Hepatocyte_1,2
2687,Hepatocyte_2,Hepatocyte_4,2
2688,Hepatocyte_4,Hepatocyte_4,2
2689,Hepatocyte_2,Hepatocyte_2,2
2690,Hepatocyte_2,Hepatocyte_2,2
2691,Hepatocyte_1,Hepatocyte_1,2
2692,Hepatocyte_1,Hepatocyte_1,2
2693,Cholangiocytes,Cholangiocytes,2
2694,Hepatocyte_2,Hepatocyte_2,2
2695,Hepatocyte_1,Hepatocyte_1,2
2696,Hepatocyte_1,Hepatocyte_1,2
2697,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2698,Hepatocyte_1,Hepatocyte_1,2
2699,Hepatocyte_2,Hepatocyte_2,2
2700,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2701,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2702,Hepatocyte_1,Hepatocyte_1,2
2703,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2704,Hepatocyte_1,Hepatocyte_1,2
2705,Hepatocyte_1,Hepatocyte_1,2
2706,Hepatocyte_4,Hepatocyte_4,2
2707,Hepatocyte_1,Hepatocyte_1,2
2708,Hepatocyte_6,Hepatocyte_6,2
2709,Hepatocyte_1,Hepatocyte_1,2
2710,Hepatocyte_1,Hepatocyte_1,2
2711,Hepatocyte_1,Hepatocyte_1,2
2712,Hepatocyte_1,Hepatocyte_1,2
2713,Hepatocyte_2,Hepatocyte_2,2
2714,Hepatocyte_1,Hepatocyte_1,2
2715,Hepatocyte_2,Hepatocyte_2,2
2716,Hepatocyte_2,Hepatocyte_2,2
2717,Hepatocyte_1,Hepatocyte_1,2
2718,Hepatocyte_4,Hepatocyte_4,2
2719,Hepatocyte_4,Hepatocyte_4,2
2720,Hepatocyte_2,Hepatocyte_2,2
2721,Hepatocyte_1,Hepatocyte_1,2
2722,Hepatocyte_2,Hepatocyte_1,2
2723,Hepatocyte_2,Hepatocyte_2,2
2724,Hepatocyte_1,Hepatocyte_2,2
2725,Hepatocyte_2,Hepatocyte_2,2
2726,Hepatocyte_2,Hepatocyte_2,2
2727,Hepatocyte_4,Hepatocyte_4,2
2728,Hepatocyte_2,Hepatocyte_2,2
2729,Hepatocyte_4,Hepatocyte_2,2
2730,Hepatocyte_1,Hepatocyte_1,2
2731,Hepatocyte_1,Hepatocyte_1,2
2732,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2733,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2734,Hepatocyte_6,Hepatocyte_6,2
2735,Hepatocyte_1,Hepatocyte_1,2
2736,Hepatocyte_2,Hepatocyte_1,2
2737,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2738,Hepatocyte_4,Hepatocyte_4,2
2739,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2740,Hepatocyte_4,Hepatocyte_4,2
2741,Hepatocyte_2,Hepatocyte_2,2
2742,Periportal_LSECs,Periportal_LSECs,2
2743,Hepatocyte_4,Hepatocyte_4,2
2744,Hepatocyte_4,Hepatocyte_4,2
2745,Hepatocyte_2,Hepatocyte_2,2
2746,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2747,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2748,Hepatocyte_1,Hepatocyte_1,2
2749,Hepatocyte_4,Hepatocyte_4,2
2750,Hepatocyte_2,Hepatocyte_2,2
2751,Hepatocyte_2,Hepatocyte_2,2
2752,Hepatocyte_4,Hepatocyte_4,2
2753,Hepatocyte_2,Hepatocyte_2,2
2754,Hepatocyte_4,Hepatocyte_4,2
2755,Hepatocyte_2,Hepatocyte_2,2
2756,Plasma_Cells,Plasma_Cells,2
2757,Hepatocyte_1,Hepatocyte_1,2
2758,Hepatocyte_1,Hepatocyte_1,2
2759,Hepatocyte_1,Hepatocyte_1,2
2760,Hepatocyte_1,Hepatocyte_6,2
2761,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2762,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2763,Hepatocyte_2,Hepatocyte_2,2
2764,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2765,Non-inflammatory_Macrophage,Inflammatory_Macrophage,2
2766,Hepatocyte_4,Hepatocyte_1,2
2767,Hepatocyte_2,Hepatocyte_2,2
2768,Hepatocyte_2,Hepatocyte_2,2
2769,Hepatocyte_1,Hepatocyte_1,2
2770,Hepatocyte_2,Hepatocyte_2,2
2771,Hepatocyte_1,Hepatocyte_1,2
2772,alpha-beta_T_Cells,Periportal_LSECs,2
2773,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2774,Periportal_LSECs,Periportal_LSECs,2
2775,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2776,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2777,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2778,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2779,NK-like_Cells,NK-like_Cells,2
2780,NK-like_Cells,NK-like_Cells,2
2781,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2782,Plasma_Cells,Plasma_Cells,2
2783,NK-like_Cells,NK-like_Cells,2
2784,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2785,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2786,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2787,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2788,Mature_B_Cells,Mature_B_Cells,2
2789,NK-like_Cells,NK-like_Cells,2
2790,Erythroid_Cells,Erythroid_Cells,2
2791,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2792,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2793,Central_venous_LSECs,Central_venous_LSECs,2
2794,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2795,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2796,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2797,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2798,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2799,NK-like_Cells,NK-like_Cells,2
2800,Plasma_Cells,Plasma_Cells,2
2801,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2802,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2803,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2804,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2805,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2806,NK-like_Cells,NK-like_Cells,2
2807,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2808,Central_venous_LSECs,Central_venous_LSECs,2
2809,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2810,Plasma_Cells,Plasma_Cells,2
2811,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2812,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2813,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2814,Hepatocyte_1,Hepatocyte_5,2
2815,Periportal_LSECs,Periportal_LSECs,2
2816,Plasma_Cells,Plasma_Cells,2
2817,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2818,NK-like_Cells,NK-like_Cells,2
2819,Plasma_Cells,Plasma_Cells,2
2820,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2821,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2822,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2823,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2824,NK-like_Cells,NK-like_Cells,2
2825,Plasma_Cells,Plasma_Cells,2
2826,Mature_B_Cells,Mature_B_Cells,2
2827,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2828,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2829,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2830,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2831,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2832,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2833,NK-like_Cells,NK-like_Cells,2
2834,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2835,NK-like_Cells,NK-like_Cells,2
2836,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2837,Hepatic_Stellate_Cells,Hepatic_Stellate_Cells,2
2838,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2839,Plasma_Cells,Plasma_Cells,2
2840,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2841,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2842,NK-like_Cells,NK-like_Cells,2
2843,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2844,Periportal_LSECs,Periportal_LSECs,2
2845,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2846,NK-like_Cells,NK-like_Cells,2
2847,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2848,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2849,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2850,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2851,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2852,Periportal_LSECs,Periportal_LSECs,2
2853,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2854,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2855,NK-like_Cells,NK-like_Cells,2
2856,Central_venous_LSECs,Central_venous_LSECs,2
2857,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2858,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2859,NK-like_Cells,NK-like_Cells,2
2860,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2861,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2862,NK-like_Cells,NK-like_Cells,2
2863,Erythroid_Cells,Erythroid_Cells,2
2864,Plasma_Cells,Plasma_Cells,2
2865,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2866,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2867,Periportal_LSECs,Periportal_LSECs,2
2868,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2869,Plasma_Cells,Plasma_Cells,2
2870,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2871,Erythroid_Cells,Erythroid_Cells,2
2872,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2873,Erythroid_Cells,Erythroid_Cells,2
2874,Hepatocyte_6,Hepatocyte_6,2
2875,NK-like_Cells,NK-like_Cells,2
2876,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2877,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2878,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2879,Hepatic_Stellate_Cells,Hepatic_Stellate_Cells,2
2880,Inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2881,Cholangiocytes,Cholangiocytes,2
2882,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2883,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2884,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2885,NK-like_Cells,NK-like_Cells,2
2886,NK-like_Cells,NK-like_Cells,2
2887,Hepatocyte_6,Hepatocyte_6,2
2888,Plasma_Cells,Plasma_Cells,2
2889,NK-like_Cells,NK-like_Cells,2
2890,Periportal_LSECs,Periportal_LSECs,2
2891,NK-like_Cells,NK-like_Cells,2
2892,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2893,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2894,NK-like_Cells,NK-like_Cells,2
2895,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2896,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2897,Periportal_LSECs,Periportal_LSECs,2
2898,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2899,Plasma_Cells,Plasma_Cells,2
2900,Hepatocyte_5,Hepatocyte_5,2
2901,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2902,NK-like_Cells,NK-like_Cells,2
2903,NK-like_Cells,NK-like_Cells,2
2904,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2905,NK-like_Cells,NK-like_Cells,2
2906,Central_venous_LSECs,Central_venous_LSECs,2
2907,NK-like_Cells,NK-like_Cells,2
2908,Periportal_LSECs,Periportal_LSECs,2
2909,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2910,NK-like_Cells,NK-like_Cells,2
2911,NK-like_Cells,NK-like_Cells,2
2912,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2913,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2914,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2915,Periportal_LSECs,Periportal_LSECs,2
2916,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2917,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2918,Plasma_Cells,Plasma_Cells,2
2919,Plasma_Cells,Plasma_Cells,2
2920,NK-like_Cells,gamma-delta_T_Cells_1,2
2921,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2922,NK-like_Cells,NK-like_Cells,2
2923,gamma-delta_T_Cells_2,gamma-delta_T_Cells_1,2
2924,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2925,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2926,Hepatocyte_6,Hepatocyte_6,2
2927,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2928,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2929,Plasma_Cells,Plasma_Cells,2
2930,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2931,Central_venous_LSECs,Central_venous_LSECs,2
2932,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2933,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2934,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2935,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2936,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2937,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2938,NK-like_Cells,NK-like_Cells,2
2939,Hepatocyte_6,Hepatocyte_6,2
2940,Mature_B_Cells,Mature_B_Cells,2
2941,Mature_B_Cells,Mature_B_Cells,2
2942,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2943,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2944,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2945,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2946,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2947,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2948,Plasma_Cells,Plasma_Cells,2
2949,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2950,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2951,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2952,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2953,NK-like_Cells,NK-like_Cells,2
2954,Central_venous_LSECs,Central_venous_LSECs,2
2955,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2956,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2957,Periportal_LSECs,Periportal_LSECs,2
2958,Plasma_Cells,Plasma_Cells,2
2959,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2960,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2961,Plasma_Cells,Plasma_Cells,2
2962,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2963,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2964,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2965,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2966,Cholangiocytes,Cholangiocytes,2
2967,gamma-delta_T_Cells_2,gamma-delta_T_Cells_2,2
2968,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2969,NK-like_Cells,NK-like_Cells,2
2970,Mature_B_Cells,Mature_B_Cells,2
2971,gamma-delta_T_Cells_1,gamma-delta_T_Cells_1,2
2972,Periportal_LSECs,Periportal_LSECs,2
2973,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2974,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2975,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2976,NK-like_Cells,NK-like_Cells,2
2977,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2978,Non-inflammatory_Macrophage,Non-inflammatory_Macrophage,2
2979,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2980,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2981,Central_venous_LSECs,Central_venous_LSECs,2
2982,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2983,NK-like_Cells,NK-like_Cells,2
2984,NK-like_Cells,NK-like_Cells,2
2985,NK-like_Cells,NK-like_Cells,2
2986,Periportal_LSECs,Periportal_LSECs,2
2987,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2988,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2989,NK-like_Cells,NK-like_Cells,2
2990,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2991,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2992,Portal_endothelial_Cells,Portal_endothelial_Cells,2
2993,Inflammatory_Macrophage,Inflammatory_Macrophage,2
2994,alpha-beta_T_Cells,alpha-beta_T_Cells,2
2995,Hepatocyte_5,Hepatocyte_5,2
2996,NK-like_Cells,gamma-delta_T_Cells_1,2
2997,alpha-beta_T_Cells,alpha-beta_T_Cells,2
