"","pred","true_label","fold"
"Cell_2728","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2729","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2730","CD19+ B","CD19+ B",1
"Cell_2731","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2732","CD19+ B","CD19+ B",1
"Cell_2733","CD4+/CD25 T Reg","CD4+ T Helper2",1
"Cell_2734","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2735","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2736","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2737","CD56+ NK","CD56+ NK",1
"Cell_2738","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2739","CD19+ B","CD19+ B",1
"Cell_2740","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2741","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2742","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_2743","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2744","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2745","CD56+ NK","CD56+ NK",1
"Cell_2746","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2747","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_2748","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2749","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2750","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_2751","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2752","CD19+ B","CD19+ B",1
"Cell_2753","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2754","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2755","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2756","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2757","CD14+ Monocyte","Dendritic",1
"Cell_2758","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"Cell_2759","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2760","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2761","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2762","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2763","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2764","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2765","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2766","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2767","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2768","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_2769","CD19+ B","CD19+ B",1
"Cell_2770","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2771","CD56+ NK","CD56+ NK",1
"Cell_2772","CD19+ B","CD19+ B",1
"Cell_2773","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2774","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2775","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2776","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2777","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2778","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2779","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2780","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2781","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2782","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2783","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_2784","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2785","CD56+ NK","CD56+ NK",1
"Cell_2786","Dendritic","Dendritic",1
"Cell_2787","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2788","CD8+ Cytotoxic T","CD4+/CD45RO+ Memory",1
"Cell_2789","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2790","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2791","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2792","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2793","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2794","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2795","CD56+ NK","CD8+ Cytotoxic T",1
"Cell_2796","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2797","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2798","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2799","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2800","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_2801","CD56+ NK","CD56+ NK",1
"Cell_2802","CD19+ B","CD19+ B",1
"Cell_2803","Dendritic","Dendritic",1
"Cell_2804","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2805","CD8+ Cytotoxic T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2806","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2807","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2808","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2809","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2810","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2811","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2812","Dendritic","Dendritic",1
"Cell_2813","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2814","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2815","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2816","CD8+ Cytotoxic T","CD19+ B",1
"Cell_2817","CD56+ NK","CD56+ NK",1
"Cell_2818","CD8+ Cytotoxic T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2819","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2820","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2821","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RO+ Memory",1
"Cell_2822","CD56+ NK","CD56+ NK",1
"Cell_2823","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2824","CD34+","CD34+",1
"Cell_2825","Dendritic","Dendritic",1
"Cell_2826","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2827","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2828","CD19+ B","CD19+ B",1
"Cell_2829","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2830","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2831","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2832","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"Cell_2833","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2834","CD8+ Cytotoxic T","CD19+ B",1
"Cell_2835","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2836","CD8+ Cytotoxic T","CD19+ B",1
"Cell_2837","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2838","CD56+ NK","CD56+ NK",1
"Cell_2839","Dendritic","Dendritic",1
"Cell_2840","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2841","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2842","CD19+ B","CD19+ B",1
"Cell_2843","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2844","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2845","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2846","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2847","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2848","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2849","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2850","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2851","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2852","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2853","CD56+ NK","CD8+ Cytotoxic T",1
"Cell_2854","CD19+ B","CD19+ B",1
"Cell_2855","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2856","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2857","CD56+ NK","CD8+ Cytotoxic T",1
"Cell_2858","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2859","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2860","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2861","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2862","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2863","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2864","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2865","CD8+ Cytotoxic T","CD19+ B",1
"Cell_2866","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2867","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2868","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2869","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2870","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2871","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2872","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2873","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2874","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2875","CD56+ NK","CD56+ NK",1
"Cell_2876","CD8+ Cytotoxic T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2877","CD19+ B","CD19+ B",1
"Cell_2878","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2879","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2880","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2881","CD56+ NK","CD56+ NK",1
"Cell_2882","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2883","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2884","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2885","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"Cell_2886","CD56+ NK","CD56+ NK",1
"Cell_2887","CD56+ NK","CD56+ NK",1
"Cell_2888","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2889","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"Cell_2890","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_2891","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"Cell_2892","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2893","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2894","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2895","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2896","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2897","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"Cell_2898","CD8+ Cytotoxic T","CD56+ NK",1
"Cell_2899","CD56+ NK","CD56+ NK",1
"Cell_2900","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2901","CD56+ NK","CD56+ NK",1
"Cell_2902","CD56+ NK","CD56+ NK",1
"Cell_2903","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2904","CD4+/CD45RO+ Memory","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2905","CD19+ B","CD19+ B",1
"Cell_2906","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2907","CD14+ Monocyte","Dendritic",1
"Cell_2908","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2909","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2910","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2911","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2912","CD14+ Monocyte","Dendritic",1
"Cell_2913","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2914","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2915","CD56+ NK","CD56+ NK",1
"Cell_2916","CD8+ Cytotoxic T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2917","CD19+ B","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2918","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2919","CD56+ NK","CD8+ Cytotoxic T",1
"Cell_2920","CD8+ Cytotoxic T","CD4+/CD25 T Reg",1
"Cell_2921","CD19+ B","CD19+ B",1
"Cell_2922","CD19+ B","CD19+ B",1
"Cell_2923","CD14+ Monocyte","Dendritic",1
"Cell_2924","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2925","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2926","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2927","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2928","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2929","CD8+ Cytotoxic T","CD19+ B",1
"Cell_2930","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2931","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2932","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2933","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2934","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2935","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2936","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2937","CD8+ Cytotoxic T","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2938","CD14+ Monocyte","Dendritic",1
"Cell_2939","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2940","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2941","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2942","CD56+ NK","CD56+ NK",1
"Cell_2943","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2944","CD56+ NK","CD56+ NK",1
"Cell_2945","CD8+ Cytotoxic T","CD4+/CD45RO+ Memory",1
"Cell_2946","CD19+ B","CD19+ B",1
"Cell_2947","CD56+ NK","CD56+ NK",1
"Cell_2948","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2949","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2950","CD56+ NK","CD56+ NK",1
"Cell_2951","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2952","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2953","CD14+ Monocyte","Dendritic",1
"Cell_2954","CD19+ B","CD19+ B",1
"Cell_2955","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2956","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2957","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2958","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2959","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2960","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2961","CD19+ B","CD19+ B",1
"Cell_2962","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2963","CD56+ NK","CD56+ NK",1
"Cell_2964","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2965","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2966","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2967","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2968","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_2969","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2970","Dendritic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2971","CD19+ B","CD19+ B",1
"Cell_2972","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2973","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2974","CD56+ NK","CD56+ NK",1
"Cell_2975","CD56+ NK","CD56+ NK",1
"Cell_2976","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2977","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2978","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2979","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_2980","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_2981","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2982","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2983","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_2984","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"Cell_2985","CD8+ Cytotoxic T","CD4+/CD45RO+ Memory",1
"Cell_2986","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"Cell_2987","CD14+ Monocyte","Dendritic",1
"Cell_2988","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_2989","CD56+ NK","CD56+ NK",1
"Cell_2990","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2991","Dendritic","Dendritic",1
"Cell_2992","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_2993","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2994","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_2995","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2996","CD4+/CD25 T Reg","CD19+ B",1
"Cell_2997","CD14+ Monocyte","Dendritic",1
"Cell_2998","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_2999","CD19+ B","CD19+ B",1
"Cell_3000","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3001","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3002","CD56+ NK","CD56+ NK",1
"Cell_3003","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"Cell_3004","CD8+ Cytotoxic T","CD56+ NK",1
"Cell_3005","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_3006","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"Cell_3007","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3008","CD14+ Monocyte","Dendritic",1
"Cell_3009","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"Cell_3010","CD19+ B","CD19+ B",1
"Cell_3011","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_3012","CD56+ NK","CD56+ NK",1
"Cell_3013","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3014","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3015","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3016","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3017","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3018","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3019","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"Cell_3020","CD56+ NK","CD56+ NK",1
"Cell_3021","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3022","Dendritic","Dendritic",1
"Cell_3023","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD25 T Reg",1
"Cell_3024","CD19+ B","CD19+ B",1
"Cell_3025","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3026","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3027","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3028","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_3029","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"Cell_3030","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3031","CD56+ NK","CD56+ NK",1
"Cell_3032","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3033","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3034","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3035","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3036","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3037","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3038","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3039","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3040","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3041","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3042","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3043","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3044","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3045","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3046","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"Cell_3047","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3048","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_3049","CD56+ NK","CD56+ NK",1
"Cell_3050","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3051","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3052","CD19+ B","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3053","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_3054","CD56+ NK","CD56+ NK",1
"Cell_3055","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3056","CD56+ NK","CD56+ NK",1
"Cell_3057","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3058","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3059","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3060","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3061","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_3062","CD8+ Cytotoxic T","CD4+/CD45RO+ Memory",1
"Cell_3063","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3064","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"Cell_3065","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"Cell_3066","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"Cell_3067","CD19+ B","CD19+ B",1
"Cell_3068","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3069","CD56+ NK","CD56+ NK",1
"Cell_3070","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"Cell_3071","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"Cell_3072","CD14+ Monocyte","CD14+ Monocyte",1
"Cell_3073","CD56+ NK","CD8+ Cytotoxic T",1
