"","pred","true_label","fold"
"1869","acinar","acinar",2
"1870","beta","beta",2
"1871","beta","beta",2
"1872","beta","beta",2
"1873","alpha","alpha",2
"1874","delta","delta",2
"1875","beta","beta",2
"1876","beta","beta",2
"1877","acinar","acinar",2
"1878","beta","beta",2
"1879","endothelial","endothelial",2
"1880","delta","beta",2
"1881","beta","beta",2
"1882","delta","delta",2
"1883","endothelial","endothelial",2
"1884","beta","beta",2
"1885","alpha","alpha",2
"1886","alpha","alpha",2
"1887","delta","delta",2
"1888","beta","beta",2
"1889","beta","beta",2
"1890","delta","delta",2
"1891","alpha","alpha",2
"1892","beta","beta",2
"1893","beta","beta",2
"1894","alpha","alpha",2
"1895","alpha","alpha",2
"1896","alpha","alpha",2
"1897","alpha","alpha",2
"1898","beta","beta",2
"1899","ductal","ductal",2
"1900","alpha","alpha",2
"1901","ductal","ductal",2
"1902","delta","delta",2
"1903","macrophage","macrophage",2
"1904","quiescent_stellate","quiescent_stellate",2
"1905","delta","delta",2
"1906","alpha","alpha",2
"1907","beta","beta",2
"1908","beta","beta",2
"1909","beta","beta",2
"1910","alpha","alpha",2
"1911","endothelial","endothelial",2
"1912","alpha","alpha",2
"1913","ductal","ductal",2
"1914","beta","beta",2
"1915","acinar","acinar",2
"1916","acinar","acinar",2
"1917","delta","delta",2
"1918","quiescent_stellate","quiescent_stellate",2
"1919","alpha","alpha",2
"1920","beta","beta",2
"1921","alpha","alpha",2
"1922","endothelial","endothelial",2
"1923","alpha","alpha",2
"1924","gamma","gamma",2
"1925","alpha","alpha",2
"1926","beta","beta",2
"1927","schwann","schwann",2
"1928","alpha","alpha",2
"1929","endothelial","endothelial",2
"1930","activated_stellate","activated_stellate",2
"1931","acinar","acinar",2
"1932","ductal","ductal",2
"1933","alpha","alpha",2
"1934","beta","beta",2
"1935","endothelial","endothelial",2
"1936","alpha","alpha",2
"1937","macrophage","macrophage",2
"1938","beta","beta",2
"1939","beta","beta",2
"1940","ductal","ductal",2
"1941","beta","beta",2
"1942","gamma","gamma",2
"1943","beta","beta",2
"1944","mast","mast",2
"1945","quiescent_stellate","quiescent_stellate",2
"1946","beta","beta",2
"1947","alpha","alpha",2
"1948","ductal","ductal",2
"1949","beta","beta",2
"1950","alpha","alpha",2
"1951","quiescent_stellate","quiescent_stellate",2
"1952","beta","beta",2
"1953","beta","beta",2
"1954","endothelial","endothelial",2
"1955","endothelial","endothelial",2
"1956","delta","delta",2
"1957","acinar","acinar",2
"1958","delta","delta",2
"1959","delta","delta",2
"1960","acinar","ductal",2
"1961","delta","delta",2
"1962","delta","delta",2
"1963","acinar","acinar",2
"1964","delta","delta",2
"1965","delta","delta",2
"1966","delta","delta",2
"1967","beta","beta",2
"1968","delta","delta",2
"1969","acinar","acinar",2
"1970","beta","beta",2
"1971","delta","delta",2
"1972","alpha","alpha",2
"1973","beta","beta",2
"1974","alpha","alpha",2
"1975","beta","beta",2
"1976","beta","beta",2
"1977","beta","beta",2
"1978","beta","beta",2
"1979","beta","beta",2
"1980","acinar","acinar",2
"1981","ductal","ductal",2
"1982","delta","delta",2
"1983","ductal","ductal",2
"1984","beta","beta",2
"1985","beta","beta",2
"1986","beta","beta",2
"1987","alpha","alpha",2
"1988","beta","beta",2
"1989","beta","beta",2
"1990","beta","beta",2
"1991","macrophage","macrophage",2
"1992","beta","beta",2
"1993","beta","beta",2
"1994","beta","beta",2
"1995","beta","beta",2
"1996","ductal","ductal",2
"1997","alpha","alpha",2
"1998","beta","beta",2
"1999","beta","beta",2
"2000","ductal","ductal",2
"2001","beta","beta",2
"2002","beta","beta",2
"2003","beta","beta",2
"2004","alpha","alpha",2
"2005","beta","beta",2
"2006","beta","beta",2
"2007","beta","beta",2
"2008","alpha","alpha",2
"2009","alpha","alpha",2
"2010","beta","beta",2
"2011","beta","beta",2
"2012","beta","beta",2
"2013","quiescent_stellate","quiescent_stellate",2
"2014","beta","beta",2
"2015","beta","beta",2
"2016","beta","beta",2
"2017","beta","beta",2
"2018","beta","beta",2
"2019","beta","beta",2
"2020","beta","beta",2
"2021","beta","beta",2
"2022","beta","beta",2
"2023","gamma","gamma",2
"2024","gamma","gamma",2
"2025","beta","beta",2
"2026","beta","beta",2
"2027","alpha","alpha",2
"2028","beta","beta",2
"2029","beta","beta",2
"2030","beta","beta",2
"2031","acinar","acinar",2
"2032","beta","beta",2
"2033","alpha","alpha",2
"2034","alpha","alpha",2
"2035","beta","beta",2
"2036","beta","beta",2
"2037","gamma","gamma",2
"2038","beta","beta",2
"2039","ductal","ductal",2
"2040","beta","beta",2
"2041","gamma","gamma",2
"2042","beta","beta",2
"2043","ductal","ductal",2
"2044","endothelial","endothelial",2
"2045","beta","beta",2
"2046","beta","beta",2
"2047","beta","beta",2
"2048","quiescent_stellate","quiescent_stellate",2
"2049","beta","beta",2
"2050","epsilon","epsilon",2
"2051","beta","beta",2
"2052","gamma","gamma",2
"2053","beta","beta",2
"2054","alpha","alpha",2
"2055","delta","delta",2
"2056","alpha","alpha",2
"2057","beta","beta",2
"2058","alpha","alpha",2
"2059","beta","beta",2
"2060","beta","beta",2
"2061","alpha","alpha",2
"2062","beta","beta",2
"2063","beta","beta",2
"2064","epsilon","epsilon",2
"2065","endothelial","endothelial",2
"2066","epsilon","alpha",2
"2067","acinar","acinar",2
"2068","delta","delta",2
"2069","beta","beta",2
"2070","beta","beta",2
"2071","acinar","acinar",2
"2072","beta","beta",2
"2073","beta","beta",2
"2074","quiescent_stellate","quiescent_stellate",2
"2075","beta","beta",2
"2076","beta","beta",2
"2077","beta","beta",2
"2078","alpha","alpha",2
"2079","beta","beta",2
"2080","quiescent_stellate","quiescent_stellate",2
"2081","beta","beta",2
"2082","acinar","acinar",2
"2083","alpha","alpha",2
"2084","beta","beta",2
"2085","quiescent_stellate","quiescent_stellate",2
"2086","acinar","acinar",2
"2087","beta","beta",2
"2088","acinar","acinar",2
"2089","quiescent_stellate","quiescent_stellate",2
"2090","beta","beta",2
"2091","beta","beta",2
"2092","beta","beta",2
"2093","quiescent_stellate","quiescent_stellate",2
"2094","beta","beta",2
"2095","beta","beta",2
"2096","beta","beta",2
"2097","endothelial","endothelial",2
"2098","activated_stellate","activated_stellate",2
"2099","quiescent_stellate","quiescent_stellate",2
"2100","alpha","alpha",2
"2101","beta","beta",2
"2102","beta","beta",2
"2103","beta","beta",2
"2104","quiescent_stellate","quiescent_stellate",2
"2105","beta","beta",2
"2106","alpha","alpha",2
"2107","alpha","alpha",2
"2108","activated_stellate","activated_stellate",2
"2109","ductal","ductal",2
"2110","ductal","ductal",2
"2111","activated_stellate","activated_stellate",2
"2112","delta","delta",2
"2113","acinar","ductal",2
"2114","alpha","alpha",2
"2115","ductal","ductal",2
"2116","quiescent_stellate","quiescent_stellate",2
"2117","beta","beta",2
"2118","beta","beta",2
"2119","alpha","alpha",2
"2120","ductal","ductal",2
"2121","alpha","alpha",2
"2122","ductal","ductal",2
"2123","alpha","alpha",2
"2124","alpha","alpha",2
"2125","alpha","alpha",2
"2126","beta","beta",2
"2127","beta","beta",2
"2128","alpha","alpha",2
"2129","ductal","ductal",2
"2130","alpha","alpha",2
"2131","activated_stellate","activated_stellate",2
"2132","beta","beta",2
"2133","alpha","alpha",2
"2134","ductal","ductal",2
"2135","alpha","alpha",2
"2136","ductal","ductal",2
"2137","beta","beta",2
"2138","alpha","alpha",2
"2139","alpha","alpha",2
"2140","alpha","alpha",2
"2141","beta","beta",2
"2142","beta","beta",2
"2143","beta","beta",2
"2144","delta","delta",2
"2145","beta","beta",2
"2146","alpha","alpha",2
"2147","beta","beta",2
"2148","alpha","alpha",2
"2149","ductal","ductal",2
"2150","beta","beta",2
"2151","beta","beta",2
"2152","beta","beta",2
"2153","beta","beta",2
"2154","beta","beta",2
"2155","alpha","alpha",2
"2156","ductal","ductal",2
"2157","alpha","alpha",2
"2158","ductal","ductal",2
"2159","ductal","ductal",2
"2160","ductal","ductal",2
"2161","beta","beta",2
"2162","ductal","ductal",2
"2163","alpha","alpha",2
"2164","ductal","ductal",2
"2165","alpha","alpha",2
"2166","ductal","ductal",2
"2167","delta","delta",2
"2168","beta","beta",2
"2169","alpha","alpha",2
"2170","gamma","gamma",2
"2171","quiescent_stellate","quiescent_stellate",2
"2172","beta","beta",2
"2173","alpha","alpha",2
"2174","beta","beta",2
"2175","epsilon","epsilon",2
"2176","alpha","alpha",2
"2177","alpha","alpha",2
"2178","gamma","gamma",2
"2179","ductal","ductal",2
"2180","gamma","gamma",2
"2181","alpha","alpha",2
"2182","delta","delta",2
"2183","alpha","alpha",2
"2184","ductal","ductal",2
"2185","alpha","alpha",2
"2186","beta","beta",2
"2187","alpha","alpha",2
"2188","alpha","alpha",2
"2189","gamma","gamma",2
"2190","beta","beta",2
"2191","alpha","alpha",2
"2192","schwann","schwann",2
"2193","ductal","ductal",2
"2194","ductal","ductal",2
"2195","activated_stellate","activated_stellate",2
"2196","gamma","gamma",2
"2197","beta","beta",2
"2198","beta","beta",2
"2199","alpha","alpha",2
"2200","ductal","ductal",2
"2201","mast","mast",2
"2202","alpha","alpha",2
"2203","ductal","ductal",2
"2204","ductal","ductal",2
"2205","alpha","alpha",2
"2206","macrophage","macrophage",2
"2207","alpha","alpha",2
"2208","delta","delta",2
"2209","ductal","ductal",2
"2210","delta","delta",2
"2211","macrophage","macrophage",2
"2212","beta","beta",2
"2213","beta","beta",2
"2214","ductal","ductal",2
"2215","delta","delta",2
"2216","gamma","alpha",2
"2217","beta","beta",2
"2218","beta","beta",2
"2219","alpha","alpha",2
"2220","beta","beta",2
"2221","alpha","alpha",2
"2222","beta","beta",2
"2223","beta","beta",2
"2224","beta","beta",2
"2225","alpha","alpha",2
"2226","ductal","ductal",2
"2227","gamma","gamma",2
"2228","alpha","alpha",2
"2229","beta","beta",2
"2230","beta","beta",2
"2231","ductal","ductal",2
"2232","beta","beta",2
"2233","alpha","alpha",2
"2234","beta","beta",2
"2235","beta","beta",2
"2236","beta","beta",2
"2237","alpha","alpha",2
"2238","ductal","acinar",2
"2239","delta","delta",2
"2240","delta","delta",2
"2241","alpha","alpha",2
"2242","gamma","gamma",2
"2243","ductal","ductal",2
"2244","ductal","ductal",2
"2245","alpha","alpha",2
"2246","beta","beta",2
"2247","activated_stellate","activated_stellate",2
"2248","alpha","alpha",2
"2249","ductal","ductal",2
"2250","alpha","alpha",2
"2251","alpha","alpha",2
"2252","ductal","ductal",2
"2253","ductal","ductal",2
"2254","alpha","alpha",2
"2255","alpha","alpha",2
"2256","beta","beta",2
"2257","ductal","ductal",2
"2258","ductal","ductal",2
"2259","beta","beta",2
"2260","alpha","alpha",2
"2261","schwann","schwann",2
"2262","alpha","alpha",2
"2263","alpha","alpha",2
"2264","activated_stellate","activated_stellate",2
"2265","beta","beta",2
"2266","alpha","alpha",2
"2267","alpha","alpha",2
"2268","gamma","gamma",2
"2269","alpha","alpha",2
"2270","gamma","gamma",2
"2271","alpha","alpha",2
"2272","alpha","alpha",2
"2273","alpha","alpha",2
"2274","alpha","alpha",2
"2275","alpha","alpha",2
"2276","alpha","alpha",2
"2277","activated_stellate","activated_stellate",2
"2278","beta","beta",2
"2279","alpha","alpha",2
"2280","endothelial","endothelial",2
"2281","alpha","alpha",2
"2282","beta","beta",2
"2283","alpha","alpha",2
"2284","ductal","ductal",2
"2285","alpha","alpha",2
"2286","activated_stellate","activated_stellate",2
"2287","alpha","alpha",2
"2288","beta","beta",2
"2289","alpha","alpha",2
"2290","alpha","alpha",2
"2291","alpha","alpha",2
"2292","beta","beta",2
"2293","alpha","alpha",2
"2294","alpha","alpha",2
"2295","beta","beta",2
"2296","alpha","alpha",2
"2297","quiescent_stellate","quiescent_stellate",2
"2298","ductal","ductal",2
"2299","alpha","alpha",2
"2300","beta","beta",2
"2301","ductal","ductal",2
"2302","beta","beta",2
"2303","alpha","alpha",2
"2304","alpha","alpha",2
"2305","alpha","alpha",2
"2306","activated_stellate","activated_stellate",2
"2307","alpha","alpha",2
"2308","beta","beta",2
"2309","alpha","alpha",2
"2310","alpha","alpha",2
"2311","alpha","alpha",2
"2312","beta","beta",2
"2313","beta","beta",2
"2314","ductal","ductal",2
"2315","ductal","ductal",2
"2316","mast","mast",2
"2317","gamma","gamma",2
"2318","alpha","alpha",2
"2319","mast","mast",2
"2320","alpha","alpha",2
"2321","quiescent_stellate","quiescent_stellate",2
"2322","beta","beta",2
"2323","delta","delta",2
"2324","alpha","alpha",2
"2325","beta","beta",2
"2326","beta","beta",2
"2327","beta","beta",2
"2328","alpha","alpha",2
"2329","gamma","gamma",2
"2330","beta","beta",2
"2331","beta","beta",2
"2332","ductal","ductal",2
"2333","ductal","ductal",2
"2334","alpha","alpha",2
"2335","beta","beta",2
"2336","delta","delta",2
"2337","delta","delta",2
"2338","alpha","alpha",2
"2339","delta","delta",2
"2340","alpha","alpha",2
"2341","alpha","alpha",2
"2342","beta","beta",2
"2343","alpha","alpha",2
"2344","ductal","acinar",2
"2345","alpha","alpha",2
"2346","alpha","alpha",2
"2347","alpha","alpha",2
"2348","ductal","ductal",2
"2349","delta","delta",2
"2350","delta","delta",2
"2351","alpha","alpha",2
"2352","beta","beta",2
"2353","beta","beta",2
"2354","ductal","ductal",2
"2355","alpha","alpha",2
"2356","alpha","alpha",2
"2357","alpha","alpha",2
"2358","alpha","alpha",2
"2359","alpha","alpha",2
"2360","delta","delta",2
"2361","alpha","alpha",2
"2362","macrophage","macrophage",2
"2363","alpha","alpha",2
"2364","activated_stellate","activated_stellate",2
"2365","alpha","alpha",2
"2366","ductal","ductal",2
"2367","ductal","ductal",2
"2368","ductal","ductal",2
"2369","delta","delta",2
"2370","alpha","alpha",2
"2371","alpha","alpha",2
"2372","alpha","alpha",2
"2373","endothelial","endothelial",2
"2374","alpha","alpha",2
"2375","alpha","alpha",2
"2376","ductal","ductal",2
"2377","alpha","alpha",2
"2378","delta","delta",2
"2379","alpha","alpha",2
"2380","beta","beta",2
"2381","delta","delta",2
"2382","activated_stellate","activated_stellate",2
"2383","alpha","alpha",2
"2384","ductal","ductal",2
"2385","activated_stellate","activated_stellate",2
"2386","ductal","ductal",2
"2387","alpha","alpha",2
"2388","alpha","alpha",2
"2389","alpha","alpha",2
"2390","alpha","alpha",2
"2391","activated_stellate","activated_stellate",2
"2392","ductal","ductal",2
"2393","beta","beta",2
"2394","beta","beta",2
"2395","alpha","alpha",2
"2396","endothelial","endothelial",2
"2397","quiescent_stellate","quiescent_stellate",2
"2398","delta","delta",2
"2399","acinar","ductal",2
"2400","alpha","alpha",2
"2401","alpha","alpha",2
"2402","gamma","gamma",2
"2403","gamma","gamma",2
"2404","ductal","ductal",2
"2405","delta","delta",2
"2406","alpha","alpha",2
"2407","beta","beta",2
"2408","alpha","alpha",2
"2409","gamma","gamma",2
"2410","ductal","ductal",2
"2411","gamma","gamma",2
"2412","alpha","alpha",2
"2413","alpha","alpha",2
"2414","delta","delta",2
"2415","beta","beta",2
"2416","ductal","ductal",2
"2417","ductal","ductal",2
"2418","delta","delta",2
"2419","ductal","ductal",2
"2420","beta","beta",2
"2421","gamma","gamma",2
"2422","alpha","alpha",2
"2423","alpha","alpha",2
"2424","delta","delta",2
"2425","ductal","ductal",2
"2426","gamma","gamma",2
"2427","gamma","gamma",2
"2428","alpha","alpha",2
"2429","quiescent_stellate","quiescent_stellate",2
"2430","activated_stellate","activated_stellate",2
"2431","alpha","alpha",2
"2432","beta","beta",2
"2433","alpha","alpha",2
"2434","beta","beta",2
"2435","beta","beta",2
"2436","mast","mast",2
"2437","beta","beta",2
"2438","alpha","alpha",2
"2439","alpha","alpha",2
"2440","ductal","ductal",2
"2441","beta","beta",2
"2442","beta","beta",2
"2443","alpha","alpha",2
"2444","macrophage","macrophage",2
"2445","activated_stellate","activated_stellate",2
"2446","alpha","alpha",2
"2447","acinar","acinar",2
"2448","acinar","acinar",2
"2449","acinar","acinar",2
"2450","acinar","acinar",2
"2451","delta","delta",2
"2452","acinar","acinar",2
"2453","delta","delta",2
"2454","acinar","acinar",2
"2455","acinar","acinar",2
"2456","acinar","acinar",2
"2457","delta","delta",2
"2458","alpha","alpha",2
"2459","acinar","acinar",2
"2460","acinar","acinar",2
"2461","acinar","acinar",2
"2462","acinar","acinar",2
"2463","endothelial","endothelial",2
"2464","acinar","acinar",2
"2465","acinar","acinar",2
"2466","acinar","acinar",2
"2467","alpha","alpha",2
"2468","acinar","acinar",2
"2469","acinar","acinar",2
"2470","acinar","acinar",2
"2471","acinar","acinar",2
"2472","acinar","acinar",2
"2473","alpha","alpha",2
"2474","acinar","acinar",2
"2475","acinar","acinar",2
"2476","alpha","alpha",2
"2477","acinar","acinar",2
"2478","alpha","alpha",2
"2479","acinar","acinar",2
"2480","beta","beta",2
"2481","acinar","acinar",2
"2482","delta","delta",2
"2483","alpha","alpha",2
"2484","ductal","ductal",2
"2485","beta","beta",2
"2486","acinar","acinar",2
"2487","acinar","acinar",2
"2488","delta","delta",2
"2489","delta","delta",2
"2490","alpha","alpha",2
"2491","beta","beta",2
"2492","beta","beta",2
"2493","acinar","acinar",2
"2494","acinar","acinar",2
"2495","beta","beta",2
"2496","delta","delta",2
"2497","alpha","alpha",2
"2498","alpha","alpha",2
"2499","acinar","acinar",2
"2500","acinar","acinar",2
"2501","beta","beta",2
"2502","beta","beta",2
"2503","alpha","alpha",2
"2504","alpha","alpha",2
"2505","beta","beta",2
"2506","ductal","ductal",2
"2507","acinar","acinar",2
"2508","beta","beta",2
"2509","acinar","acinar",2
"2510","alpha","alpha",2
"2511","activated_stellate","activated_stellate",2
"2512","acinar","acinar",2
"2513","alpha","alpha",2
"2514","alpha","alpha",2
"2515","beta","beta",2
"2516","ductal","ductal",2
"2517","delta","delta",2
"2518","alpha","alpha",2
"2519","ductal","ductal",2
"2520","acinar","acinar",2
"2521","ductal","ductal",2
"2522","beta","beta",2
"2523","alpha","alpha",2
"2524","beta","beta",2
"2525","beta","beta",2
"2526","acinar","acinar",2
"2527","alpha","alpha",2
"2528","ductal","ductal",2
"2529","ductal","ductal",2
"2530","beta","beta",2
"2531","beta","beta",2
"2532","acinar","acinar",2
"2533","alpha","alpha",2
"2534","activated_stellate","activated_stellate",2
"2535","alpha","alpha",2
"2536","alpha","alpha",2
"2537","alpha","alpha",2
"2538","acinar","acinar",2
"2539","delta","delta",2
"2540","beta","beta",2
"2541","acinar","acinar",2
"2542","alpha","alpha",2
"2543","alpha","alpha",2
"2544","beta","beta",2
"2545","beta","beta",2
"2546","alpha","alpha",2
"2547","acinar","alpha",2
"2548","acinar","acinar",2
"2549","beta","beta",2
"2550","alpha","alpha",2
"2551","ductal","ductal",2
"2552","beta","beta",2
"2553","ductal","ductal",2
"2554","acinar","acinar",2
"2555","alpha","alpha",2
"2556","alpha","alpha",2
"2557","beta","beta",2
"2558","alpha","alpha",2
"2559","gamma","gamma",2
"2560","alpha","alpha",2
"2561","alpha","alpha",2
"2562","alpha","alpha",2
"2563","ductal","ductal",2
"2564","activated_stellate","activated_stellate",2
"2565","ductal","ductal",2
"2566","alpha","alpha",2
"2567","ductal","ductal",2
"2568","alpha","alpha",2
"2569","alpha","alpha",2
"2570","delta","delta",2
"2571","ductal","ductal",2
"2572","beta","beta",2
"2573","alpha","alpha",2
"2574","alpha","alpha",2
"2575","ductal","ductal",2
"2576","ductal","ductal",2
"2577","ductal","ductal",2
"2578","alpha","alpha",2
"2579","ductal","ductal",2
"2580","alpha","alpha",2
"2581","alpha","alpha",2
"2582","ductal","ductal",2
"2583","alpha","alpha",2
"2584","acinar","acinar",2
"2585","acinar","acinar",2
"2586","acinar","acinar",2
"2587","ductal","ductal",2
"2588","ductal","ductal",2
"2589","alpha","alpha",2
"2590","alpha","alpha",2
"2591","activated_stellate","activated_stellate",2
"2592","beta","beta",2
"2593","acinar","acinar",2
"2594","alpha","alpha",2
"2595","alpha","alpha",2
"2596","acinar","acinar",2
"2597","activated_stellate","activated_stellate",2
"2598","ductal","ductal",2
"2599","beta","beta",2
"2600","ductal","ductal",2
"2601","acinar","acinar",2
"2602","alpha","alpha",2
"2603","alpha","alpha",2
"2604","ductal","ductal",2
"2605","alpha","alpha",2
"2606","alpha","alpha",2
"2607","alpha","alpha",2
"2608","alpha","alpha",2
"2609","alpha","alpha",2
"2610","alpha","alpha",2
"2611","ductal","ductal",2
"2612","alpha","alpha",2
"2613","endothelial","endothelial",2
"2614","alpha","alpha",2
"2615","beta","beta",2
"2616","endothelial","endothelial",2
"2617","alpha","alpha",2
"2618","alpha","alpha",2
"2619","alpha","alpha",2
"2620","beta","beta",2
"2621","quiescent_stellate","quiescent_stellate",2
"2622","beta","beta",2
"2623","alpha","alpha",2
"2624","beta","beta",2
"2625","acinar","acinar",2
"2626","alpha","alpha",2
"2627","alpha","alpha",2
"2628","alpha","alpha",2
"2629","ductal","ductal",2
"2630","beta","beta",2
"2631","quiescent_stellate","quiescent_stellate",2
"2632","ductal","ductal",2
"2633","quiescent_stellate","quiescent_stellate",2
"2634","endothelial","endothelial",2
"2635","ductal","ductal",2
"2636","ductal","ductal",2
"2637","beta","beta",2
"2638","endothelial","endothelial",2
"2639","alpha","alpha",2
"2640","beta","beta",2
"2641","beta","beta",2
"2642","beta","beta",2
"2643","beta","beta",2
"2644","quiescent_stellate","quiescent_stellate",2
"2645","alpha","alpha",2
"2646","ductal","ductal",2
"2647","acinar","acinar",2
"2648","acinar","acinar",2
"2649","acinar","acinar",2
"2650","acinar","acinar",2
"2651","acinar","acinar",2
"2652","acinar","acinar",2
"2653","acinar","acinar",2
"2654","beta","beta",2
"2655","acinar","acinar",2
"2656","acinar","acinar",2
"2657","acinar","acinar",2
"2658","acinar","acinar",2
"2659","beta","beta",2
"2660","delta","delta",2
"2661","acinar","acinar",2
"2662","ductal","ductal",2
"2663","acinar","acinar",2
"2664","acinar","acinar",2
"2665","acinar","acinar",2
"2666","acinar","acinar",2
"2667","acinar","acinar",2
"2668","acinar","acinar",2
"2669","acinar","acinar",2
"2670","acinar","acinar",2
"2671","acinar","acinar",2
"2672","alpha","alpha",2
"2673","acinar","acinar",2
"2674","acinar","acinar",2
"2675","beta","beta",2
"2676","alpha","alpha",2
"2677","alpha","alpha",2
"2678","delta","delta",2
"2679","beta","beta",2
"2680","beta","beta",2
"2681","ductal","ductal",2
"2682","gamma","gamma",2
"2683","alpha","alpha",2
"2684","acinar","acinar",2
"2685","delta","delta",2
"2686","delta","delta",2
"2687","alpha","alpha",2
"2688","beta","beta",2
"2689","beta","beta",2
"2690","alpha","alpha",2
"2691","beta","beta",2
"2692","alpha","alpha",2
"2693","ductal","ductal",2
"2694","delta","delta",2
"2695","ductal","ductal",2
"2696","alpha","alpha",2
"2697","acinar","acinar",2
"2698","activated_stellate","activated_stellate",2
"2699","alpha","alpha",2
"2700","activated_stellate","activated_stellate",2
"2701","beta","beta",2
"2702","beta","beta",2
"2703","alpha","alpha",2
"2704","alpha","alpha",2
"2705","alpha","alpha",2
"2706","ductal","ductal",2
"2707","acinar","acinar",2
"2708","beta","beta",2
"2709","beta","ductal",2
"2710","alpha","alpha",2
"2711","alpha","alpha",2
"2712","beta","beta",2
"2713","acinar","acinar",2
"2714","ductal","ductal",2
"2715","gamma","gamma",2
"2716","acinar","acinar",2
"2717","alpha","alpha",2
"2718","alpha","alpha",2
"2719","ductal","ductal",2
"2720","ductal","ductal",2
"2721","acinar","acinar",2
"2722","gamma","gamma",2
"2723","ductal","ductal",2
"2724","alpha","alpha",2
"2725","alpha","alpha",2
"2726","activated_stellate","activated_stellate",2
"2727","alpha","alpha",2
"2728","acinar","acinar",2
"2729","acinar","acinar",2
"2730","delta","delta",2
"2731","alpha","alpha",2
"2732","acinar","acinar",2
"2733","alpha","alpha",2
"2734","beta","beta",2
"2735","acinar","acinar",2
"2736","alpha","alpha",2
"2737","alpha","alpha",2
"2738","alpha","alpha",2
"2739","alpha","alpha",2
"2740","ductal","ductal",2
"2741","alpha","alpha",2
"2742","alpha","alpha",2
"2743","alpha","alpha",2
"2744","endothelial","endothelial",2
"2745","activated_stellate","activated_stellate",2
"2746","acinar","acinar",2
"2747","alpha","alpha",2
"2748","alpha","alpha",2
"2749","alpha","alpha",2
"2750","alpha","alpha",2
"2751","beta","beta",2
"2752","beta","beta",2
"2753","acinar","acinar",2
"2754","alpha","alpha",2
"2755","alpha","alpha",2
"2756","alpha","alpha",2
"2757","macrophage","macrophage",2
"2758","beta","beta",2
"2759","alpha","alpha",2
"2760","alpha","alpha",2
"2761","alpha","alpha",2
"2762","alpha","alpha",2
"2763","delta","delta",2
"2764","acinar","acinar",2
"2765","alpha","alpha",2
"2766","t_cell","alpha",2
"2767","alpha","alpha",2
"2768","acinar","acinar",2
"2769","acinar","alpha",2
"2770","acinar","acinar",2
"2771","alpha","alpha",2
"2772","alpha","alpha",2
"2773","activated_stellate","activated_stellate",2
"2774","beta","beta",2
"2775","beta","beta",2
"2776","beta","beta",2
"2777","alpha","alpha",2
"2778","alpha","alpha",2
"2779","alpha","alpha",2
"2780","acinar","acinar",2
"2781","beta","beta",2
"2782","alpha","alpha",2
"2783","beta","beta",2
"2784","alpha","alpha",2
"2785","alpha","alpha",2
"2786","activated_stellate","activated_stellate",2
"2787","beta","beta",2
"2788","delta","delta",2
"2789","alpha","alpha",2
"2790","beta","delta",2
"2791","alpha","alpha",2
"2792","alpha","alpha",2
"2793","endothelial","endothelial",2
"2794","ductal","ductal",2
"2795","beta","beta",2
"2796","beta","beta",2
"2797","alpha","alpha",2
"2798","endothelial","endothelial",2
"2799","alpha","alpha",2
"2800","delta","delta",2
"2801","alpha","alpha",2
"2802","beta","beta",2
"2803","beta","beta",2
"2804","ductal","ductal",2
"2805","endothelial","endothelial",2
"2806","beta","beta",2
"2807","beta","beta",2
"2808","beta","beta",2
"2809","endothelial","endothelial",2
"2810","endothelial","endothelial",2
"2811","acinar","acinar",2
"2812","acinar","acinar",2
"2813","acinar","acinar",2
"2814","acinar","acinar",2
"2815","acinar","acinar",2
"2816","acinar","acinar",2
"2817","acinar","acinar",2
"2818","acinar","acinar",2
"2819","acinar","acinar",2
"2820","alpha","alpha",2
"2821","acinar","acinar",2
"2822","acinar","acinar",2
"2823","ductal","acinar",2
"2824","beta","beta",2
"2825","acinar","acinar",2
"2826","acinar","acinar",2
"2827","acinar","acinar",2
"2828","acinar","acinar",2
"2829","ductal","ductal",2
"2830","beta","beta",2
"2831","acinar","acinar",2
"2832","beta","beta",2
"2833","acinar","acinar",2
"2834","beta","beta",2
"2835","activated_stellate","activated_stellate",2
"2836","acinar","acinar",2
"2837","acinar","acinar",2
"2838","acinar","acinar",2
"2839","alpha","alpha",2
"2840","beta","beta",2
"2841","acinar","acinar",2
"2842","beta","beta",2
"2843","alpha","alpha",2
"2844","beta","beta",2
"2845","alpha","alpha",2
"2846","ductal","ductal",2
"2847","acinar","acinar",2
"2848","beta","beta",2
"2849","acinar","acinar",2
"2850","beta","beta",2
"2851","beta","beta",2
"2852","beta","beta",2
"2853","alpha","alpha",2
"2854","ductal","acinar",2
"2855","alpha","alpha",2
"2856","acinar","acinar",2
"2857","ductal","ductal",2
"2858","acinar","acinar",2
"2859","beta","beta",2
"2860","acinar","acinar",2
"2861","beta","beta",2
"2862","ductal","ductal",2
"2863","beta","beta",2
"2864","beta","beta",2
"2865","beta","beta",2
"2866","alpha","alpha",2
"2867","beta","beta",2
"2868","ductal","ductal",2
"2869","delta","delta",2
"2870","delta","delta",2
"2871","alpha","alpha",2
"2872","endothelial","endothelial",2
"2873","beta","beta",2
"2874","ductal","ductal",2
"2875","acinar","acinar",2
"2876","beta","beta",2
"2877","alpha","alpha",2
"2878","beta","beta",2
"2879","beta","beta",2
"2880","beta","beta",2
"2881","alpha","alpha",2
