,pred,true_label,fold
1170,delta,delta,1
1171,alpha,alpha,1
1172,alpha,alpha,1
1173,acinar,acinar,1
1174,alpha,alpha,1
1175,acinar,acinar,1
1176,beta,beta,1
1177,alpha,alpha,1
1178,alpha,alpha,1
1179,delta,delta,1
1180,alpha,alpha,1
1181,ductal,ductal,1
1182,acinar,acinar,1
1183,alpha,alpha,1
1184,beta,beta,1
1185,beta,beta,1
1186,beta,beta,1
1187,endothelial,endothelial,1
1188,ductal,ductal,1
1189,beta,beta,1
1190,alpha,alpha,1
1191,alpha,alpha,1
1192,beta,beta,1
1193,beta,beta,1
1194,acinar,acinar,1
1195,beta,beta,1
1196,delta,delta,1
1197,acinar,acinar,1
1198,beta,beta,1
1199,beta,beta,1
1200,ductal,ductal,1
1201,beta,beta,1
1202,alpha,alpha,1
1203,activated_stellate,activated_stellate,1
1204,ductal,ductal,1
1205,ductal,ductal,1
1206,ductal,ductal,1
1207,beta,beta,1
1208,alpha,alpha,1
1209,beta,beta,1
1210,beta,beta,1
1211,delta,delta,1
1212,activated_stellate,activated_stellate,1
1213,acinar,acinar,1
1214,ductal,ductal,1
1215,alpha,alpha,1
1216,delta,alpha,1
1217,alpha,alpha,1
1218,alpha,alpha,1
1219,ductal,ductal,1
1220,alpha,alpha,1
1221,alpha,alpha,1
1222,alpha,alpha,1
1223,alpha,alpha,1
1224,activated_stellate,activated_stellate,1
1225,alpha,alpha,1
1226,alpha,alpha,1
1227,alpha,alpha,1
1228,alpha,alpha,1
1229,beta,beta,1
1230,activated_stellate,activated_stellate,1
1231,activated_stellate,activated_stellate,1
1232,alpha,alpha,1
1233,beta,beta,1
1234,acinar,acinar,1
1235,alpha,alpha,1
1236,acinar,beta,1
1237,alpha,alpha,1
1238,ductal,ductal,1
1239,alpha,alpha,1
1240,alpha,alpha,1
1241,alpha,alpha,1
1242,alpha,alpha,1
1243,alpha,alpha,1
1244,beta,beta,1
1245,beta,beta,1
1246,ductal,ductal,1
1247,alpha,alpha,1
1248,beta,beta,1
1249,delta,delta,1
1250,alpha,alpha,1
1251,endothelial,endothelial,1
1252,beta,alpha,1
1253,ductal,ductal,1
1254,alpha,alpha,1
1255,quiescent_stellate,quiescent_stellate,1
1256,alpha,alpha,1
1257,beta,beta,1
1258,alpha,alpha,1
1259,alpha,alpha,1
1260,endothelial,endothelial,1
1261,ductal,ductal,1
1262,beta,alpha,1
1263,beta,beta,1
1264,macrophage,macrophage,1
1265,ductal,ductal,1
1266,alpha,alpha,1
1267,beta,beta,1
1268,beta,beta,1
1269,beta,beta,1
1270,endothelial,endothelial,1
1271,beta,beta,1
1272,beta,beta,1
1273,endothelial,endothelial,1
1274,beta,beta,1
1275,acinar,acinar,1
1276,acinar,acinar,1
1277,acinar,acinar,1
1278,acinar,acinar,1
1279,acinar,acinar,1
1280,acinar,acinar,1
1281,acinar,acinar,1
1282,acinar,acinar,1
1283,acinar,acinar,1
1284,alpha,alpha,1
1285,ductal,ductal,1
1286,acinar,acinar,1
1287,acinar,acinar,1
1288,delta,delta,1
1289,acinar,acinar,1
1290,acinar,acinar,1
1291,delta,delta,1
1292,acinar,acinar,1
1293,acinar,acinar,1
1294,acinar,acinar,1
1295,acinar,acinar,1
1296,acinar,acinar,1
1297,acinar,acinar,1
1298,beta,beta,1
1299,beta,beta,1
1300,beta,beta,1
1301,acinar,acinar,1
1302,ductal,ductal,1
1303,alpha,alpha,1
1304,alpha,alpha,1
1305,acinar,acinar,1
1306,alpha,alpha,1
1307,acinar,acinar,1
1308,delta,delta,1
1309,ductal,ductal,1
1310,alpha,alpha,1
1311,alpha,alpha,1
1312,acinar,acinar,1
1313,alpha,alpha,1
1314,acinar,acinar,1
1315,beta,beta,1
1316,acinar,acinar,1
1317,alpha,alpha,1
1318,alpha,alpha,1
1319,alpha,alpha,1
1320,beta,beta,1
1321,ductal,ductal,1
1322,ductal,ductal,1
1323,alpha,alpha,1
1324,acinar,acinar,1
1325,beta,beta,1
1326,beta,beta,1
1327,beta,beta,1
1328,beta,beta,1
1329,alpha,alpha,1
1330,beta,beta,1
1331,ductal,ductal,1
1332,beta,beta,1
1333,alpha,alpha,1
1334,ductal,ductal,1
1335,delta,delta,1
1336,beta,beta,1
1337,acinar,acinar,1
1338,beta,beta,1
1339,alpha,alpha,1
1340,beta,beta,1
1341,alpha,alpha,1
1342,alpha,alpha,1
1343,acinar,acinar,1
1344,alpha,alpha,1
1345,beta,beta,1
1346,beta,beta,1
1347,endothelial,endothelial,1
1348,alpha,alpha,1
1349,alpha,alpha,1
1350,alpha,alpha,1
1351,ductal,ductal,1
1352,alpha,alpha,1
1353,gamma,gamma,1
1354,alpha,alpha,1
1355,quiescent_stellate,quiescent_stellate,1
1356,beta,beta,1
1357,alpha,alpha,1
1358,beta,beta,1
1359,alpha,alpha,1
1360,quiescent_stellate,quiescent_stellate,1
1361,beta,beta,1
1362,alpha,alpha,1
1363,alpha,alpha,1
1364,acinar,acinar,1
1365,beta,beta,1
1366,alpha,alpha,1
1367,beta,beta,1
1368,ductal,ductal,1
1369,alpha,alpha,1
1370,alpha,alpha,1
1371,beta,beta,1
1372,acinar,acinar,1
1373,endothelial,endothelial,1
1374,alpha,alpha,1
1375,alpha,alpha,1
1376,alpha,alpha,1
1377,macrophage,macrophage,1
1378,activated_stellate,activated_stellate,1
1379,alpha,alpha,1
1380,alpha,alpha,1
1381,alpha,alpha,1
1382,alpha,alpha,1
1383,endothelial,endothelial,1
1384,beta,beta,1
1385,acinar,acinar,1
1386,alpha,alpha,1
1387,acinar,acinar,1
1388,acinar,acinar,1
1389,beta,beta,1
1390,alpha,alpha,1
1391,alpha,alpha,1
1392,beta,beta,1
1393,beta,beta,1
1394,alpha,alpha,1
1395,activated_stellate,activated_stellate,1
1396,alpha,alpha,1
1397,beta,beta,1
1398,alpha,alpha,1
1399,acinar,acinar,1
1400,alpha,alpha,1
1401,alpha,alpha,1
1402,acinar,acinar,1
1403,alpha,alpha,1
1404,beta,beta,1
1405,ductal,ductal,1
1406,beta,beta,1
1407,ductal,ductal,1
1408,alpha,alpha,1
1409,alpha,alpha,1
1410,beta,beta,1
1411,acinar,acinar,1
1412,gamma,gamma,1
1413,alpha,alpha,1
1414,alpha,alpha,1
1415,alpha,alpha,1
1416,alpha,alpha,1
1417,acinar,acinar,1
1418,acinar,acinar,1
1419,acinar,acinar,1
1420,quiescent_stellate,quiescent_stellate,1
1421,alpha,alpha,1
1422,beta,beta,1
1423,alpha,alpha,1
1424,alpha,alpha,1
1425,beta,beta,1
1426,beta,beta,1
1427,acinar,acinar,1
1428,alpha,alpha,1
1429,alpha,alpha,1
1430,beta,beta,1
1431,ductal,ductal,1
1432,endothelial,endothelial,1
1433,beta,beta,1
1434,endothelial,endothelial,1
1435,alpha,alpha,1
1436,alpha,alpha,1
1437,alpha,alpha,1
1438,beta,beta,1
1439,ductal,ductal,1
1440,alpha,alpha,1
1441,endothelial,endothelial,1
1442,alpha,alpha,1
1443,macrophage,macrophage,1
1444,ductal,ductal,1
1445,alpha,alpha,1
1446,beta,beta,1
1447,delta,delta,1
1448,ductal,ductal,1
1449,ductal,ductal,1
1450,beta,beta,1
1451,ductal,ductal,1
1452,delta,delta,1
1453,ductal,ductal,1
1454,ductal,ductal,1
1455,ductal,ductal,1
1456,ductal,ductal,1
1457,beta,beta,1
1458,beta,beta,1
1459,alpha,alpha,1
1460,beta,beta,1
1461,ductal,ductal,1
1462,beta,beta,1
1463,gamma,gamma,1
1464,alpha,alpha,1
1465,acinar,ductal,1
1466,acinar,ductal,1
1467,delta,delta,1
1468,ductal,ductal,1
1469,alpha,alpha,1
1470,beta,beta,1
1471,alpha,alpha,1
1472,delta,delta,1
1473,beta,beta,1
1474,beta,beta,1
1475,beta,beta,1
1476,ductal,ductal,1
1477,delta,delta,1
1478,delta,delta,1
1479,beta,beta,1
1480,beta,beta,1
1481,beta,beta,1
1482,beta,beta,1
1483,ductal,ductal,1
1484,beta,beta,1
1485,beta,beta,1
1486,beta,beta,1
1487,alpha,alpha,1
1488,ductal,ductal,1
1489,gamma,gamma,1
1490,beta,beta,1
1491,delta,delta,1
1492,beta,beta,1
1493,alpha,alpha,1
1494,alpha,alpha,1
1495,ductal,ductal,1
1496,beta,beta,1
1497,beta,beta,1
1498,beta,beta,1
1499,beta,beta,1
1500,beta,beta,1
1501,alpha,alpha,1
1502,beta,beta,1
1503,alpha,alpha,1
1504,macrophage,macrophage,1
1505,activated_stellate,activated_stellate,1
1506,delta,delta,1
1507,alpha,alpha,1
1508,beta,beta,1
1509,delta,delta,1
1510,delta,delta,1
1511,beta,beta,1
1512,activated_stellate,activated_stellate,1
1513,beta,beta,1
1514,beta,beta,1
1515,gamma,gamma,1
1516,beta,beta,1
1517,beta,beta,1
1518,alpha,alpha,1
1519,ductal,ductal,1
1520,beta,beta,1
1521,ductal,ductal,1
1522,ductal,ductal,1
1523,alpha,alpha,1
1524,delta,delta,1
1525,beta,beta,1
1526,beta,beta,1
1527,beta,beta,1
1528,alpha,alpha,1
1529,beta,beta,1
1530,beta,beta,1
1531,beta,beta,1
1532,delta,delta,1
1533,beta,beta,1
1534,beta,beta,1
1535,ductal,ductal,1
1536,alpha,alpha,1
1537,beta,beta,1
1538,beta,beta,1
1539,beta,beta,1
1540,alpha,alpha,1
1541,beta,beta,1
1542,activated_stellate,activated_stellate,1
1543,ductal,ductal,1
1544,beta,beta,1
1545,beta,beta,1
1546,ductal,ductal,1
1547,beta,beta,1
1548,beta,beta,1
1549,alpha,alpha,1
1550,alpha,alpha,1
1551,ductal,ductal,1
1552,beta,beta,1
1553,beta,beta,1
1554,alpha,alpha,1
1555,beta,beta,1
1556,ductal,ductal,1
1557,beta,beta,1
1558,beta,beta,1
1559,beta,beta,1
1560,beta,beta,1
1561,ductal,ductal,1
1562,ductal,ductal,1
1563,gamma,gamma,1
1564,alpha,alpha,1
1565,delta,delta,1
1566,alpha,alpha,1
1567,alpha,alpha,1
1568,activated_stellate,activated_stellate,1
1569,beta,beta,1
1570,ductal,ductal,1
1571,ductal,ductal,1
1572,beta,beta,1
1573,acinar,ductal,1
1574,ductal,ductal,1
1575,ductal,ductal,1
1576,beta,beta,1
1577,ductal,ductal,1
1578,delta,delta,1
1579,beta,beta,1
1580,delta,delta,1
1581,beta,beta,1
1582,alpha,alpha,1
1583,ductal,ductal,1
1584,ductal,ductal,1
1585,ductal,ductal,1
1586,alpha,alpha,1
1587,beta,beta,1
1588,beta,beta,1
1589,alpha,alpha,1
1590,ductal,ductal,1
1591,beta,ductal,1
1592,beta,beta,1
1593,delta,delta,1
1594,gamma,gamma,1
1595,alpha,alpha,1
1596,beta,beta,1
1597,beta,beta,1
1598,ductal,ductal,1
1599,alpha,alpha,1
1600,delta,delta,1
1601,delta,delta,1
1602,alpha,alpha,1
1603,alpha,alpha,1
1604,beta,beta,1
1605,beta,beta,1
1606,delta,delta,1
1607,ductal,ductal,1
1608,beta,beta,1
1609,gamma,gamma,1
1610,beta,beta,1
1611,alpha,alpha,1
1612,beta,beta,1
1613,ductal,ductal,1
1614,gamma,gamma,1
1615,alpha,alpha,1
1616,beta,beta,1
1617,beta,beta,1
1618,alpha,alpha,1
1619,activated_stellate,activated_stellate,1
1620,delta,delta,1
1621,beta,beta,1
1622,beta,beta,1
1623,schwann,activated_stellate,1
1624,beta,beta,1
1625,ductal,ductal,1
1626,gamma,gamma,1
1627,alpha,alpha,1
1628,ductal,ductal,1
1629,acinar,acinar,1
1630,ductal,ductal,1
1631,gamma,gamma,1
1632,ductal,ductal,1
1633,gamma,gamma,1
1634,beta,beta,1
1635,alpha,alpha,1
1636,beta,beta,1
1637,beta,beta,1
1638,ductal,ductal,1
1639,ductal,ductal,1
1640,ductal,ductal,1
1641,beta,beta,1
1642,ductal,ductal,1
1643,alpha,alpha,1
1644,beta,beta,1
1645,ductal,ductal,1
1646,alpha,alpha,1
1647,gamma,gamma,1
1648,alpha,alpha,1
1649,alpha,alpha,1
1650,alpha,alpha,1
1651,beta,beta,1
1652,beta,beta,1
1653,delta,delta,1
1654,beta,beta,1
1655,beta,beta,1
1656,alpha,alpha,1
1657,ductal,ductal,1
1658,beta,beta,1
1659,ductal,ductal,1
1660,alpha,alpha,1
1661,alpha,alpha,1
1662,ductal,ductal,1
1663,beta,beta,1
1664,alpha,alpha,1
1665,acinar,ductal,1
1666,gamma,gamma,1
1667,ductal,ductal,1
1668,ductal,ductal,1
1669,alpha,alpha,1
1670,beta,beta,1
1671,beta,beta,1
1672,alpha,alpha,1
1673,delta,delta,1
1674,ductal,ductal,1
1675,beta,beta,1
1676,beta,beta,1
1677,delta,delta,1
1678,alpha,alpha,1
1679,alpha,alpha,1
1680,beta,beta,1
1681,alpha,alpha,1
1682,ductal,ductal,1
1683,gamma,gamma,1
1684,beta,beta,1
1685,activated_stellate,activated_stellate,1
1686,alpha,alpha,1
1687,alpha,alpha,1
1688,ductal,ductal,1
1689,beta,beta,1
1690,beta,beta,1
1691,beta,beta,1
1692,ductal,ductal,1
1693,alpha,alpha,1
1694,beta,beta,1
1695,beta,beta,1
1696,alpha,alpha,1
1697,ductal,ductal,1
1698,ductal,ductal,1
1699,beta,beta,1
1700,beta,beta,1
1701,beta,beta,1
1702,alpha,alpha,1
1703,ductal,ductal,1
1704,alpha,alpha,1
1705,beta,beta,1
1706,mast,mast,1
1707,beta,beta,1
1708,schwann,schwann,1
1709,delta,delta,1
1710,alpha,alpha,1
1711,quiescent_stellate,quiescent_stellate,1
1712,beta,beta,1
1713,beta,beta,1
0,acinar,acinar,2
1,acinar,acinar,2
2,beta,beta,2
3,acinar,acinar,2
4,acinar,acinar,2
5,delta,delta,2
6,ductal,ductal,2
7,beta,beta,2
8,alpha,alpha,2
9,alpha,alpha,2
10,acinar,acinar,2
11,beta,beta,2
12,activated_stellate,activated_stellate,2
13,beta,beta,2
14,activated_stellate,activated_stellate,2
15,activated_stellate,activated_stellate,2
16,activated_stellate,activated_stellate,2
17,delta,delta,2
18,beta,beta,2
19,beta,beta,2
20,alpha,alpha,2
21,delta,delta,2
22,beta,beta,2
23,beta,beta,2
24,beta,beta,2
25,beta,beta,2
26,beta,beta,2
27,delta,delta,2
28,beta,beta,2
29,beta,beta,2
30,beta,beta,2
31,beta,beta,2
32,alpha,alpha,2
33,beta,beta,2
34,beta,beta,2
35,beta,beta,2
36,activated_stellate,activated_stellate,2
37,beta,beta,2
38,beta,beta,2
39,acinar,acinar,2
40,beta,beta,2
41,alpha,alpha,2
42,alpha,alpha,2
43,beta,beta,2
44,ductal,ductal,2
45,quiescent_stellate,endothelial,2
46,beta,beta,2
47,beta,beta,2
48,alpha,alpha,2
49,beta,beta,2
50,delta,delta,2
51,beta,beta,2
52,delta,delta,2
53,beta,beta,2
54,quiescent_stellate,quiescent_stellate,2
55,delta,delta,2
56,beta,beta,2
57,beta,beta,2
58,ductal,ductal,2
59,endothelial,endothelial,2
60,beta,beta,2
61,endothelial,endothelial,2
62,beta,beta,2
63,beta,beta,2
64,beta,beta,2
65,alpha,alpha,2
66,beta,beta,2
67,acinar,acinar,2
68,beta,beta,2
69,alpha,alpha,2
70,beta,beta,2
71,alpha,alpha,2
72,beta,beta,2
73,endothelial,endothelial,2
74,beta,beta,2
75,endothelial,endothelial,2
76,alpha,alpha,2
77,beta,beta,2
78,beta,beta,2
79,alpha,alpha,2
80,beta,beta,2
81,beta,beta,2
82,endothelial,endothelial,2
83,beta,beta,2
84,macrophage,macrophage,2
85,acinar,ductal,2
86,endothelial,endothelial,2
87,beta,beta,2
88,endothelial,endothelial,2
89,beta,beta,2
90,beta,beta,2
91,endothelial,endothelial,2
92,quiescent_stellate,quiescent_stellate,2
93,endothelial,endothelial,2
94,beta,beta,2
95,beta,beta,2
96,gamma,gamma,2
97,ductal,ductal,2
98,quiescent_stellate,quiescent_stellate,2
99,delta,delta,2
100,alpha,alpha,2
101,beta,beta,2
102,beta,beta,2
103,endothelial,endothelial,2
104,gamma,gamma,2
105,beta,beta,2
106,beta,beta,2
107,endothelial,endothelial,2
108,beta,beta,2
109,quiescent_stellate,quiescent_stellate,2
110,endothelial,endothelial,2
111,quiescent_stellate,quiescent_stellate,2
112,beta,beta,2
113,alpha,alpha,2
114,beta,beta,2
115,beta,beta,2
116,acinar,acinar,2
117,beta,beta,2
118,endothelial,endothelial,2
119,delta,delta,2
120,delta,delta,2
121,delta,delta,2
122,delta,delta,2
123,delta,delta,2
124,delta,delta,2
125,delta,delta,2
126,beta,beta,2
127,activated_stellate,activated_stellate,2
128,beta,beta,2
129,alpha,alpha,2
130,ductal,ductal,2
131,delta,delta,2
132,beta,beta,2
133,delta,delta,2
134,delta,delta,2
135,beta,beta,2
136,beta,beta,2
137,acinar,acinar,2
138,beta,beta,2
139,alpha,alpha,2
140,endothelial,endothelial,2
141,beta,beta,2
142,beta,beta,2
143,beta,beta,2
144,beta,beta,2
145,delta,delta,2
146,beta,beta,2
147,beta,beta,2
148,beta,beta,2
149,beta,beta,2
150,beta,beta,2
151,beta,beta,2
152,beta,beta,2
153,delta,delta,2
154,acinar,acinar,2
155,beta,beta,2
156,beta,beta,2
157,beta,beta,2
158,alpha,alpha,2
159,delta,delta,2
160,beta,beta,2
161,beta,beta,2
162,acinar,acinar,2
163,beta,beta,2
164,endothelial,endothelial,2
165,delta,beta,2
166,beta,beta,2
167,delta,delta,2
168,endothelial,endothelial,2
169,beta,beta,2
170,alpha,alpha,2
171,alpha,alpha,2
172,delta,delta,2
173,beta,beta,2
174,beta,beta,2
175,delta,delta,2
176,alpha,alpha,2
177,beta,beta,2
178,beta,beta,2
179,alpha,alpha,2
180,alpha,alpha,2
181,alpha,alpha,2
182,alpha,alpha,2
183,beta,beta,2
184,ductal,ductal,2
185,alpha,alpha,2
186,ductal,ductal,2
187,delta,delta,2
188,macrophage,macrophage,2
189,quiescent_stellate,quiescent_stellate,2
190,delta,delta,2
191,alpha,alpha,2
192,beta,beta,2
193,beta,beta,2
194,beta,beta,2
195,alpha,alpha,2
196,endothelial,endothelial,2
197,alpha,alpha,2
198,ductal,ductal,2
199,beta,beta,2
200,acinar,acinar,2
201,acinar,acinar,2
202,delta,delta,2
203,quiescent_stellate,quiescent_stellate,2
204,alpha,alpha,2
205,beta,beta,2
206,alpha,alpha,2
207,endothelial,endothelial,2
208,alpha,alpha,2
209,gamma,gamma,2
210,alpha,alpha,2
211,beta,beta,2
212,schwann,schwann,2
213,alpha,alpha,2
214,endothelial,endothelial,2
215,activated_stellate,activated_stellate,2
216,acinar,acinar,2
217,ductal,ductal,2
218,alpha,alpha,2
219,beta,beta,2
220,endothelial,endothelial,2
221,alpha,alpha,2
222,macrophage,macrophage,2
223,beta,beta,2
224,beta,beta,2
225,ductal,ductal,2
226,beta,beta,2
227,gamma,gamma,2
228,beta,beta,2
229,mast,mast,2
230,quiescent_stellate,quiescent_stellate,2
231,beta,beta,2
232,alpha,alpha,2
233,ductal,ductal,2
234,beta,beta,2
235,alpha,alpha,2
236,quiescent_stellate,quiescent_stellate,2
237,beta,beta,2
238,beta,beta,2
239,endothelial,endothelial,2
240,endothelial,endothelial,2
241,delta,delta,2
242,acinar,acinar,2
243,delta,delta,2
244,delta,delta,2
245,acinar,ductal,2
246,delta,delta,2
247,delta,delta,2
248,acinar,acinar,2
249,delta,delta,2
250,delta,delta,2
251,delta,delta,2
252,beta,beta,2
253,delta,delta,2
254,acinar,acinar,2
255,beta,beta,2
256,delta,delta,2
257,alpha,alpha,2
258,beta,beta,2
259,alpha,alpha,2
260,beta,beta,2
261,beta,beta,2
262,beta,beta,2
263,beta,beta,2
264,beta,beta,2
265,acinar,acinar,2
266,ductal,ductal,2
267,delta,delta,2
268,ductal,ductal,2
269,beta,beta,2
270,beta,beta,2
271,beta,beta,2
272,alpha,alpha,2
273,beta,beta,2
274,beta,beta,2
275,beta,beta,2
276,macrophage,macrophage,2
277,beta,beta,2
278,beta,beta,2
279,beta,beta,2
280,beta,beta,2
281,ductal,ductal,2
282,alpha,alpha,2
283,beta,beta,2
284,beta,beta,2
285,ductal,ductal,2
286,beta,beta,2
287,beta,beta,2
288,beta,beta,2
289,alpha,alpha,2
290,beta,beta,2
291,beta,beta,2
292,beta,beta,2
293,alpha,alpha,2
294,alpha,alpha,2
295,beta,beta,2
296,beta,beta,2
297,beta,beta,2
298,quiescent_stellate,quiescent_stellate,2
299,beta,beta,2
300,beta,beta,2
301,beta,beta,2
302,beta,beta,2
303,beta,beta,2
304,beta,beta,2
305,beta,beta,2
306,beta,beta,2
307,beta,beta,2
308,gamma,gamma,2
309,gamma,gamma,2
310,beta,beta,2
311,beta,beta,2
312,alpha,alpha,2
313,beta,beta,2
314,beta,beta,2
315,beta,beta,2
316,acinar,acinar,2
317,beta,beta,2
318,alpha,alpha,2
319,alpha,alpha,2
320,beta,beta,2
321,beta,beta,2
322,gamma,gamma,2
323,beta,beta,2
324,ductal,ductal,2
325,beta,beta,2
326,gamma,gamma,2
327,beta,beta,2
328,ductal,ductal,2
329,endothelial,endothelial,2
330,beta,beta,2
331,beta,beta,2
332,beta,beta,2
333,quiescent_stellate,quiescent_stellate,2
334,beta,beta,2
335,epsilon,epsilon,2
336,beta,beta,2
337,gamma,gamma,2
338,beta,beta,2
339,alpha,alpha,2
340,delta,delta,2
341,alpha,alpha,2
342,beta,beta,2
343,alpha,alpha,2
344,beta,beta,2
345,beta,beta,2
346,alpha,alpha,2
347,beta,beta,2
348,beta,beta,2
349,epsilon,epsilon,2
350,endothelial,endothelial,2
351,alpha,alpha,2
352,acinar,acinar,2
353,delta,delta,2
354,beta,beta,2
355,beta,beta,2
356,acinar,acinar,2
357,beta,beta,2
358,beta,beta,2
359,quiescent_stellate,quiescent_stellate,2
360,beta,beta,2
361,beta,beta,2
362,beta,beta,2
363,alpha,alpha,2
364,beta,beta,2
365,quiescent_stellate,quiescent_stellate,2
366,beta,beta,2
367,acinar,acinar,2
368,alpha,alpha,2
369,beta,beta,2
370,quiescent_stellate,quiescent_stellate,2
371,acinar,acinar,2
372,beta,beta,2
373,acinar,acinar,2
374,quiescent_stellate,quiescent_stellate,2
375,beta,beta,2
376,beta,beta,2
377,beta,beta,2
378,quiescent_stellate,quiescent_stellate,2
379,beta,beta,2
380,beta,beta,2
381,beta,beta,2
382,endothelial,endothelial,2
383,activated_stellate,activated_stellate,2
384,quiescent_stellate,quiescent_stellate,2
385,alpha,alpha,2
386,beta,beta,2
387,beta,beta,2
388,beta,beta,2
389,quiescent_stellate,quiescent_stellate,2
390,beta,beta,2
391,alpha,alpha,2
392,alpha,alpha,2
393,activated_stellate,activated_stellate,2
394,ductal,ductal,2
395,ductal,ductal,2
396,activated_stellate,activated_stellate,2
397,delta,delta,2
398,ductal,ductal,2
399,alpha,alpha,2
400,ductal,ductal,2
401,quiescent_stellate,quiescent_stellate,2
402,beta,beta,2
403,beta,beta,2
404,alpha,alpha,2
405,ductal,ductal,2
406,alpha,alpha,2
407,ductal,ductal,2
408,alpha,alpha,2
409,alpha,alpha,2
410,alpha,alpha,2
411,beta,beta,2
412,beta,beta,2
413,alpha,alpha,2
414,ductal,ductal,2
415,alpha,alpha,2
416,activated_stellate,activated_stellate,2
417,beta,beta,2
418,alpha,alpha,2
419,ductal,ductal,2
420,alpha,alpha,2
421,ductal,ductal,2
422,beta,beta,2
423,alpha,alpha,2
424,alpha,alpha,2
425,alpha,alpha,2
426,beta,beta,2
427,beta,beta,2
428,beta,beta,2
429,delta,delta,2
430,beta,beta,2
431,alpha,alpha,2
432,beta,beta,2
433,alpha,alpha,2
434,ductal,ductal,2
435,beta,beta,2
436,beta,beta,2
437,beta,beta,2
438,beta,beta,2
439,beta,beta,2
440,alpha,alpha,2
441,ductal,ductal,2
442,alpha,alpha,2
443,ductal,ductal,2
444,ductal,ductal,2
445,ductal,ductal,2
446,beta,beta,2
447,ductal,ductal,2
448,alpha,alpha,2
449,ductal,ductal,2
450,alpha,alpha,2
451,ductal,ductal,2
452,delta,delta,2
453,beta,beta,2
454,alpha,alpha,2
455,gamma,gamma,2
456,quiescent_stellate,quiescent_stellate,2
457,beta,beta,2
458,alpha,alpha,2
459,beta,beta,2
460,epsilon,epsilon,2
461,alpha,alpha,2
462,alpha,alpha,2
463,gamma,gamma,2
464,ductal,ductal,2
465,gamma,gamma,2
466,alpha,alpha,2
467,delta,delta,2
468,alpha,alpha,2
469,ductal,ductal,2
470,alpha,alpha,2
471,beta,beta,2
472,alpha,alpha,2
473,alpha,alpha,2
474,gamma,gamma,2
475,beta,beta,2
476,alpha,alpha,2
477,schwann,schwann,2
478,ductal,ductal,2
479,ductal,ductal,2
480,activated_stellate,activated_stellate,2
481,gamma,gamma,2
482,beta,beta,2
483,beta,beta,2
484,alpha,alpha,2
485,ductal,ductal,2
486,mast,mast,2
487,alpha,alpha,2
488,ductal,ductal,2
489,ductal,ductal,2
490,alpha,alpha,2
491,macrophage,macrophage,2
492,alpha,alpha,2
493,delta,delta,2
494,ductal,ductal,2
495,delta,delta,2
496,macrophage,macrophage,2
497,beta,beta,2
498,beta,beta,2
499,ductal,ductal,2
500,delta,delta,2
501,alpha,alpha,2
502,beta,beta,2
503,beta,beta,2
504,alpha,alpha,2
505,beta,beta,2
506,alpha,alpha,2
507,beta,beta,2
508,beta,beta,2
509,beta,beta,2
510,alpha,alpha,2
511,ductal,ductal,2
512,gamma,gamma,2
513,alpha,alpha,2
514,beta,beta,2
515,beta,beta,2
516,ductal,ductal,2
517,beta,beta,2
518,alpha,alpha,2
519,beta,beta,2
520,beta,beta,2
521,beta,beta,2
522,alpha,alpha,2
523,acinar,acinar,2
524,delta,delta,2
525,delta,delta,2
526,alpha,alpha,2
527,gamma,gamma,2
528,ductal,ductal,2
529,ductal,ductal,2
530,alpha,alpha,2
531,beta,beta,2
532,activated_stellate,activated_stellate,2
533,alpha,alpha,2
534,ductal,ductal,2
535,alpha,alpha,2
536,alpha,alpha,2
537,ductal,ductal,2
538,ductal,ductal,2
539,alpha,alpha,2
540,alpha,alpha,2
541,beta,beta,2
542,ductal,ductal,2
543,ductal,ductal,2
544,beta,beta,2
545,alpha,alpha,2
546,schwann,schwann,2
547,alpha,alpha,2
548,alpha,alpha,2
549,activated_stellate,activated_stellate,2
550,beta,beta,2
551,alpha,alpha,2
552,alpha,alpha,2
553,gamma,gamma,2
554,alpha,alpha,2
555,gamma,gamma,2
556,alpha,alpha,2
557,alpha,alpha,2
558,alpha,alpha,2
559,alpha,alpha,2
560,alpha,alpha,2
561,alpha,alpha,2
562,activated_stellate,activated_stellate,2
563,alpha,beta,2
564,alpha,alpha,2
565,endothelial,endothelial,2
566,alpha,alpha,2
567,beta,beta,2
568,alpha,alpha,2
569,ductal,ductal,2
570,alpha,alpha,2
571,activated_stellate,activated_stellate,2
572,alpha,alpha,2
573,beta,beta,2
574,alpha,alpha,2
575,alpha,alpha,2
576,alpha,alpha,2
577,beta,beta,2
578,alpha,alpha,2
579,alpha,alpha,2
580,beta,beta,2
581,alpha,alpha,2
582,quiescent_stellate,quiescent_stellate,2
583,ductal,ductal,2
584,alpha,alpha,2
585,beta,beta,2
586,ductal,ductal,2
587,beta,beta,2
588,alpha,alpha,2
589,alpha,alpha,2
590,alpha,alpha,2
591,activated_stellate,activated_stellate,2
592,alpha,alpha,2
593,beta,beta,2
594,alpha,alpha,2
595,alpha,alpha,2
596,alpha,alpha,2
597,beta,beta,2
598,beta,beta,2
599,ductal,ductal,2
600,ductal,ductal,2
601,mast,mast,2
602,gamma,gamma,2
603,alpha,alpha,2
604,mast,mast,2
605,alpha,alpha,2
606,quiescent_stellate,quiescent_stellate,2
607,beta,beta,2
608,delta,delta,2
609,alpha,alpha,2
610,beta,beta,2
611,beta,beta,2
