"","pred","true_label","fold"
"Cell_16610","delta","beta",2
"Cell_16710","beta","beta",2
"Cell_16810","beta","delta",2
"Cell_16910","endothelial","endothelial",2
"Cell_17010","beta","beta",2
"Cell_1717","alpha","alpha",2
"Cell_1721","alpha","alpha",2
"Cell_1731","delta","delta",2
"Cell_1741","beta","beta",2
"Cell_1751","beta","beta",2
"Cell_1761","delta","delta",2
"Cell_1771","alpha","alpha",2
"Cell_1781","beta","beta",2
"Cell_1791","beta","beta",2
"Cell_1801","alpha","alpha",2
"Cell_1811","alpha","alpha",2
"Cell_1821","alpha","alpha",2
"Cell_1831","alpha","alpha",2
"Cell_1841","beta","beta",2
"Cell_1851","ductal","ductal",2
"Cell_1861","alpha","alpha",2
"Cell_1871","ductal","ductal",2
"Cell_1881","delta","delta",2
"Cell_1891","macrophage","macrophage",2
"Cell_1901","quiescent_stellate","quiescent_stellate",2
"Cell_1911","delta","delta",2
"Cell_1921","alpha","alpha",2
"Cell_1931","beta","beta",2
"Cell_1941","beta","beta",2
"Cell_1951","beta","beta",2
"Cell_1961","alpha","alpha",2
"Cell_1971","endothelial","endothelial",2
"Cell_1981","alpha","alpha",2
"Cell_1991","ductal","ductal",2
"Cell_2001","beta","beta",2
"Cell_2011","acinar","acinar",2
"Cell_2021","acinar","acinar",2
"Cell_2031","delta","delta",2
"Cell_2041","quiescent_stellate","quiescent_stellate",2
"Cell_2051","alpha","alpha",2
"Cell_2061","beta","beta",2
"Cell_2071","alpha","alpha",2
"Cell_2081","endothelial","endothelial",2
"Cell_2091","alpha","alpha",2
"Cell_2101","gamma","gamma",2
"Cell_2111","alpha","alpha",2
"Cell_2121","beta","beta",2
"Cell_2131","ductal","schwann",2
"Cell_2141","alpha","alpha",2
"Cell_2151","endothelial","endothelial",2
"Cell_2161","activated_stellate","activated_stellate",2
"Cell_2171","acinar","acinar",2
"Cell_2181","ductal","ductal",2
"Cell_2191","alpha","alpha",2
"Cell_2201","beta","beta",2
"Cell_2211","endothelial","endothelial",2
"Cell_2221","alpha","alpha",2
"Cell_2231","macrophage","macrophage",2
"Cell_2241","beta","beta",2
"Cell_2251","beta","beta",2
"Cell_2261","ductal","ductal",2
"Cell_2271","beta","beta",2
"Cell_2281","gamma","gamma",2
"Cell_2291","beta","beta",2
"Cell_2301","mast","mast",2
"Cell_2311","quiescent_stellate","quiescent_stellate",2
"Cell_2321","beta","beta",2
"Cell_2331","alpha","alpha",2
"Cell_2341","ductal","ductal",2
"Cell_2351","beta","beta",2
"Cell_2361","alpha","alpha",2
"Cell_2371","quiescent_stellate","quiescent_stellate",2
"Cell_2381","beta","beta",2
"Cell_2391","beta","beta",2
"Cell_2401","endothelial","endothelial",2
"Cell_2411","endothelial","endothelial",2
"Cell_2421","delta","delta",2
"Cell_2431","acinar","acinar",2
"Cell_2441","delta","delta",2
"Cell_2451","delta","delta",2
"Cell_2461","acinar","ductal",2
"Cell_2471","delta","delta",2
"Cell_2481","delta","delta",2
"Cell_2491","acinar","acinar",2
"Cell_2501","delta","delta",2
"Cell_2511","delta","delta",2
"Cell_2521","delta","delta",2
"Cell_2531","beta","beta",2
"Cell_2541","delta","delta",2
"Cell_2551","acinar","acinar",2
"Cell_2561","beta","beta",2
"Cell_2571","delta","delta",2
"Cell_2581","alpha","alpha",2
"Cell_2591","beta","beta",2
"Cell_2601","alpha","alpha",2
"Cell_2611","beta","beta",2
"Cell_2621","beta","beta",2
"Cell_2631","beta","beta",2
"Cell_2641","beta","beta",2
"Cell_2651","beta","beta",2
"Cell_2661","acinar","acinar",2
"Cell_2671","ductal","ductal",2
"Cell_2681","delta","delta",2
"Cell_2691","ductal","ductal",2
"Cell_2701","beta","beta",2
"Cell_2711","beta","beta",2
"Cell_2721","beta","beta",2
"Cell_2731","alpha","alpha",2
"Cell_2741","beta","beta",2
"Cell_2751","beta","beta",2
"Cell_2761","beta","beta",2
"Cell_2771","macrophage","macrophage",2
"Cell_2781","beta","beta",2
"Cell_2791","beta","beta",2
"Cell_2801","beta","beta",2
"Cell_2811","beta","beta",2
"Cell_2821","ductal","ductal",2
"Cell_2831","alpha","alpha",2
"Cell_2841","beta","beta",2
"Cell_2851","beta","beta",2
"Cell_2861","ductal","ductal",2
"Cell_2871","beta","beta",2
"Cell_2881","beta","beta",2
"Cell_2891","beta","beta",2
"Cell_2901","alpha","alpha",2
"Cell_2911","beta","beta",2
"Cell_2921","beta","beta",2
"Cell_2931","beta","beta",2
"Cell_2941","alpha","alpha",2
"Cell_2951","alpha","alpha",2
"Cell_2961","beta","beta",2
"Cell_2971","beta","beta",2
"Cell_2981","beta","beta",2
"Cell_2991","quiescent_stellate","quiescent_stellate",2
"Cell_3001","beta","beta",2
"Cell_3011","beta","beta",2
"Cell_3021","beta","beta",2
"Cell_3031","beta","beta",2
"Cell_3041","beta","beta",2
"Cell_3051","beta","beta",2
"Cell_3061","beta","beta",2
"Cell_3071","beta","beta",2
"Cell_3081","beta","beta",2
"Cell_3091","gamma","gamma",2
"Cell_3101","gamma","gamma",2
"Cell_3111","beta","beta",2
"Cell_3121","beta","beta",2
"Cell_3131","alpha","alpha",2
"Cell_3141","beta","beta",2
"Cell_3151","beta","beta",2
"Cell_3161","beta","beta",2
"Cell_3171","acinar","acinar",2
"Cell_3181","beta","beta",2
"Cell_3191","alpha","alpha",2
"Cell_3201","alpha","alpha",2
"Cell_3211","beta","beta",2
"Cell_3221","beta","beta",2
"Cell_3231","gamma","gamma",2
"Cell_3241","beta","beta",2
"Cell_3251","ductal","ductal",2
"Cell_3261","beta","beta",2
"Cell_3271","gamma","gamma",2
"Cell_3281","beta","beta",2
"Cell_3291","ductal","ductal",2
"Cell_3301","endothelial","endothelial",2
"Cell_3311","beta","beta",2
"Cell_3321","beta","beta",2
"Cell_3331","beta","beta",2
"Cell_3341","quiescent_stellate","quiescent_stellate",2
"Cell_3351","beta","beta",2
"Cell_3361","gamma","epsilon",2
"Cell_3371","beta","beta",2
"Cell_3381","gamma","gamma",2
"Cell_3391","beta","beta",2
"Cell_3401","alpha","alpha",2
"Cell_3411","delta","delta",2
"Cell_3421","alpha","alpha",2
"Cell_3431","beta","beta",2
"Cell_3441","alpha","alpha",2
"Cell_3451","beta","beta",2
"Cell_3461","beta","beta",2
"Cell_3471","alpha","alpha",2
"Cell_3481","beta","beta",2
"Cell_3491","beta","beta",2
"Cell_3501","delta","epsilon",2
"Cell_3511","endothelial","endothelial",2
"Cell_3521","alpha","alpha",2
"Cell_3531","acinar","acinar",2
"Cell_3541","delta","delta",2
"Cell_3551","beta","beta",2
"Cell_3561","beta","beta",2
"Cell_3571","acinar","acinar",2
"Cell_3581","beta","beta",2
"Cell_3591","beta","beta",2
"Cell_3601","quiescent_stellate","quiescent_stellate",2
"Cell_3611","beta","beta",2
"Cell_3621","beta","beta",2
"Cell_3631","beta","beta",2
"Cell_3641","alpha","alpha",2
"Cell_3651","beta","beta",2
"Cell_3661","quiescent_stellate","quiescent_stellate",2
"Cell_3671","beta","beta",2
"Cell_3681","acinar","acinar",2
"Cell_3691","alpha","alpha",2
"Cell_3701","beta","beta",2
"Cell_3711","quiescent_stellate","quiescent_stellate",2
"Cell_3721","acinar","acinar",2
"Cell_3731","beta","beta",2
"Cell_3741","acinar","acinar",2
"Cell_3751","quiescent_stellate","quiescent_stellate",2
"Cell_3761","beta","beta",2
"Cell_3771","beta","beta",2
"Cell_3781","beta","beta",2
"Cell_3791","quiescent_stellate","quiescent_stellate",2
"Cell_3801","beta","beta",2
"Cell_3811","beta","beta",2
"Cell_3821","beta","beta",2
"Cell_3831","endothelial","endothelial",2
"Cell_3841","activated_stellate","activated_stellate",2
"Cell_3851","quiescent_stellate","quiescent_stellate",2
"Cell_3861","alpha","alpha",2
"Cell_3871","beta","beta",2
"Cell_3881","beta","beta",2
"Cell_3891","beta","beta",2
"Cell_3901","quiescent_stellate","quiescent_stellate",2
"Cell_3911","beta","beta",2
"Cell_3921","alpha","alpha",2
"Cell_3931","alpha","alpha",2
"Cell_3941","activated_stellate","activated_stellate",2
"Cell_3951","ductal","ductal",2
"Cell_3961","ductal","ductal",2
"Cell_3971","activated_stellate","activated_stellate",2
"Cell_3981","delta","delta",2
"Cell_3991","ductal","ductal",2
"Cell_4001","alpha","alpha",2
"Cell_4011","ductal","ductal",2
"Cell_4021","quiescent_stellate","quiescent_stellate",2
"Cell_4031","beta","beta",2
"Cell_4041","beta","beta",2
"Cell_4051","alpha","alpha",2
"Cell_4061","ductal","ductal",2
"Cell_4071","alpha","alpha",2
"Cell_4081","ductal","ductal",2
"Cell_4091","alpha","alpha",2
"Cell_4101","alpha","alpha",2
"Cell_4111","alpha","alpha",2
"Cell_4121","beta","beta",2
"Cell_4131","beta","beta",2
"Cell_4141","alpha","alpha",2
"Cell_4151","ductal","ductal",2
"Cell_4161","alpha","alpha",2
"Cell_4171","activated_stellate","activated_stellate",2
"Cell_4181","beta","beta",2
"Cell_4191","alpha","alpha",2
"Cell_4201","ductal","ductal",2
"Cell_4211","alpha","alpha",2
"Cell_4221","ductal","ductal",2
"Cell_4231","beta","beta",2
"Cell_4241","alpha","alpha",2
"Cell_4251","alpha","alpha",2
"Cell_4261","alpha","alpha",2
"Cell_4271","beta","beta",2
"Cell_4281","beta","beta",2
"Cell_4291","beta","beta",2
"Cell_4301","delta","delta",2
"Cell_4311","beta","beta",2
"Cell_4321","alpha","alpha",2
"Cell_4331","beta","beta",2
"Cell_4341","alpha","alpha",2
"Cell_4351","ductal","ductal",2
"Cell_4361","beta","beta",2
"Cell_4371","beta","beta",2
"Cell_4381","beta","beta",2
"Cell_4391","beta","beta",2
"Cell_4401","beta","beta",2
"Cell_4411","alpha","alpha",2
"Cell_4421","ductal","ductal",2
"Cell_4431","alpha","alpha",2
"Cell_4441","ductal","ductal",2
"Cell_4451","ductal","ductal",2
"Cell_4461","ductal","ductal",2
"Cell_4471","beta","beta",2
"Cell_4481","ductal","ductal",2
"Cell_4491","alpha","alpha",2
"Cell_4501","ductal","ductal",2
"Cell_4511","alpha","alpha",2
"Cell_4521","ductal","ductal",2
"Cell_4531","delta","delta",2
"Cell_4541","beta","beta",2
"Cell_4551","alpha","alpha",2
"Cell_4561","gamma","gamma",2
"Cell_4571","quiescent_stellate","quiescent_stellate",2
"Cell_4581","beta","beta",2
"Cell_4591","alpha","alpha",2
"Cell_4601","beta","beta",2
"Cell_4611","gamma","epsilon",2
"Cell_4621","alpha","alpha",2
"Cell_4631","alpha","alpha",2
"Cell_4641","gamma","gamma",2
"Cell_4651","ductal","ductal",2
"Cell_4661","gamma","gamma",2
"Cell_4671","alpha","alpha",2
"Cell_4681","delta","delta",2
"Cell_4691","alpha","alpha",2
"Cell_4701","ductal","ductal",2
"Cell_4711","alpha","alpha",2
"Cell_4721","beta","beta",2
"Cell_4731","alpha","alpha",2
"Cell_4741","alpha","alpha",2
"Cell_4751","gamma","gamma",2
"Cell_4761","beta","beta",2
"Cell_4771","alpha","alpha",2
"Cell_4781","ductal","schwann",2
"Cell_4791","ductal","ductal",2
"Cell_4801","ductal","ductal",2
"Cell_4811","activated_stellate","activated_stellate",2
"Cell_4821","gamma","gamma",2
"Cell_4831","beta","beta",2
"Cell_4841","beta","beta",2
"Cell_4851","alpha","alpha",2
"Cell_4861","ductal","ductal",2
"Cell_4871","mast","mast",2
"Cell_4881","alpha","alpha",2
"Cell_4891","ductal","ductal",2
"Cell_4901","ductal","ductal",2
"Cell_4911","alpha","alpha",2
"Cell_4921","macrophage","macrophage",2
"Cell_4931","alpha","alpha",2
"Cell_4941","delta","delta",2
"Cell_4951","ductal","ductal",2
"Cell_4961","delta","delta",2
"Cell_4971","macrophage","macrophage",2
"Cell_4981","beta","beta",2
"Cell_4991","beta","beta",2
"Cell_5001","ductal","ductal",2
"Cell_5011","delta","delta",2
"Cell_5021","gamma","alpha",2
"Cell_5031","beta","beta",2
"Cell_5041","beta","beta",2
"Cell_5051","alpha","alpha",2
"Cell_5061","beta","beta",2
"Cell_5071","alpha","alpha",2
"Cell_5081","beta","beta",2
"Cell_5091","beta","beta",2
"Cell_5101","beta","beta",2
"Cell_5111","alpha","alpha",2
"Cell_5121","ductal","ductal",2
"Cell_5131","gamma","gamma",2
"Cell_5141","alpha","alpha",2
"Cell_5151","beta","beta",2
"Cell_5161","beta","beta",2
"Cell_5171","ductal","ductal",2
"Cell_5181","beta","beta",2
"Cell_5191","alpha","alpha",2
"Cell_5201","beta","beta",2
"Cell_5211","beta","beta",2
"Cell_5221","beta","beta",2
"Cell_5231","alpha","alpha",2
"Cell_5241","ductal","acinar",2
"Cell_5251","delta","delta",2
"Cell_5261","delta","delta",2
"Cell_5271","alpha","alpha",2
"Cell_5281","gamma","gamma",2
"Cell_5291","ductal","ductal",2
"Cell_5301","ductal","ductal",2
"Cell_5311","alpha","alpha",2
"Cell_5321","beta","beta",2
"Cell_5331","activated_stellate","activated_stellate",2
"Cell_5341","alpha","alpha",2
"Cell_5351","ductal","ductal",2
"Cell_5361","alpha","alpha",2
"Cell_5371","alpha","alpha",2
"Cell_5381","ductal","ductal",2
"Cell_5391","ductal","ductal",2
"Cell_5401","alpha","alpha",2
"Cell_5411","alpha","alpha",2
"Cell_5421","beta","beta",2
"Cell_5431","ductal","ductal",2
"Cell_5441","ductal","ductal",2
"Cell_5451","beta","beta",2
"Cell_5461","alpha","alpha",2
"Cell_5471","schwann","schwann",2
"Cell_5481","alpha","alpha",2
"Cell_5491","alpha","alpha",2
"Cell_5501","activated_stellate","activated_stellate",2
"Cell_5511","beta","beta",2
"Cell_5521","alpha","alpha",2
"Cell_5531","alpha","alpha",2
"Cell_5541","gamma","gamma",2
"Cell_5551","alpha","alpha",2
"Cell_5561","gamma","gamma",2
"Cell_5571","alpha","alpha",2
"Cell_5581","alpha","alpha",2
"Cell_5591","alpha","alpha",2
"Cell_5601","alpha","alpha",2
"Cell_5611","alpha","alpha",2
"Cell_5621","alpha","alpha",2
"Cell_5631","activated_stellate","activated_stellate",2
"Cell_5641","beta","beta",2
"Cell_5651","alpha","alpha",2
"Cell_5661","endothelial","endothelial",2
"Cell_5671","alpha","alpha",2
"Cell_5681","beta","beta",2
"Cell_5691","alpha","alpha",2
"Cell_5701","ductal","ductal",2
"Cell_5711","alpha","alpha",2
"Cell_5721","activated_stellate","activated_stellate",2
"Cell_5731","alpha","alpha",2
"Cell_5741","beta","beta",2
"Cell_5751","alpha","alpha",2
"Cell_5761","alpha","alpha",2
"Cell_5771","alpha","alpha",2
"Cell_5781","beta","beta",2
"Cell_5791","alpha","alpha",2
"Cell_5801","alpha","alpha",2
"Cell_5811","beta","beta",2
"Cell_5821","alpha","alpha",2
"Cell_5831","quiescent_stellate","quiescent_stellate",2
"Cell_5841","ductal","ductal",2
"Cell_5851","alpha","alpha",2
"Cell_5861","beta","beta",2
"Cell_5871","ductal","ductal",2
"Cell_5881","beta","beta",2
"Cell_5891","alpha","alpha",2
"Cell_5901","alpha","alpha",2
"Cell_5911","alpha","alpha",2
"Cell_5921","activated_stellate","activated_stellate",2
"Cell_5931","alpha","alpha",2
"Cell_5941","beta","beta",2
"Cell_5951","alpha","alpha",2
"Cell_5961","alpha","alpha",2
"Cell_5971","alpha","alpha",2
"Cell_5981","beta","beta",2
"Cell_5991","beta","beta",2
"Cell_6001","ductal","ductal",2
"Cell_6011","ductal","ductal",2
"Cell_6021","mast","mast",2
"Cell_6031","gamma","gamma",2
"Cell_6041","alpha","alpha",2
"Cell_6051","mast","mast",2
"Cell_6061","alpha","alpha",2
"Cell_6071","quiescent_stellate","quiescent_stellate",2
"Cell_6081","beta","beta",2
"Cell_6091","delta","delta",2
"Cell_6101","alpha","alpha",2
"Cell_6111","beta","beta",2
"Cell_6121","beta","beta",2
"Cell_6131","beta","beta",2
"Cell_6141","alpha","alpha",2
"Cell_6151","gamma","gamma",2
"Cell_6161","beta","beta",2
"Cell_6171","beta","beta",2
"Cell_6181","ductal","ductal",2
"Cell_6191","ductal","ductal",2
"Cell_6201","alpha","alpha",2
"Cell_6211","beta","beta",2
"Cell_6221","delta","delta",2
"Cell_6231","delta","delta",2
"Cell_6241","alpha","alpha",2
"Cell_6251","delta","delta",2
"Cell_6261","alpha","alpha",2
"Cell_6271","alpha","alpha",2
"Cell_6281","beta","beta",2
"Cell_6291","alpha","alpha",2
"Cell_6301","ductal","acinar",2
"Cell_6311","alpha","alpha",2
"Cell_6321","alpha","alpha",2
"Cell_6331","alpha","alpha",2
"Cell_6341","ductal","ductal",2
"Cell_6351","delta","delta",2
"Cell_6361","delta","delta",2
"Cell_6371","alpha","alpha",2
"Cell_6381","beta","beta",2
"Cell_6391","beta","beta",2
"Cell_6401","ductal","ductal",2
"Cell_6411","alpha","alpha",2
"Cell_6421","alpha","alpha",2
"Cell_6431","alpha","alpha",2
"Cell_6441","alpha","alpha",2
"Cell_6451","alpha","alpha",2
"Cell_6461","delta","delta",2
"Cell_6471","alpha","alpha",2
"Cell_6481","macrophage","macrophage",2
"Cell_6491","alpha","alpha",2
"Cell_6501","activated_stellate","activated_stellate",2
"Cell_6511","alpha","alpha",2
"Cell_6521","ductal","ductal",2
"Cell_6531","ductal","ductal",2
"Cell_6541","ductal","ductal",2
"Cell_6551","delta","delta",2
"Cell_6561","alpha","alpha",2
"Cell_6571","alpha","alpha",2
"Cell_6581","alpha","alpha",2
"Cell_6591","endothelial","endothelial",2
"Cell_6601","alpha","alpha",2
"Cell_6611","alpha","alpha",2
"Cell_6621","ductal","ductal",2
"Cell_6631","alpha","alpha",2
"Cell_6641","delta","delta",2
"Cell_6651","alpha","alpha",2
"Cell_6661","beta","beta",2
"Cell_6671","delta","delta",2
"Cell_6681","activated_stellate","activated_stellate",2
"Cell_6691","alpha","alpha",2
"Cell_6701","ductal","ductal",2
"Cell_6711","activated_stellate","activated_stellate",2
"Cell_6721","ductal","ductal",2
"Cell_6731","alpha","alpha",2
"Cell_6741","alpha","alpha",2
"Cell_6751","alpha","alpha",2
"Cell_6761","alpha","alpha",2
"Cell_6771","activated_stellate","activated_stellate",2
"Cell_6781","ductal","ductal",2
"Cell_6791","beta","beta",2
"Cell_6801","beta","beta",2
"Cell_6811","alpha","alpha",2
"Cell_6821","endothelial","endothelial",2
"Cell_6831","quiescent_stellate","quiescent_stellate",2
"Cell_6841","delta","delta",2
"Cell_6851","ductal","ductal",2
"Cell_6861","alpha","alpha",2
"Cell_6871","alpha","alpha",2
"Cell_6881","gamma","gamma",2
"Cell_6891","gamma","gamma",2
"Cell_6901","ductal","ductal",2
"Cell_6911","delta","delta",2
"Cell_6921","alpha","alpha",2
"Cell_6931","beta","beta",2
"Cell_6941","alpha","alpha",2
"Cell_6951","gamma","gamma",2
"Cell_6961","ductal","ductal",2
"Cell_6971","gamma","gamma",2
"Cell_6981","alpha","alpha",2
"Cell_6991","alpha","alpha",2
"Cell_7001","delta","delta",2
"Cell_7011","beta","beta",2
"Cell_7021","ductal","ductal",2
"Cell_7031","ductal","ductal",2
"Cell_7041","delta","delta",2
"Cell_7051","ductal","ductal",2
"Cell_7061","beta","beta",2
"Cell_7071","gamma","gamma",2
"Cell_7081","alpha","alpha",2
"Cell_7091","alpha","alpha",2
"Cell_7101","delta","delta",2
"Cell_7111","ductal","ductal",2
"Cell_7121","gamma","gamma",2
"Cell_7131","gamma","gamma",2
"Cell_7141","alpha","alpha",2
"Cell_7151","quiescent_stellate","quiescent_stellate",2
"Cell_7161","activated_stellate","activated_stellate",2
"Cell_7171","alpha","alpha",2
"Cell_7181","beta","beta",2
"Cell_7191","alpha","alpha",2
"Cell_7201","beta","beta",2
"Cell_7211","beta","beta",2
"Cell_7221","mast","mast",2
"Cell_7231","beta","beta",2
"Cell_7241","alpha","alpha",2
"Cell_7251","alpha","alpha",2
"Cell_7261","ductal","ductal",2
"Cell_7271","beta","beta",2
"Cell_7281","beta","beta",2
"Cell_7291","alpha","alpha",2
"Cell_7301","macrophage","macrophage",2
"Cell_7311","activated_stellate","activated_stellate",2
"Cell_7321","alpha","alpha",2
"Cell_7331","acinar","acinar",2
"Cell_7341","acinar","acinar",2
"Cell_7351","acinar","acinar",2
"Cell_7361","acinar","acinar",2
"Cell_7371","delta","delta",2
"Cell_7381","acinar","acinar",2
"Cell_7391","delta","delta",2
"Cell_7401","acinar","acinar",2
"Cell_7411","acinar","acinar",2
"Cell_7421","acinar","acinar",2
"Cell_7431","delta","delta",2
"Cell_7441","alpha","alpha",2
"Cell_7451","acinar","acinar",2
"Cell_7461","acinar","acinar",2
"Cell_7471","acinar","acinar",2
"Cell_7481","acinar","acinar",2
"Cell_7491","endothelial","endothelial",2
"Cell_7501","acinar","acinar",2
"Cell_7511","acinar","acinar",2
"Cell_7521","acinar","acinar",2
"Cell_7531","alpha","alpha",2
"Cell_7541","acinar","acinar",2
"Cell_7551","acinar","acinar",2
"Cell_7561","acinar","acinar",2
"Cell_7571","acinar","acinar",2
"Cell_7581","acinar","acinar",2
"Cell_7591","alpha","alpha",2
"Cell_7601","acinar","acinar",2
"Cell_7611","acinar","acinar",2
"Cell_7621","alpha","alpha",2
"Cell_7631","acinar","acinar",2
"Cell_7641","alpha","alpha",2
"Cell_7651","acinar","acinar",2
"Cell_7661","beta","beta",2
"Cell_7671","acinar","acinar",2
"Cell_7681","delta","delta",2
"Cell_7691","alpha","alpha",2
"Cell_7701","ductal","ductal",2
"Cell_7711","beta","beta",2
"Cell_7721","acinar","acinar",2
"Cell_7731","acinar","acinar",2
"Cell_7741","delta","delta",2
"Cell_7751","delta","delta",2
"Cell_7761","alpha","alpha",2
"Cell_7771","beta","beta",2
"Cell_7781","beta","beta",2
"Cell_7791","acinar","acinar",2
"Cell_7801","acinar","acinar",2
"Cell_7811","beta","beta",2
"Cell_7821","delta","delta",2
"Cell_7831","alpha","alpha",2
"Cell_7841","alpha","alpha",2
"Cell_7851","acinar","acinar",2
"Cell_7861","acinar","acinar",2
"Cell_7871","beta","beta",2
"Cell_7881","beta","beta",2
"Cell_7891","alpha","alpha",2
"Cell_7901","alpha","alpha",2
"Cell_7911","beta","beta",2
"Cell_7921","ductal","ductal",2
"Cell_7931","acinar","acinar",2
"Cell_7941","beta","beta",2
"Cell_7951","acinar","acinar",2
"Cell_7961","alpha","alpha",2
"Cell_7971","activated_stellate","activated_stellate",2
"Cell_7981","acinar","acinar",2
"Cell_7991","alpha","alpha",2
"Cell_8001","alpha","alpha",2
"Cell_8011","beta","beta",2
"Cell_8021","ductal","ductal",2
"Cell_8031","delta","delta",2
"Cell_8041","alpha","alpha",2
"Cell_8051","ductal","ductal",2
"Cell_8061","acinar","acinar",2
"Cell_8071","ductal","ductal",2
"Cell_8081","beta","beta",2
"Cell_8091","alpha","alpha",2
"Cell_8101","beta","beta",2
"Cell_8111","beta","beta",2
"Cell_8121","acinar","acinar",2
"Cell_8131","alpha","alpha",2
"Cell_8141","ductal","ductal",2
"Cell_8151","ductal","ductal",2
"Cell_8161","beta","beta",2
"Cell_8171","beta","beta",2
"Cell_8181","acinar","acinar",2
"Cell_8191","alpha","alpha",2
"Cell_8201","activated_stellate","activated_stellate",2
"Cell_8211","alpha","alpha",2
"Cell_8221","alpha","alpha",2
"Cell_8231","alpha","alpha",2
"Cell_8241","acinar","acinar",2
"Cell_8251","delta","delta",2
"Cell_8261","beta","beta",2
"Cell_8271","acinar","acinar",2
"Cell_8281","alpha","alpha",2
"Cell_8291","alpha","alpha",2
"Cell_8301","beta","beta",2
"Cell_8311","beta","beta",2
"Cell_8321","alpha","alpha",2
"Cell_8331","alpha","alpha",2
"Cell_8341","acinar","acinar",2
"Cell_8351","beta","beta",2
"Cell_8361","alpha","alpha",2
"Cell_8371","ductal","ductal",2
"Cell_8381","beta","beta",2
"Cell_8391","ductal","ductal",2
"Cell_8401","acinar","acinar",2
"Cell_8411","alpha","alpha",2
"Cell_8421","alpha","alpha",2
"Cell_8431","beta","beta",2
"Cell_8441","alpha","alpha",2
"Cell_8451","gamma","gamma",2
"Cell_8461","alpha","alpha",2
"Cell_8471","alpha","alpha",2
"Cell_8481","alpha","alpha",2
"Cell_8491","ductal","ductal",2
"Cell_8501","activated_stellate","activated_stellate",2
"Cell_8511","ductal","ductal",2
"Cell_8521","alpha","alpha",2
"Cell_8531","ductal","ductal",2
"Cell_8541","alpha","alpha",2
"Cell_8551","alpha","alpha",2
"Cell_8561","delta","delta",2
"Cell_8571","ductal","ductal",2
"Cell_8581","beta","beta",2
"Cell_8591","alpha","alpha",2
"Cell_8601","alpha","alpha",2
"Cell_8611","ductal","ductal",2
"Cell_8621","ductal","ductal",2
"Cell_8631","ductal","ductal",2
"Cell_8641","alpha","alpha",2
"Cell_8651","ductal","ductal",2
"Cell_8661","alpha","alpha",2
"Cell_8671","alpha","alpha",2
"Cell_8681","ductal","ductal",2
"Cell_8691","alpha","alpha",2
"Cell_8701","acinar","acinar",2
"Cell_8711","acinar","acinar",2
"Cell_8721","acinar","acinar",2
"Cell_8731","ductal","ductal",2
"Cell_8741","ductal","ductal",2
"Cell_8751","alpha","alpha",2
"Cell_8761","alpha","alpha",2
"Cell_8771","activated_stellate","activated_stellate",2
"Cell_8781","beta","beta",2
"Cell_8791","acinar","acinar",2
"Cell_8801","alpha","alpha",2
"Cell_8811","alpha","alpha",2
"Cell_8821","acinar","acinar",2
"Cell_8831","activated_stellate","activated_stellate",2
"Cell_8841","ductal","ductal",2
"Cell_8851","beta","beta",2
"Cell_8861","ductal","ductal",2
"Cell_8871","acinar","acinar",2
"Cell_8881","alpha","alpha",2
"Cell_8891","alpha","alpha",2
"Cell_8901","ductal","ductal",2
"Cell_8911","alpha","alpha",2
"Cell_8921","alpha","alpha",2
"Cell_8931","alpha","alpha",2
"Cell_8941","alpha","alpha",2
"Cell_8951","alpha","alpha",2
"Cell_8961","alpha","alpha",2
"Cell_8971","ductal","ductal",2
"Cell_8981","alpha","alpha",2
"Cell_8991","endothelial","endothelial",2
"Cell_9001","alpha","alpha",2
"Cell_9011","beta","beta",2
"Cell_9021","endothelial","endothelial",2
"Cell_9031","alpha","alpha",2
"Cell_9041","alpha","alpha",2
"Cell_9051","alpha","alpha",2
"Cell_9061","beta","beta",2
"Cell_9071","quiescent_stellate","quiescent_stellate",2
"Cell_9081","beta","beta",2
"Cell_9091","alpha","alpha",2
"Cell_9101","beta","beta",2
"Cell_9111","acinar","acinar",2
"Cell_9121","alpha","alpha",2
"Cell_9131","alpha","alpha",2
"Cell_9141","alpha","alpha",2
"Cell_9151","ductal","ductal",2
"Cell_9161","beta","beta",2
"Cell_9171","quiescent_stellate","quiescent_stellate",2
"Cell_9181","ductal","ductal",2
"Cell_9191","quiescent_stellate","quiescent_stellate",2
"Cell_9201","endothelial","endothelial",2
"Cell_9211","ductal","ductal",2
"Cell_9221","ductal","ductal",2
"Cell_9231","beta","beta",2
"Cell_9241","endothelial","endothelial",2
"Cell_9251","alpha","alpha",2
"Cell_9261","beta","beta",2
"Cell_9271","beta","beta",2
"Cell_9281","beta","beta",2
"Cell_9291","beta","beta",2
"Cell_9301","quiescent_stellate","quiescent_stellate",2
"Cell_9311","alpha","alpha",2
"Cell_9321","ductal","ductal",2
"Cell_9331","acinar","acinar",2
"Cell_9341","acinar","acinar",2
"Cell_9351","acinar","acinar",2
"Cell_9361","acinar","acinar",2
"Cell_9371","acinar","acinar",2
"Cell_9381","acinar","acinar",2
"Cell_9391","acinar","acinar",2
"Cell_9401","beta","beta",2
"Cell_9411","acinar","acinar",2
"Cell_9421","acinar","acinar",2
"Cell_9431","acinar","acinar",2
"Cell_9441","acinar","acinar",2
"Cell_9451","beta","beta",2
"Cell_9461","delta","delta",2
"Cell_9471","acinar","acinar",2
"Cell_9481","ductal","ductal",2
"Cell_9491","acinar","acinar",2
