,pred,true_label,fold
1169,alpha,alpha,1
1170,delta,delta,1
1171,alpha,alpha,1
1172,alpha,alpha,1
1173,acinar,acinar,1
1174,alpha,alpha,1
1175,acinar,acinar,1
1176,beta,beta,1
1177,alpha,alpha,1
1178,alpha,alpha,1
1179,delta,delta,1
1180,alpha,alpha,1
1181,ductal,ductal,1
1182,acinar,acinar,1
1183,alpha,alpha,1
1184,beta,beta,1
1185,beta,beta,1
1186,beta,beta,1
1187,endothelial,endothelial,1
1188,ductal,ductal,1
1189,beta,beta,1
1190,alpha,alpha,1
1191,alpha,alpha,1
1192,beta,beta,1
1193,beta,beta,1
1194,acinar,acinar,1
1195,beta,beta,1
1196,delta,delta,1
1197,acinar,acinar,1
1198,beta,beta,1
1199,beta,beta,1
1200,ductal,ductal,1
1201,beta,beta,1
1202,alpha,alpha,1
1203,activated_stellate,activated_stellate,1
1204,ductal,ductal,1
1205,ductal,ductal,1
1206,ductal,ductal,1
1207,beta,beta,1
1208,alpha,alpha,1
1209,beta,beta,1
1210,beta,beta,1
1211,delta,delta,1
1212,activated_stellate,activated_stellate,1
1213,acinar,acinar,1
1214,ductal,ductal,1
1215,alpha,alpha,1
1216,delta,alpha,1
1217,alpha,alpha,1
1218,alpha,alpha,1
1219,ductal,ductal,1
1220,alpha,alpha,1
1221,alpha,alpha,1
1222,alpha,alpha,1
1223,alpha,alpha,1
1224,activated_stellate,activated_stellate,1
1225,alpha,alpha,1
1226,alpha,alpha,1
1227,alpha,alpha,1
1228,alpha,alpha,1
1229,beta,beta,1
1230,activated_stellate,activated_stellate,1
1231,activated_stellate,activated_stellate,1
1232,alpha,alpha,1
1233,beta,beta,1
1234,acinar,acinar,1
1235,alpha,alpha,1
1236,beta,beta,1
1237,alpha,alpha,1
1238,ductal,ductal,1
1239,alpha,alpha,1
1240,alpha,alpha,1
1241,alpha,alpha,1
1242,alpha,alpha,1
1243,alpha,alpha,1
1244,beta,beta,1
1245,beta,beta,1
1246,ductal,ductal,1
1247,alpha,alpha,1
1248,beta,beta,1
1249,delta,delta,1
1250,alpha,alpha,1
1251,endothelial,endothelial,1
1252,beta,alpha,1
1253,ductal,ductal,1
1254,alpha,alpha,1
1255,quiescent_stellate,quiescent_stellate,1
1256,alpha,alpha,1
1257,beta,beta,1
1258,alpha,alpha,1
1259,alpha,alpha,1
1260,endothelial,endothelial,1
1261,ductal,ductal,1
1262,beta,alpha,1
1263,beta,beta,1
1264,macrophage,macrophage,1
1265,ductal,ductal,1
1266,alpha,alpha,1
1267,beta,beta,1
1268,beta,beta,1
1269,beta,beta,1
1270,endothelial,endothelial,1
1271,beta,beta,1
1272,beta,beta,1
1273,endothelial,endothelial,1
1274,beta,beta,1
1275,acinar,acinar,1
1276,acinar,acinar,1
1277,acinar,acinar,1
1278,acinar,acinar,1
1279,acinar,acinar,1
1280,acinar,acinar,1
1281,acinar,acinar,1
1282,acinar,acinar,1
1283,acinar,acinar,1
1284,alpha,alpha,1
1285,ductal,ductal,1
1286,acinar,acinar,1
1287,acinar,acinar,1
1288,delta,delta,1
1289,acinar,acinar,1
1290,acinar,acinar,1
1291,delta,delta,1
1292,acinar,acinar,1
1293,acinar,acinar,1
1294,acinar,acinar,1
1295,acinar,acinar,1
1296,acinar,acinar,1
1297,acinar,acinar,1
1298,beta,beta,1
1299,beta,beta,1
1300,beta,beta,1
1301,acinar,acinar,1
1302,ductal,ductal,1
1303,alpha,alpha,1
1304,alpha,alpha,1
1305,acinar,acinar,1
1306,alpha,alpha,1
1307,acinar,acinar,1
1308,delta,delta,1
1309,ductal,ductal,1
1310,alpha,alpha,1
1311,alpha,alpha,1
1312,acinar,acinar,1
1313,alpha,alpha,1
1314,acinar,acinar,1
1315,beta,beta,1
1316,acinar,acinar,1
1317,alpha,alpha,1
1318,alpha,alpha,1
1319,alpha,alpha,1
1320,beta,beta,1
1321,ductal,ductal,1
1322,ductal,ductal,1
1323,alpha,alpha,1
1324,acinar,acinar,1
1325,beta,beta,1
1326,beta,beta,1
1327,beta,beta,1
1328,beta,beta,1
1329,alpha,alpha,1
1330,beta,beta,1
1331,ductal,ductal,1
1332,beta,beta,1
1333,alpha,alpha,1
1334,ductal,ductal,1
1335,delta,delta,1
1336,beta,beta,1
1337,acinar,acinar,1
1338,beta,beta,1
1339,alpha,alpha,1
1340,beta,beta,1
1341,alpha,alpha,1
1342,alpha,alpha,1
1343,acinar,acinar,1
1344,alpha,alpha,1
1345,beta,beta,1
1346,beta,beta,1
1347,endothelial,endothelial,1
1348,alpha,alpha,1
1349,alpha,alpha,1
1350,alpha,alpha,1
1351,ductal,ductal,1
1352,alpha,alpha,1
1353,gamma,gamma,1
1354,alpha,alpha,1
1355,quiescent_stellate,quiescent_stellate,1
1356,beta,beta,1
1357,alpha,alpha,1
1358,beta,beta,1
1359,alpha,alpha,1
1360,quiescent_stellate,quiescent_stellate,1
1361,beta,beta,1
1362,alpha,alpha,1
1363,alpha,alpha,1
1364,acinar,acinar,1
1365,beta,beta,1
1366,alpha,alpha,1
1367,beta,beta,1
1368,ductal,ductal,1
1369,alpha,alpha,1
1370,alpha,alpha,1
1371,beta,beta,1
1372,acinar,acinar,1
1373,endothelial,endothelial,1
1374,alpha,alpha,1
1375,alpha,alpha,1
1376,alpha,alpha,1
1377,macrophage,macrophage,1
1378,activated_stellate,activated_stellate,1
1379,alpha,alpha,1
1380,alpha,alpha,1
1381,alpha,alpha,1
1382,alpha,alpha,1
1383,endothelial,endothelial,1
1384,beta,beta,1
1385,acinar,acinar,1
1386,alpha,alpha,1
1387,acinar,acinar,1
1388,acinar,acinar,1
1389,beta,beta,1
1390,alpha,alpha,1
1391,alpha,alpha,1
1392,beta,beta,1
1393,beta,beta,1
1394,alpha,alpha,1
1395,activated_stellate,activated_stellate,1
1396,alpha,alpha,1
1397,beta,beta,1
1398,alpha,alpha,1
1399,acinar,acinar,1
1400,alpha,alpha,1
1401,alpha,alpha,1
1402,acinar,acinar,1
1403,alpha,alpha,1
1404,beta,beta,1
1405,ductal,ductal,1
1406,beta,beta,1
1407,ductal,ductal,1
1408,alpha,alpha,1
1409,alpha,alpha,1
1410,beta,beta,1
1411,acinar,acinar,1
1412,gamma,gamma,1
1413,alpha,alpha,1
1414,alpha,alpha,1
1415,alpha,alpha,1
1416,alpha,alpha,1
1417,acinar,acinar,1
1418,acinar,acinar,1
1419,acinar,acinar,1
1420,quiescent_stellate,quiescent_stellate,1
1421,alpha,alpha,1
1422,beta,beta,1
1423,alpha,alpha,1
1424,alpha,alpha,1
1425,beta,beta,1
1426,beta,beta,1
1427,acinar,acinar,1
1428,alpha,alpha,1
1429,alpha,alpha,1
1430,beta,beta,1
1431,ductal,ductal,1
1432,endothelial,endothelial,1
1433,beta,beta,1
1434,endothelial,endothelial,1
1435,alpha,alpha,1
1436,alpha,alpha,1
1437,alpha,alpha,1
1438,beta,beta,1
1439,ductal,ductal,1
1440,alpha,alpha,1
1441,endothelial,endothelial,1
1442,alpha,alpha,1
1443,macrophage,macrophage,1
1444,ductal,ductal,1
1445,alpha,alpha,1
1446,beta,beta,1
1447,delta,delta,1
1448,ductal,ductal,1
1449,ductal,ductal,1
1450,beta,beta,1
1451,ductal,ductal,1
1452,delta,delta,1
1453,ductal,ductal,1
1454,ductal,ductal,1
1455,ductal,ductal,1
1456,ductal,ductal,1
1457,beta,beta,1
1458,beta,beta,1
1459,alpha,alpha,1
1460,beta,beta,1
1461,ductal,ductal,1
1462,beta,beta,1
1463,gamma,gamma,1
1464,alpha,alpha,1
1465,ductal,ductal,1
1466,ductal,ductal,1
1467,delta,delta,1
1468,ductal,ductal,1
1469,alpha,alpha,1
1470,beta,beta,1
1471,alpha,alpha,1
1472,delta,delta,1
1473,beta,beta,1
1474,beta,beta,1
1475,beta,beta,1
1476,ductal,ductal,1
1477,delta,delta,1
1478,delta,delta,1
1479,beta,beta,1
1480,beta,beta,1
1481,beta,beta,1
1482,beta,beta,1
1483,ductal,ductal,1
1484,beta,beta,1
1485,beta,beta,1
1486,beta,beta,1
1487,alpha,alpha,1
1488,ductal,ductal,1
1489,gamma,gamma,1
1490,beta,beta,1
1491,delta,delta,1
1492,beta,beta,1
1493,alpha,alpha,1
1494,alpha,alpha,1
1495,ductal,ductal,1
1496,beta,beta,1
1497,beta,beta,1
1498,beta,beta,1
1499,beta,beta,1
1500,beta,beta,1
1501,alpha,alpha,1
1502,beta,beta,1
1503,alpha,alpha,1
1504,macrophage,macrophage,1
1505,activated_stellate,activated_stellate,1
1506,delta,delta,1
1507,alpha,alpha,1
1508,beta,beta,1
1509,delta,delta,1
1510,delta,delta,1
1511,beta,beta,1
1512,activated_stellate,activated_stellate,1
1513,beta,beta,1
1514,beta,beta,1
1515,gamma,gamma,1
1516,beta,beta,1
1517,beta,beta,1
1518,alpha,alpha,1
1519,ductal,ductal,1
1520,beta,beta,1
1521,ductal,ductal,1
1522,ductal,ductal,1
1523,alpha,alpha,1
1524,delta,delta,1
1525,beta,beta,1
1526,beta,beta,1
1527,beta,beta,1
1528,alpha,alpha,1
1529,beta,beta,1
1530,beta,beta,1
1531,beta,beta,1
1532,delta,delta,1
1533,beta,beta,1
1534,beta,beta,1
1535,ductal,ductal,1
1536,alpha,alpha,1
1537,beta,beta,1
1538,beta,beta,1
1539,beta,beta,1
1540,alpha,alpha,1
1541,beta,beta,1
1542,activated_stellate,activated_stellate,1
1543,ductal,ductal,1
1544,beta,beta,1
1545,beta,beta,1
1546,ductal,ductal,1
1547,beta,beta,1
1548,beta,beta,1
1549,alpha,alpha,1
1550,alpha,alpha,1
1551,ductal,ductal,1
1552,beta,beta,1
1553,beta,beta,1
1554,alpha,alpha,1
1555,beta,beta,1
1556,ductal,ductal,1
1557,beta,beta,1
1558,beta,beta,1
1559,beta,beta,1
1560,beta,beta,1
1561,ductal,ductal,1
1562,ductal,ductal,1
1563,gamma,gamma,1
1564,alpha,alpha,1
1565,delta,delta,1
1566,alpha,alpha,1
1567,alpha,alpha,1
1568,activated_stellate,activated_stellate,1
1569,beta,beta,1
1570,ductal,ductal,1
1571,ductal,ductal,1
1572,beta,beta,1
1573,ductal,ductal,1
1574,ductal,ductal,1
1575,ductal,ductal,1
1576,beta,beta,1
1577,ductal,ductal,1
1578,delta,delta,1
1579,beta,beta,1
1580,delta,delta,1
1581,beta,beta,1
1582,alpha,alpha,1
1583,ductal,ductal,1
1584,ductal,ductal,1
1585,ductal,ductal,1
1586,alpha,alpha,1
1587,beta,beta,1
1588,beta,beta,1
1589,alpha,alpha,1
1590,ductal,ductal,1
1591,beta,ductal,1
1592,beta,beta,1
1593,delta,delta,1
1594,gamma,gamma,1
1595,alpha,alpha,1
1596,beta,beta,1
1597,beta,beta,1
1598,ductal,ductal,1
1599,alpha,alpha,1
1600,delta,delta,1
1601,delta,delta,1
1602,alpha,alpha,1
1603,alpha,alpha,1
1604,beta,beta,1
1605,beta,beta,1
1606,delta,delta,1
1607,ductal,ductal,1
1608,beta,beta,1
1609,gamma,gamma,1
1610,beta,beta,1
1611,alpha,alpha,1
1612,beta,beta,1
1613,ductal,ductal,1
1614,gamma,gamma,1
1615,alpha,alpha,1
1616,beta,beta,1
1617,beta,beta,1
1618,alpha,alpha,1
1619,activated_stellate,activated_stellate,1
1620,delta,delta,1
1621,beta,beta,1
1622,beta,beta,1
1623,activated_stellate,activated_stellate,1
1624,beta,beta,1
1625,ductal,ductal,1
1626,gamma,gamma,1
1627,alpha,alpha,1
1628,ductal,ductal,1
1629,ductal,acinar,1
1630,ductal,ductal,1
1631,gamma,gamma,1
1632,ductal,ductal,1
1633,gamma,gamma,1
1634,beta,beta,1
1635,alpha,alpha,1
1636,beta,beta,1
1637,beta,beta,1
1638,ductal,ductal,1
1639,ductal,ductal,1
1640,ductal,ductal,1
1641,beta,beta,1
1642,ductal,ductal,1
1643,alpha,alpha,1
1644,beta,beta,1
1645,ductal,ductal,1
1646,alpha,alpha,1
1647,gamma,gamma,1
1648,alpha,alpha,1
1649,alpha,alpha,1
1650,alpha,alpha,1
1651,beta,beta,1
1652,beta,beta,1
1653,delta,delta,1
1654,beta,beta,1
1655,beta,beta,1
1656,alpha,alpha,1
1657,ductal,ductal,1
1658,beta,beta,1
1659,ductal,ductal,1
1660,alpha,alpha,1
1661,alpha,alpha,1
1662,ductal,ductal,1
1663,beta,beta,1
1664,alpha,alpha,1
1665,ductal,ductal,1
1666,gamma,gamma,1
1667,ductal,ductal,1
1668,ductal,ductal,1
1669,alpha,alpha,1
1670,beta,beta,1
1671,beta,beta,1
1672,alpha,alpha,1
1673,delta,delta,1
1674,ductal,ductal,1
1675,beta,beta,1
1676,beta,beta,1
1677,delta,delta,1
1678,alpha,alpha,1
1679,alpha,alpha,1
1680,beta,beta,1
1681,alpha,alpha,1
1682,ductal,ductal,1
1683,gamma,gamma,1
1684,beta,beta,1
1685,activated_stellate,activated_stellate,1
1686,alpha,alpha,1
1687,alpha,alpha,1
1688,ductal,ductal,1
1689,beta,beta,1
1690,beta,beta,1
1691,beta,beta,1
1692,ductal,ductal,1
1693,alpha,alpha,1
1694,beta,beta,1
1695,beta,beta,1
1696,alpha,alpha,1
1697,ductal,ductal,1
1698,ductal,ductal,1
1699,beta,beta,1
1700,beta,beta,1
1701,beta,beta,1
1702,alpha,alpha,1
1703,ductal,ductal,1
1704,alpha,alpha,1
1705,beta,beta,1
1706,mast,mast,1
1707,beta,beta,1
1708,schwann,schwann,1
1709,delta,delta,1
1710,alpha,alpha,1
1711,quiescent_stellate,quiescent_stellate,1
1712,beta,beta,1
1713,beta,beta,1
1714,acinar,acinar,2
1715,acinar,acinar,2
1716,beta,beta,2
1717,acinar,acinar,2
1718,acinar,acinar,2
1719,delta,delta,2
1720,ductal,ductal,2
1721,beta,beta,2
1722,alpha,alpha,2
1723,alpha,alpha,2
1724,acinar,acinar,2
1725,beta,beta,2
1726,activated_stellate,activated_stellate,2
1727,beta,beta,2
1728,activated_stellate,activated_stellate,2
1729,activated_stellate,activated_stellate,2
1730,activated_stellate,activated_stellate,2
1731,delta,delta,2
1732,beta,beta,2
1733,beta,beta,2
1734,alpha,alpha,2
1735,delta,delta,2
1736,beta,beta,2
1737,beta,beta,2
1738,beta,beta,2
1739,beta,beta,2
1740,beta,beta,2
1741,delta,delta,2
1742,beta,beta,2
1743,beta,beta,2
1744,beta,beta,2
1745,beta,beta,2
1746,alpha,alpha,2
1747,beta,beta,2
1748,beta,beta,2
1749,beta,beta,2
1750,activated_stellate,activated_stellate,2
1751,beta,beta,2
1752,beta,beta,2
1753,acinar,acinar,2
1754,beta,beta,2
1755,alpha,alpha,2
1756,alpha,alpha,2
1757,beta,beta,2
1758,ductal,ductal,2
1759,quiescent_stellate,endothelial,2
1760,beta,beta,2
1761,beta,beta,2
1762,alpha,alpha,2
1763,beta,beta,2
1764,delta,delta,2
1765,beta,beta,2
1766,delta,delta,2
1767,beta,beta,2
1768,quiescent_stellate,quiescent_stellate,2
1769,delta,delta,2
1770,beta,beta,2
1771,beta,beta,2
1772,ductal,ductal,2
1773,endothelial,endothelial,2
1774,beta,beta,2
1775,endothelial,endothelial,2
1776,beta,beta,2
1777,beta,beta,2
1778,beta,beta,2
1779,alpha,alpha,2
1780,beta,beta,2
1781,acinar,acinar,2
1782,beta,beta,2
1783,alpha,alpha,2
1784,beta,beta,2
1785,alpha,alpha,2
1786,beta,beta,2
1787,endothelial,endothelial,2
1788,beta,beta,2
1789,endothelial,endothelial,2
1790,alpha,alpha,2
1791,beta,beta,2
1792,beta,beta,2
1793,alpha,alpha,2
1794,beta,beta,2
1795,beta,beta,2
1796,endothelial,endothelial,2
1797,delta,beta,2
1798,macrophage,macrophage,2
1799,ductal,ductal,2
1800,endothelial,endothelial,2
1801,beta,beta,2
1802,endothelial,endothelial,2
1803,beta,beta,2
1804,beta,beta,2
1805,endothelial,endothelial,2
1806,quiescent_stellate,quiescent_stellate,2
1807,endothelial,endothelial,2
1808,beta,beta,2
1809,beta,beta,2
1810,gamma,gamma,2
1811,ductal,ductal,2
1812,quiescent_stellate,quiescent_stellate,2
1813,delta,delta,2
1814,alpha,alpha,2
1815,beta,beta,2
1816,beta,beta,2
1817,endothelial,endothelial,2
1818,gamma,gamma,2
1819,beta,beta,2
1820,beta,beta,2
1821,endothelial,endothelial,2
1822,beta,beta,2
1823,quiescent_stellate,quiescent_stellate,2
1824,endothelial,endothelial,2
1825,quiescent_stellate,quiescent_stellate,2
1826,beta,beta,2
1827,alpha,alpha,2
1828,beta,beta,2
1829,beta,beta,2
1830,acinar,acinar,2
1831,beta,beta,2
1832,endothelial,endothelial,2
1833,delta,delta,2
1834,delta,delta,2
1835,delta,delta,2
1836,delta,delta,2
1837,delta,delta,2
1838,delta,delta,2
1839,delta,delta,2
1840,beta,beta,2
1841,activated_stellate,activated_stellate,2
1842,beta,beta,2
1843,alpha,alpha,2
1844,ductal,ductal,2
1845,delta,delta,2
1846,beta,beta,2
1847,delta,delta,2
1848,delta,delta,2
1849,beta,beta,2
1850,beta,beta,2
1851,acinar,acinar,2
1852,beta,beta,2
1853,alpha,alpha,2
1854,endothelial,endothelial,2
1855,beta,beta,2
1856,beta,beta,2
1857,beta,beta,2
1858,beta,beta,2
1859,delta,delta,2
1860,beta,beta,2
1861,beta,beta,2
1862,beta,beta,2
1863,beta,beta,2
1864,beta,beta,2
1865,beta,beta,2
1866,beta,beta,2
1867,delta,delta,2
1868,acinar,acinar,2
1869,beta,beta,2
1870,beta,beta,2
1871,beta,beta,2
1872,alpha,alpha,2
1873,delta,delta,2
1874,beta,beta,2
1875,beta,beta,2
1876,acinar,acinar,2
1877,beta,beta,2
1878,endothelial,endothelial,2
1879,delta,beta,2
1880,beta,beta,2
1881,delta,delta,2
1882,endothelial,endothelial,2
1883,beta,beta,2
1884,alpha,alpha,2
1885,alpha,alpha,2
1886,delta,delta,2
1887,beta,beta,2
1888,beta,beta,2
1889,delta,delta,2
1890,alpha,alpha,2
1891,beta,beta,2
1892,beta,beta,2
1893,alpha,alpha,2
1894,alpha,alpha,2
1895,alpha,alpha,2
1896,alpha,alpha,2
1897,beta,beta,2
1898,ductal,ductal,2
1899,alpha,alpha,2
1900,ductal,ductal,2
1901,delta,delta,2
1902,macrophage,macrophage,2
1903,quiescent_stellate,quiescent_stellate,2
1904,delta,delta,2
1905,alpha,alpha,2
1906,beta,beta,2
1907,beta,beta,2
1908,beta,beta,2
1909,alpha,alpha,2
1910,endothelial,endothelial,2
1911,alpha,alpha,2
1912,ductal,ductal,2
1913,beta,beta,2
1914,acinar,acinar,2
1915,acinar,acinar,2
1916,delta,delta,2
1917,quiescent_stellate,quiescent_stellate,2
1918,alpha,alpha,2
1919,beta,beta,2
1920,alpha,alpha,2
1921,endothelial,endothelial,2
1922,alpha,alpha,2
1923,gamma,gamma,2
1924,alpha,alpha,2
1925,beta,beta,2
1926,schwann,schwann,2
1927,alpha,alpha,2
1928,endothelial,endothelial,2
1929,activated_stellate,activated_stellate,2
1930,acinar,acinar,2
1931,ductal,ductal,2
1932,alpha,alpha,2
1933,beta,beta,2
1934,endothelial,endothelial,2
1935,alpha,alpha,2
1936,macrophage,macrophage,2
1937,beta,beta,2
1938,beta,beta,2
1939,ductal,ductal,2
1940,beta,beta,2
1941,gamma,gamma,2
1942,beta,beta,2
1943,mast,mast,2
1944,quiescent_stellate,quiescent_stellate,2
1945,beta,beta,2
1946,alpha,alpha,2
1947,ductal,ductal,2
1948,beta,beta,2
1949,alpha,alpha,2
1950,quiescent_stellate,quiescent_stellate,2
1951,beta,beta,2
1952,beta,beta,2
1953,endothelial,endothelial,2
1954,endothelial,endothelial,2
1955,delta,delta,2
1956,acinar,acinar,2
1957,delta,delta,2
1958,delta,delta,2
1959,acinar,ductal,2
1960,delta,delta,2
1961,delta,delta,2
1962,acinar,acinar,2
1963,delta,delta,2
1964,delta,delta,2
1965,delta,delta,2
1966,beta,beta,2
1967,delta,delta,2
1968,acinar,acinar,2
1969,beta,beta,2
1970,delta,delta,2
1971,alpha,alpha,2
1972,beta,beta,2
1973,alpha,alpha,2
1974,beta,beta,2
1975,beta,beta,2
1976,beta,beta,2
1977,beta,beta,2
1978,beta,beta,2
1979,acinar,acinar,2
1980,ductal,ductal,2
1981,delta,delta,2
1982,ductal,ductal,2
1983,beta,beta,2
1984,beta,beta,2
1985,beta,beta,2
1986,alpha,alpha,2
1987,beta,beta,2
1988,beta,beta,2
1989,beta,beta,2
1990,macrophage,macrophage,2
1991,beta,beta,2
1992,beta,beta,2
1993,beta,beta,2
1994,beta,beta,2
1995,ductal,ductal,2
1996,alpha,alpha,2
1997,beta,beta,2
1998,beta,beta,2
1999,ductal,ductal,2
2000,beta,beta,2
2001,beta,beta,2
2002,beta,beta,2
2003,alpha,alpha,2
2004,beta,beta,2
2005,beta,beta,2
2006,beta,beta,2
2007,alpha,alpha,2
2008,alpha,alpha,2
2009,beta,beta,2
2010,beta,beta,2
2011,beta,beta,2
2012,quiescent_stellate,quiescent_stellate,2
2013,beta,beta,2
2014,beta,beta,2
2015,beta,beta,2
2016,beta,beta,2
2017,beta,beta,2
2018,beta,beta,2
2019,beta,beta,2
2020,beta,beta,2
2021,beta,beta,2
2022,gamma,gamma,2
2023,gamma,gamma,2
2024,beta,beta,2
2025,beta,beta,2
2026,alpha,alpha,2
2027,beta,beta,2
2028,beta,beta,2
2029,beta,beta,2
2030,acinar,acinar,2
2031,beta,beta,2
2032,alpha,alpha,2
2033,alpha,alpha,2
2034,beta,beta,2
2035,beta,beta,2
2036,gamma,gamma,2
2037,beta,beta,2
2038,ductal,ductal,2
2039,beta,beta,2
2040,gamma,gamma,2
2041,beta,beta,2
2042,ductal,ductal,2
2043,endothelial,endothelial,2
2044,beta,beta,2
2045,beta,beta,2
2046,beta,beta,2
2047,quiescent_stellate,quiescent_stellate,2
2048,beta,beta,2
2049,epsilon,epsilon,2
2050,beta,beta,2
2051,gamma,gamma,2
2052,beta,beta,2
2053,alpha,alpha,2
2054,delta,delta,2
2055,alpha,alpha,2
2056,beta,beta,2
2057,alpha,alpha,2
2058,beta,beta,2
2059,beta,beta,2
2060,alpha,alpha,2
2061,beta,beta,2
2062,beta,beta,2
2063,epsilon,epsilon,2
2064,endothelial,endothelial,2
2065,quiescent_stellate,alpha,2
2066,acinar,acinar,2
2067,delta,delta,2
2068,beta,beta,2
2069,beta,beta,2
2070,acinar,acinar,2
2071,beta,beta,2
2072,beta,beta,2
2073,quiescent_stellate,quiescent_stellate,2
2074,beta,beta,2
2075,beta,beta,2
2076,beta,beta,2
2077,alpha,alpha,2
2078,beta,beta,2
2079,quiescent_stellate,quiescent_stellate,2
2080,beta,beta,2
2081,acinar,acinar,2
2082,alpha,alpha,2
2083,beta,beta,2
2084,quiescent_stellate,quiescent_stellate,2
2085,acinar,acinar,2
2086,beta,beta,2
2087,acinar,acinar,2
2088,quiescent_stellate,quiescent_stellate,2
2089,beta,beta,2
2090,beta,beta,2
2091,beta,beta,2
2092,quiescent_stellate,quiescent_stellate,2
2093,beta,beta,2
2094,beta,beta,2
2095,beta,beta,2
2096,endothelial,endothelial,2
2097,activated_stellate,activated_stellate,2
2098,quiescent_stellate,quiescent_stellate,2
2099,alpha,alpha,2
2100,beta,beta,2
2101,beta,beta,2
2102,beta,beta,2
2103,quiescent_stellate,quiescent_stellate,2
2104,beta,beta,2
2105,alpha,alpha,2
2106,alpha,alpha,2
2107,activated_stellate,activated_stellate,2
2108,ductal,ductal,2
2109,ductal,ductal,2
2110,activated_stellate,activated_stellate,2
2111,delta,delta,2
2112,ductal,ductal,2
2113,alpha,alpha,2
2114,ductal,ductal,2
2115,quiescent_stellate,quiescent_stellate,2
2116,beta,beta,2
2117,beta,beta,2
2118,alpha,alpha,2
2119,ductal,ductal,2
2120,alpha,alpha,2
2121,ductal,ductal,2
2122,alpha,alpha,2
2123,alpha,alpha,2
2124,alpha,alpha,2
2125,beta,beta,2
2126,beta,beta,2
2127,alpha,alpha,2
2128,ductal,ductal,2
2129,alpha,alpha,2
2130,activated_stellate,activated_stellate,2
2131,beta,beta,2
2132,alpha,alpha,2
2133,ductal,ductal,2
2134,alpha,alpha,2
2135,ductal,ductal,2
2136,beta,beta,2
2137,alpha,alpha,2
2138,alpha,alpha,2
2139,alpha,alpha,2
2140,beta,beta,2
2141,beta,beta,2
2142,beta,beta,2
2143,delta,delta,2
2144,beta,beta,2
2145,alpha,alpha,2
2146,beta,beta,2
2147,alpha,alpha,2
2148,ductal,ductal,2
2149,beta,beta,2
2150,beta,beta,2
2151,beta,beta,2
2152,beta,beta,2
2153,beta,beta,2
2154,alpha,alpha,2
2155,ductal,ductal,2
2156,alpha,alpha,2
2157,ductal,ductal,2
2158,ductal,ductal,2
2159,ductal,ductal,2
2160,beta,beta,2
2161,ductal,ductal,2
2162,alpha,alpha,2
2163,ductal,ductal,2
2164,alpha,alpha,2
2165,ductal,ductal,2
2166,delta,delta,2
2167,beta,beta,2
2168,alpha,alpha,2
2169,gamma,gamma,2
2170,quiescent_stellate,quiescent_stellate,2
2171,beta,beta,2
2172,alpha,alpha,2
2173,beta,beta,2
2174,epsilon,epsilon,2
2175,alpha,alpha,2
2176,alpha,alpha,2
2177,gamma,gamma,2
2178,ductal,ductal,2
2179,gamma,gamma,2
2180,alpha,alpha,2
2181,delta,delta,2
2182,alpha,alpha,2
2183,ductal,ductal,2
2184,alpha,alpha,2
2185,beta,beta,2
2186,alpha,alpha,2
2187,alpha,alpha,2
2188,gamma,gamma,2
2189,beta,beta,2
2190,alpha,alpha,2
2191,schwann,schwann,2
2192,ductal,ductal,2
2193,ductal,ductal,2
2194,activated_stellate,activated_stellate,2
2195,gamma,gamma,2
2196,beta,beta,2
2197,beta,beta,2
2198,alpha,alpha,2
2199,ductal,ductal,2
2200,mast,mast,2
2201,alpha,alpha,2
2202,ductal,ductal,2
2203,ductal,ductal,2
2204,alpha,alpha,2
2205,macrophage,macrophage,2
2206,alpha,alpha,2
2207,delta,delta,2
2208,ductal,ductal,2
2209,delta,delta,2
2210,macrophage,macrophage,2
2211,beta,beta,2
2212,beta,beta,2
2213,ductal,ductal,2
2214,delta,delta,2
2215,gamma,alpha,2
2216,beta,beta,2
2217,beta,beta,2
2218,alpha,alpha,2
2219,beta,beta,2
2220,alpha,alpha,2
2221,beta,beta,2
2222,beta,beta,2
2223,beta,beta,2
2224,alpha,alpha,2
2225,ductal,ductal,2
2226,gamma,gamma,2
2227,alpha,alpha,2
2228,beta,beta,2
2229,beta,beta,2
2230,ductal,ductal,2
2231,beta,beta,2
2232,alpha,alpha,2
2233,beta,beta,2
2234,beta,beta,2
2235,beta,beta,2
2236,alpha,alpha,2
2237,ductal,acinar,2
2238,delta,delta,2
2239,delta,delta,2
2240,alpha,alpha,2
2241,gamma,gamma,2
2242,ductal,ductal,2
2243,ductal,ductal,2
2244,alpha,alpha,2
2245,beta,beta,2
2246,activated_stellate,activated_stellate,2
2247,alpha,alpha,2
2248,ductal,ductal,2
2249,alpha,alpha,2
2250,alpha,alpha,2
2251,ductal,ductal,2
2252,ductal,ductal,2
2253,alpha,alpha,2
2254,alpha,alpha,2
2255,beta,beta,2
2256,ductal,ductal,2
2257,ductal,ductal,2
2258,beta,beta,2
2259,alpha,alpha,2
2260,schwann,schwann,2
2261,alpha,alpha,2
2262,alpha,alpha,2
2263,activated_stellate,activated_stellate,2
2264,beta,beta,2
2265,alpha,alpha,2
2266,alpha,alpha,2
2267,gamma,gamma,2
2268,alpha,alpha,2
2269,gamma,gamma,2
2270,alpha,alpha,2
2271,alpha,alpha,2
2272,alpha,alpha,2
2273,alpha,alpha,2
2274,alpha,alpha,2
2275,alpha,alpha,2
2276,activated_stellate,activated_stellate,2
2277,beta,beta,2
